year,race,position,number,driver,car,lap,time_of_day,time,avg_speed
1992,South Africa,17,11, Hakkinen,Lotus Ford,65,,1:20.956,
1992,South Africa,18,10, Suzuki,Footwork Mugen Honda,40,,1:21.146,
1992,South Africa,19,28, Capelli,Ferrari,28,,1:21.376,
1992,South Africa,20,15, Tarquini,Fondmetal Ford,22,,1:22.031,
1992,South Africa,21,23, Fittipaldi,Minardi Lamborghini,39,,1:22.072,
1992,South Africa,22,16, Wendlinger,March Ilmor,13,,1:22.736,
1992,South Africa,23,7, van de Poele,Brabham Judd,59,,1:23.165,
1992,South Africa,24,22, Martini,Dallara Ferrari,48,,1:23.612,
1992,South Africa,25,29, Gachot,Venturi Lamborghini,8,,1:23.974,
1992,South Africa,26,20, Brundle,Benetton Ford,1,,1:51.189,
1992,Mexico,1,2, Berger,McLaren Honda,60,,1:17.711,
1992,Mexico,2,5, Mansell,Williams Renault,62,,1:17.765,
1992,Mexico,3,6, Patrese,Williams Renault,59,,1:17.920,
1992,Mexico,4,19, Schumacher,Benetton Ford,62,,1:18.056,
1992,Mexico,5,4, de Cesaris,Tyrrell Ilmor,56,,1:19.034,
1992,Mexico,6,11, Hakkinen,Lotus Ford,56,,1:19.427,
1992,Mexico,7,21, Jarvilehto,Dallara Ferrari,57,,1:19.589,
1992,Mexico,8,12, Herbert,Lotus Ford,58,,1:19.634,
1992,Mexico,9,25, Boutsen,Ligier Renault,58,,1:19.648,
1992,Mexico,10,20, Brundle,Benetton Ford,38,,1:19.688,
1992,Mexico,11,26, Comas,Ligier Renault,61,,1:20.200,
1992,Mexico,12,24, Morbidelli,Minardi Lamborghini,28,,1:20.681,
1992,Mexico,13,1, Senna,McLaren Honda,9,,1:20.721,
1992,Mexico,14,27, Alesi,Ferrari,21,,1:20.965,
1992,Mexico,15,22, Martini,Dallara Ferrari,31,,1:21.057,
1992,Mexico,16,29, Gachot,Venturi Lamborghini,61,,1:21.364,
1992,Mexico,17,30, Katayama,Venturi Lamborghini,51,,1:21.397,
1992,Mexico,18,15, Tarquini,Fondmetal Ford,41,,1:21.663,
1992,Mexico,19,14, Chiesa,Fondmetal Ford,36,,1:22.143,
1992,Mexico,20,9, Alboreto,Footwork Mugen Honda,55,,1:22.167,
1992,Mexico,21,3, Grouillard,Tyrrell Ilmor,8,,1:22.521,
1992,Mexico,22,32, Modena,Jordan Yamaha,17,,1:23.003,
1992,Mexico,23,23, Fittipaldi,Minardi Lamborghini,2,,1:25.880,
1992,Brazil,1,6, Patrese,Williams Renault,34,,1:19.490,
1992,Brazil,2,5, Mansell,Williams Renault,48,,1:19.682,
1992,Brazil,3,15, Tarquini,Fondmetal Ford,56,,1:21.028,
1992,Brazil,4,19, Schumacher,Benetton Ford,46,,1:21.625,
1992,Brazil,5,16, Wendlinger,March Ilmor,45,,1:21.851,
1992,Brazil,6,20, Brundle,Benetton Ford,28,,1:22.019,
1992,Brazil,7,27, Alesi,Ferrari,52,,1:22.048,
1992,Brazil,8,3, Grouillard,Tyrrell Ilmor,46,,1:22.091,
1992,Brazil,9,28, Capelli,Ferrari,40,,1:22.116,
1992,Brazil,10,26, Comas,Ligier Renault,38,,1:22.129,
1992,Brazil,11,24, Morbidelli,Minardi Lamborghini,42,,1:22.160,
1992,Brazil,12,25, Boutsen,Ligier Renault,35,,1:22.180,
1992,Brazil,13,9, Alboreto,Footwork Mugen Honda,40,,1:22.217,
1992,Brazil,14,21, Jarvilehto,Dallara Ferrari,46,,1:22.445,
1992,Brazil,15,11, Hakkinen,Lotus Ford,45,,1:22.593,
1992,Brazil,16,23, Fittipaldi,Minardi Lamborghini,41,,1:22.597,
1992,Brazil,17,30, Katayama,Venturi Lamborghini,51,,1:22.712,
1992,Brazil,18,33, Gugelmin,Jordan Yamaha,35,,1:22.722,
1992,Brazil,19,12, Herbert,Lotus Ford,27,,1:22.771,
1992,Brazil,20,22, Martini,Dallara Ferrari,21,,1:23.047,
1992,Brazil,21,1, Senna,McLaren Honda,16,,1:23.101,
1992,Brazil,22,4, de Cesaris,Tyrrell Ilmor,19,,1:23.241,
1992,Brazil,23,29, Gachot,Venturi Lamborghini,17,,1:23.524,
1992,Brazil,24,2, Berger,McLaren Honda,3,,1:23.601,
1992,Brazil,25,10, Suzuki,Footwork Mugen Honda,1,,1:39.300,
1992,Brazil,26,32, Modena,Jordan Yamaha,1,,2:08.611,
1992,Spain,1,5, Mansell,Williams Renault,10,,1:42.503,
1992,Spain,2,2, Berger,McLaren Honda,38,,1:42.850,
1992,Spain,3,19, Schumacher,Benetton Ford,11,,1:42.989,
1992,Spain,4,6, Patrese,Williams Renault,10,,1:43.148,
1992,Spain,5,1, Senna,McLaren Honda,38,,1:43.176,
1992,Spain,6,27, Alesi,Ferrari,43,,1:43.469,
1992,Spain,7,28, Capelli,Ferrari,11,,1:44.032,
1992,Spain,8,16, Wendlinger,March Ilmor,37,,1:45.598,
1992,Spain,9,21, Jarvilehto,Dallara Ferrari,40,,1:45.915,
1992,Spain,10,15, Tarquini,Fondmetal Ford,39,,1:46.087,
1992,Spain,11,9, Alboreto,Footwork Mugen Honda,40,,1:46.196,
1992,Spain,12,22, Martini,Dallara Ferrari,37,,1:46.713,
1992,Spain,13,11, Hakkinen,Lotus Ford,38,,1:47.017,
1992,Spain,14,10, Suzuki,Footwork Mugen Honda,37,,1:47.233,
1992,Spain,15,29, Gachot,Venturi Lamborghini,12,,1:47.454,
1992,Spain,16,33, Gugelmin,Jordan Yamaha,12,,1:47.713,
1992,Spain,17,12, Herbert,Lotus Ford,12,,1:47.739,
1992,Spain,18,26, Comas,Ligier Renault,12,,1:48.096,
1992,Spain,19,3, Grouillard,Tyrrell Ilmor,10,,1:48.296,
1992,Spain,20,17, Belmondo,March Ilmor,38,,1:48.862,
1992,Spain,21,24, Morbidelli,Minardi Lamborghini,10,,1:49.661,
1992,Spain,22,14, Chiesa,Fondmetal Ford,22,,1:49.793,
1992,Spain,23,23, Fittipaldi,Minardi Lamborghini,33,,1:50.019,
1992,Spain,24,20, Brundle,Benetton Ford,2,,1:50.461,
1992,Spain,25,25, Boutsen,Ligier Renault,8,,1:51.586,
1992,Spain,26,4, de Cesaris,Tyrrell Ilmor,1,,2:14.087,
1992,San Marino,1,6, Patrese,Williams Renault,60,,1:26.100,
1992,San Marino,2,5, Mansell,Williams Renault,36,,1:26.588,
1992,San Marino,3,2, Berger,McLaren Honda,31,,1:27.250,
1992,San Marino,4,20, Brundle,Benetton Ford,27,,1:27.410,
1992,San Marino,5,1, Senna,McLaren Honda,28,,1:27.615,
1992,San Marino,6,27, Alesi,Ferrari,38,,1:28.071,
1992,San Marino,7,4, de Cesaris,Tyrrell Ilmor,55,,1:28.802,
1992,San Marino,8,9, Alboreto,Footwork Mugen Honda,38,,1:29.078,
1992,San Marino,9,26, Comas,Ligier Renault,58,,1:29.095,
1992,San Marino,10,19, Schumacher,Benetton Ford,7,,1:29.183,
1992,San Marino,11,21, Jarvilehto,Dallara Ferrari,30,,1:29.187,
1992,San Marino,12,22, Martini,Dallara Ferrari,39,,1:29.282,
1992,San Marino,13,10, Suzuki,Footwork Mugen Honda,38,,1:29.612,
1992,San Marino,14,29, Gachot,Venturi Lamborghini,28,,1:29.659,
1992,San Marino,15,25, Boutsen,Ligier Renault,24,,1:29.699,
1992,San Marino,16,3, Grouillard,Tyrrell Ilmor,38,,1:29.739,
1992,San Marino,17,28, Capelli,Ferrari,10,,1:29.832,
1992,San Marino,18,17, Belmondo,March Ilmor,36,,1:30.024,
1992,San Marino,19,16, Wendlinger,March Ilmor,19,,1:30.369,
1992,San Marino,20,30, Katayama,Venturi Lamborghini,25,,1:30.458,
1992,San Marino,21,33, Gugelmin,Jordan Yamaha,38,,1:30.560,
1992,San Marino,22,24, Morbidelli,Minardi Lamborghini,24,,1:30.671,
1992,San Marino,23,12, Herbert,Lotus Ford,4,,1:30.976,
1992,San Marino,24,15, Tarquini,Fondmetal Ford,24,,1:31.064,
1992,San Marino,25,23, Fittipaldi,Minardi Lamborghini,6,,1:31.944,
1992,San Marino,26,32, Modena,Jordan Yamaha,20,,1:31.953,
1992,Monaco,1,5, Mansell,Williams Renault,74,,1:21.598,
1992,Monaco,2,20, Brundle,Benetton Ford,48,,1:23.406,
1992,Monaco,3,1, Senna,McLaren Honda,49,,1:23.470,
1992,Monaco,4,19, Schumacher,Benetton Ford,32,,1:23.868,
1992,Monaco,5,6, Patrese,Williams Renault,37,,1:24.080,
1992,Monaco,6,2, Berger,McLaren Honda,30,,1:24.172,
1992,Monaco,7,27, Alesi,Ferrari,25,,1:24.827,
1992,Monaco,8,29, Gachot,Venturi Lamborghini,43,,1:24.932,
1992,Monaco,9,9, Alboreto,Footwork Mugen Honda,49,,1:25.004,
1992,Monaco,10,28, Capelli,Ferrari,28,,1:25.032,
1992,Monaco,11,21, Jarvilehto,Dallara Ferrari,55,,1:25.390,
1992,Monaco,12,23, Fittipaldi,Minardi Lamborghini,40,,1:25.594,
1992,Monaco,13,11, Hakkinen,Lotus Ford,12,,1:25.871,
1992,Monaco,14,10, Suzuki,Footwork Mugen Honda,50,,1:25.909,
1992,Monaco,15,26, Comas,Ligier Renault,50,,1:26.002,
1992,Monaco,16,12, Herbert,Lotus Ford,16,,1:26.005,
1992,Monaco,17,25, Boutsen,Ligier Renault,16,,1:26.320,
1992,Monaco,18,33, Gugelmin,Jordan Yamaha,9,,1:26.863,
1992,Monaco,19,4, de Cesaris,Tyrrell Ilmor,7,,1:26.916,
1992,Monaco,20,32, Modena,Jordan Yamaha,6,,1:28.149,
1992,Monaco,21,3, Grouillard,Tyrrell Ilmor,4,,1:28.590,
1992,Monaco,22,34, Moreno,Moda Judd,11,,1:30.344,
1992,Monaco,23,15, Tarquini,Fondmetal Ford,8,,1:30.718,
1992,Monaco,24,16, Wendlinger,March Ilmor,1,,1:44.613,
1992,Monaco,25,24, Morbidelli,Minardi Lamborghini,1,,5:34.500,
1992,Canada,1,2, Berger,McLaren Honda,61,,1:22.325,
1992,Canada,2,20, Brundle,Benetton Ford,43,,1:22.328,
1992,Canada,3,19, Schumacher,Benetton Ford,61,,1:22.352,
1992,Canada,4,6, Patrese,Williams Renault,42,,1:22.871,
1992,Canada,5,21, Jarvilehto,Dallara Ferrari,56,,1:23.695,
1992,Canada,6,1, Senna,McLaren Honda,36,,1:23.728,
1992,Canada,7,27, Alesi,Ferrari,45,,1:23.774,
1992,Canada,8,30, Katayama,Venturi Lamborghini,60,,1:23.853,
1992,Canada,9,22, Martini,Dallara Ferrari,65,,1:23.856,
1992,Canada,10,3, Grouillard,Tyrrell Ilmor,64,,1:23.883,
1992,Canada,11,9, Alboreto,Footwork Mugen Honda,66,,1:23.906,
1992,Canada,12,23, Fittipaldi,Minardi Lamborghini,63,,1:24.206,
1992,Canada,13,26, Comas,Ligier Renault,61,,1:24.258,
1992,Canada,14,16, Wendlinger,March Ilmor,45,,1:24.278,
1992,Canada,15,25, Boutsen,Ligier Renault,48,,1:24.284,
1992,Canada,16,4, de Cesaris,Tyrrell Ilmor,61,,1:24.350,
1992,Canada,17,24, Morbidelli,Minardi Lamborghini,53,,1:24.371,
1992,Canada,18,12, Herbert,Lotus Ford,29,,1:24.639,
1992,Canada,19,11, Hakkinen,Lotus Ford,27,,1:24.659,
1992,Canada,20,5, Mansell,Williams Renault,10,,1:25.408,
1992,Canada,21,28, Capelli,Ferrari,14,,1:25.500,
1992,Canada,22,17, Belmondo,March Ilmor,32,,1:25.860,
1992,Canada,23,32, Modena,Jordan Yamaha,36,,1:26.349,
1992,Canada,24,29, Gachot,Venturi Lamborghini,5,,1:26.971,
1992,Canada,25,33, Gugelmin,Jordan Yamaha,14,,1:27.223,
1992,France,1,5, Mansell,Williams Renault,37,,1:17.070,
1992,France,2,6, Patrese,Williams Renault,38,,1:18.006,
1992,France,3,27, Alesi,Ferrari,44,,1:18.431,
1992,France,4,11, Hakkinen,Lotus Ford,36,,1:18.526,
1992,France,5,20, Brundle,Benetton Ford,34,,1:18.636,
1992,France,6,26, Comas,Ligier Renault,41,,1:18.660,
1992,France,7,30, Katayama,Venturi Lamborghini,43,,1:18.714,
1992,France,8,25, Boutsen,Ligier Renault,43,,1:19.139,
1992,France,9,12, Herbert,Lotus Ford,41,,1:19.252,
1992,France,10,28, Capelli,Ferrari,36,,1:19.324,
1992,France,11,4, de Cesaris,Tyrrell Ilmor,43,,1:19.525,
1992,France,12,9, Alboreto,Footwork Mugen Honda,36,,1:19.542,
1992,France,13,22, Martini,Dallara Ferrari,41,,1:19.742,
1992,France,14,19, Schumacher,Benetton Ford,6,,1:19.939,
1992,France,15,24, Morbidelli,Minardi Lamborghini,43,,1:19.944,
1992,France,16,21, Jarvilehto,Dallara Ferrari,42,,1:20.133,
1992,France,17,2, Berger,McLaren Honda,10,,1:20.213,
1992,France,18,3, Grouillard,Tyrrell Ilmor,40,,1:20.222,
1992,France,19,10, Suzuki,Footwork Mugen Honda,13,,1:20.965,
1992,France,20,32, Modena,Jordan Yamaha,24,,1:21.070,
1992,France,21,16, Wendlinger,March Ilmor,31,,1:21.074,
1992,France,22,15, Tarquini,Fondmetal Ford,6,,1:23.438,
1992,Great Britain,1,5, Mansell,Williams Renault,57,,1:22.539,
1992,Great Britain,2,19, Schumacher,Benetton Ford,58,,1:24.344,
1992,Great Britain,3,2, Berger,McLaren Honda,56,,1:24.875,
1992,Great Britain,4,6, Patrese,Williams Renault,48,,1:25.519,
1992,Great Britain,5,1, Senna,McLaren Honda,45,,1:25.825,
1992,Great Britain,6,20, Brundle,Benetton Ford,45,,1:25.859,
1992,Great Britain,7,27, Alesi,Ferrari,36,,1:26.035,
1992,Great Britain,8,15, Tarquini,Fondmetal Ford,48,,1:26.483,
1992,Great Britain,9,11, Hakkinen,Lotus Ford,46,,1:26.555,
1992,Great Britain,10,28, Capelli,Ferrari,43,,1:26.871,
1992,Great Britain,11,26, Comas,Ligier Renault,54,,1:27.160,
1992,Great Britain,12,12, Herbert,Lotus Ford,30,,1:27.428,
1992,Great Britain,13,22, Martini,Dallara Ferrari,56,,1:27.495,
1992,Great Britain,14,21, Jarvilehto,Dallara Ferrari,42,,1:27.605,
1992,Great Britain,15,9, Alboreto,Footwork Mugen Honda,50,,1:27.869,
1992,Great Britain,16,3, Grouillard,Tyrrell Ilmor,38,,1:28.205,
1992,Great Britain,17,32, Modena,Jordan Yamaha,43,,1:28.322,
1992,Great Britain,18,4, de Cesaris,Tyrrell Ilmor,45,,1:28.416,
1992,Great Britain,19,10, Suzuki,Footwork Mugen Honda,39,,1:28.514,
1992,Great Britain,20,24, Morbidelli,Minardi Lamborghini,44,,1:28.541,
1992,Great Britain,21,25, Boutsen,Ligier Renault,27,,1:28.681,
1992,Great Britain,22,29, Gachot,Venturi Lamborghini,27,,1:29.073,
1992,Great Britain,23,33, Gugelmin,Jordan Yamaha,36,,1:29.627,
1992,Great Britain,24,8, Hill,Brabham Judd,40,,1:29.929,
1992,Great Britain,25,30, Katayama,Venturi Lamborghini,26,,1:30.128,
1992,Great Britain,26,16, Wendlinger,March Ilmor,21,,1:30.198,
1992,Germany,1,6, Patrese,Williams Renault,36,,1:41.591,
1992,Germany,2,1, Senna,McLaren Honda,44,,1:42.272,
1992,Germany,3,5, Mansell,Williams Renault,29,,1:42.379,
1992,Germany,4,20, Brundle,Benetton Ford,39,,1:43.246,
1992,Germany,5,19, Schumacher,Benetton Ford,23,,1:43.690,
1992,Germany,6,25, Boutsen,Ligier Renault,39,,1:43.944,
1992,Germany,7,27, Alesi,Ferrari,38,,1:44.099,
1992,Germany,8,26, Comas,Ligier Renault,41,,1:44.453,
1992,Germany,9,11, Hakkinen,Lotus Ford,18,,1:44.777,
1992,Germany,10,2, Berger,McLaren Honda,13,,1:44.811,
1992,Germany,11,22, Martini,Dallara Ferrari,38,,1:45.382,
1992,Germany,12,9, Alboreto,Footwork Mugen Honda,37,,1:45.474,
1992,Germany,13,17, Belmondo,March Ilmor,38,,1:45.496,
1992,Germany,14,29, Gachot,Venturi Lamborghini,41,,1:45.514,
1992,Germany,15,21, Jarvilehto,Dallara Ferrari,41,,1:45.517,
1992,Germany,16,15, Tarquini,Fondmetal Ford,31,,1:45.586,
1992,Germany,17,12, Herbert,Lotus Ford,23,,1:45.656,
1992,Germany,18,24, Morbidelli,Minardi Lamborghini,34,,1:45.825,
1992,Germany,19,16, Wendlinger,March Ilmor,23,,1:46.023,
1992,Germany,20,28, Capelli,Ferrari,12,,1:46.029,
1992,Germany,21,4, de Cesaris,Tyrrell Ilmor,22,,1:46.820,
1992,Germany,22,33, Gugelmin,Jordan Yamaha,42,,1:48.450,
1992,Germany,23,3, Grouillard,Tyrrell Ilmor,7,,1:48.489,
1992,Germany,24,30, Katayama,Venturi Lamborghini,8,,1:48.639,
1992,Germany,25,10, Suzuki,Footwork Mugen Honda,1,,2:03.333,
1992,Germany,26,23, Zanardi,Minardi Lamborghini,1,,2:33.909,
1992,Hungary,1,5, Mansell,Williams Renault,63,,1:18.308,
1992,Hungary,2,6, Patrese,Williams Renault,51,,1:19.151,
1992,Hungary,3,1, Senna,McLaren Honda,53,,1:19.588,
1992,Hungary,4,20, Brundle,Benetton Ford,46,,1:20.005,
1992,Hungary,5,19, Schumacher,Benetton Ford,44,,1:20.291,
1992,Hungary,6,11, Hakkinen,Lotus Ford,40,,1:20.658,
1992,Hungary,7,2, Berger,McLaren Honda,38,,1:20.722,
1992,Hungary,8,4, de Cesaris,Tyrrell Ilmor,56,,1:21.898,
1992,Hungary,9,28, Capelli,Ferrari,27,,1:22.620,
1992,Hungary,10,17, Belmondo,March Ilmor,52,,1:22.840,
1992,Hungary,11,9, Alboreto,Footwork Mugen Honda,30,,1:23.094,
1992,Hungary,12,27, Alesi,Ferrari,13,,1:23.307,
1992,Hungary,13,30, Katayama,Venturi Lamborghini,35,,1:23.419,
1992,Hungary,14,22, Martini,Dallara Ferrari,35,,1:23.925,
1992,Hungary,15,33, Gugelmin,Jordan Yamaha,37,,1:23.970,
1992,Hungary,16,8, Hill,Brabham Judd,39,,1:24.777,
1992,Hungary,17,10, Suzuki,Footwork Mugen Honda,11,,1:25.472,
1992,Hungary,18,29, Gachot,Venturi Lamborghini,12,,1:25.486,
1992,Hungary,19,16, Wendlinger,March Ilmor,9,,1:25.711,
1992,Hungary,20,3, Grouillard,Tyrrell Ilmor,9,,1:25.996,
1992,Hungary,21,32, Modena,Jordan Yamaha,9,,1:26.724,
1992,Hungary,22,14, van de Poele,Fondmetal Ford,2,,1:29.910,
1992,Belgium,1,19, Schumacher,Benetton Ford,39,,1:53.791,
1992,Belgium,2,1, Senna,McLaren Honda,42,,1:54.088,
1992,Belgium,3,5, Mansell,Williams Renault,38,,1:55.294,
1992,Belgium,4,11, Hakkinen,Lotus Ford,42,,1:55.929,
1992,Belgium,5,12, Herbert,Lotus Ford,42,,1:56.254,
1992,Belgium,6,21, Jarvilehto,Dallara Ferrari,40,,1:56.676,
1992,Belgium,7,6, Patrese,Williams Renault,39,,1:57.387,
1992,Belgium,8,20, Brundle,Benetton Ford,41,,1:57.398,
1992,Belgium,9,16, Wendlinger,March Ilmor,39,,1:57.817,
1992,Belgium,10,29, Gachot,Venturi Lamborghini,39,,1:57.954,
1992,Belgium,11,14, van de Poele,Fondmetal Ford,42,,1:59.097,
1992,Belgium,12,4, de Cesaris,Tyrrell Ilmor,39,,1:59.376,
1992,Belgium,13,10, Suzuki,Footwork Mugen Honda,39,,1:59.482,
1992,Belgium,14,30, Katayama,Venturi Lamborghini,40,,1:59.914,
1992,Belgium,15,24, Morbidelli,Minardi Lamborghini,39,,2:00.755,
1992,Belgium,16,17, Naspetti,March Ilmor,38,,2:01.032,
1992,Belgium,17,33, Gugelmin,Jordan Yamaha,40,,2:01.067,
1992,Belgium,18,32, Modena,Jordan Yamaha,39,,2:03.615,
1992,Belgium,19,27, Alesi,Ferrari,1,,2:15.494,
1992,Belgium,20,25, Boutsen,Ligier Renault,25,,2:16.745,
1992,Belgium,21,15, Tarquini,Fondmetal Ford,19,,2:16.893,
1992,Belgium,22,28, Capelli,Ferrari,25,,2:16.933,
1992,Belgium,23,9, Alboreto,Footwork Mugen Honda,19,,2:17.039,
1992,Belgium,24,3, Grouillard,Tyrrell Ilmor,1,,2:23.952,
1992,Italy,1,5, Mansell,Williams Renault,39,,1:26.119,
1992,Italy,2,6, Patrese,Williams Renault,46,,1:26.224,
1992,Italy,3,19, Schumacher,Benetton Ford,53,,1:26.497,
1992,Italy,4,20, Brundle,Benetton Ford,45,,1:27.083,
1992,Italy,5,1, Senna,McLaren Honda,41,,1:27.190,
1992,Italy,6,2, Berger,McLaren Honda,39,,1:27.255,
1992,Italy,7,4, de Cesaris,Tyrrell Ilmor,43,,1:28.698,
1992,Italy,8,9, Alboreto,Footwork Mugen Honda,52,,1:28.870,
1992,Italy,9,16, Wendlinger,March Ilmor,39,,1:28.964,
1992,Italy,10,30, Katayama,Venturi Lamborghini,49,,1:29.295,
1992,Italy,11,21, Jarvilehto,Dallara Ferrari,44,,1:29.358,
1992,Italy,12,27, Alesi,Ferrari,11,,1:29.508,
1992,Italy,13,25, Boutsen,Ligier Renault,24,,1:29.528,
1992,Italy,14,28, Capelli,Ferrari,10,,1:29.639,
1992,Italy,15,12, Herbert,Lotus Ford,17,,1:29.739,
1992,Italy,16,26, Comas,Ligier Renault,28,,1:29.845,
1992,Italy,17,11, Hakkinen,Lotus Ford,3,,1:30.101,
1992,Italy,18,15, Tarquini,Fondmetal Ford,29,,1:30.171,
1992,Italy,19,24, Morbidelli,Minardi Lamborghini,12,,1:30.273,
1992,Italy,20,3, Grouillard,Tyrrell Ilmor,26,,1:30.360,
1992,Italy,21,22, Martini,Dallara Ferrari,39,,1:30.361,
1992,Italy,22,29, Gachot,Venturi Lamborghini,10,,1:30.558,
1992,Italy,23,17, Naspetti,March Ilmor,17,,1:30.941,
1992,Italy,24,33, Gugelmin,Jordan Yamaha,38,,1:31.043,
1992,Italy,25,10, Suzuki,Footwork Mugen Honda,2,,1:34.405,
1992,Portugal,1,1, Senna,McLaren Honda,66,,1:16.272,
1992,Portugal,2,5, Mansell,Williams Renault,57,,1:17.137,
1992,Portugal,3,2, Berger,McLaren Honda,60,,1:17.399,
1992,Portugal,4,19, Schumacher,Benetton Ford,62,,1:17.772,
1992,Portugal,5,6, Patrese,Williams Renault,33,,1:18.349,
1992,Portugal,6,20, Brundle,Benetton Ford,54,,1:19.371,
1992,Portugal,7,23, Fittipaldi,Minardi Lamborghini,57,,1:19.605,
1992,Portugal,8,9, Alboreto,Footwork Mugen Honda,63,,1:19.966,
1992,Portugal,9,10, Suzuki,Footwork Mugen Honda,46,,1:20.080,
1992,Portugal,10,26, Comas,Ligier Renault,27,,1:20.145,
1992,Portugal,11,11, Hakkinen,Lotus Ford,30,,1:20.187,
1992,Portugal,12,25, Boutsen,Ligier Renault,46,,1:20.275,
1992,Portugal,13,4, de Cesaris,Tyrrell Ilmor,52,,1:20.515,
1992,Portugal,14,16, Wendlinger,March Ilmor,28,,1:20.716,
1992,Portugal,15,24, Morbidelli,Minardi Lamborghini,58,,1:20.807,
1992,Portugal,16,32, Modena,Jordan Yamaha,37,,1:20.889,
1992,Portugal,17,30, Katayama,Venturi Lamborghini,45,,1:21.216,
1992,Portugal,18,17, Naspetti,March Ilmor,32,,1:21.314,
1992,Portugal,19,27, Alesi,Ferrari,9,,1:21.638,
1992,Portugal,20,28, Capelli,Ferrari,28,,1:21.799,
1992,Portugal,21,21, Jarvilehto,Dallara Ferrari,26,,1:21.874,
1992,Portugal,22,3, Grouillard,Tyrrell Ilmor,24,,1:21.906,
1992,Portugal,23,22, Martini,Dallara Ferrari,26,,1:22.156,
1992,Portugal,24,29, Gachot,Venturi Lamborghini,11,,1:22.394,
1992,Portugal,25,33, Gugelmin,Jordan Yamaha,9,,1:23.606,
1992,Portugal,26,12, Herbert,Lotus Ford,1,,1:58.788,
1992,Japan,1,5, Mansell,Williams Renault,44,,1:40.646,
1992,Japan,2,6, Patrese,Williams Renault,44,,1:40.910,
1992,Japan,3,2, Berger,McLaren Honda,34,,1:42.280,
1992,Japan,4,20, Brundle,Benetton Ford,43,,1:43.105,
1992,Japan,5,30, Katayama,Venturi Lamborghini,43,,1:43.233,
1992,Japan,6,11, Hakkinen,Lotus Ford,34,,1:43.288,
1992,Japan,7,4, de Cesaris,Tyrrell Ilmor,29,,1:44.760,
1992,Japan,8,29, Gachot,Venturi Lamborghini,33,,1:44.960,
1992,Japan,9,12, Herbert,Lotus Ford,14,,1:45.028,
1992,Japan,10,26, Comas,Ligier Renault,28,,1:45.340,
1992,Japan,11,32, Modena,Jordan Yamaha,35,,1:45.413,
1992,Japan,12,27, Alesi,Ferrari,34,,1:45.455,
1992,Japan,13,17, Naspetti,March Ilmor,35,,1:45.613,
1992,Japan,14,23, Fittipaldi,Minardi Lamborghini,34,,1:45.638,
1992,Japan,15,22, Martini,Dallara Ferrari,33,,1:45.650,
1992,Japan,16,28, Larini,Ferrari,35,,1:45.661,
1992,Japan,17,24, Morbidelli,Minardi Lamborghini,38,,1:45.827,
1992,Japan,18,21, Jarvilehto,Dallara Ferrari,33,,1:45.846,
1992,Japan,19,10, Suzuki,Footwork Mugen Honda,32,,1:45.928,
1992,Japan,20,19, Schumacher,Benetton Ford,10,,1:46.218,
1992,Japan,21,1, Senna,McLaren Honda,2,,1:46.229,
1992,Japan,22,9, Alboreto,Footwork Mugen Honda,38,,1:46.560,
1992,Japan,23,33, Gugelmin,Jordan Yamaha,19,,1:47.633,
1992,Japan,24,16, Lammers,March Ilmor,21,,1:48.218,
1992,Japan,25,3, Grouillard,Tyrrell Ilmor,6,,1:48.225,
1992,Japan,26,25, Boutsen,Ligier Renault,1,,2:00.768,
1992,Australia,1,19, Schumacher,Benetton Ford,68,,1:16.078,
1992,Australia,2,2, Berger,McLaren Honda,69,,1:16.807,
1992,Australia,3,1, Senna,McLaren Honda,15,,1:17.818,
1992,Australia,4,5, Mansell,Williams Renault,15,,1:17.823,
1992,Australia,5,20, Brundle,Benetton Ford,66,,1:17.877,
1992,Australia,6,6, Patrese,Williams Renault,50,,1:18.069,
1992,Australia,7,25, Boutsen,Ligier Renault,62,,1:18.398,
1992,Australia,8,12, Herbert,Lotus Ford,77,,1:18.572,
1992,Australia,9,32, Modena,Jordan Yamaha,68,,1:18.888,
1992,Australia,10,11, Hakkinen,Lotus Ford,69,,1:18.950,
1992,Australia,11,23, Fittipaldi,Minardi Lamborghini,70,,1:18.956,
1992,Australia,12,10, Suzuki,Footwork Mugen Honda,60,,1:19.092,
1992,Australia,13,27, Alesi,Ferrari,65,,1:19.119,
1992,Australia,14,28, Larini,Ferrari,75,,1:19.202,
1992,Australia,15,21, Jarvilehto,Dallara Ferrari,65,,1:19.407,
1992,Australia,16,16, Lammers,March Ilmor,34,,1:19.568,
1992,Australia,17,24, Morbidelli,Minardi Lamborghini,78,,1:19.737,
1992,Australia,18,29, Gachot,Venturi Lamborghini,48,,1:19.895,
1992,Australia,19,4, de Cesaris,Tyrrell Ilmor,29,,1:20.607,
1992,Australia,20,17, Naspetti,March Ilmor,41,,1:21.053,
1992,Australia,21,30, Katayama,Venturi Lamborghini,28,,1:21.502,
1992,Australia,22,33, Gugelmin,Jordan Yamaha,7,,1:22.318,
1992,Australia,23,26, Comas,Ligier Renault,3,,1:24.629,
1991,United States,1,28, Alesi,Ferrari,49,,1:26.758,
1991,United States,2,27, Prost,Ferrari,68,,1:26.845,
1991,United States,3,20, Piquet,Benetton Ford,67,,1:26.965,
1991,United States,4,1, Senna,McLaren Honda,39,,1:27.153,
1991,United States,5,6, Patrese,Williams Renault,24,,1:27.450,
