year,race,position,number,driver,car,lap,time_of_day,time,avg_speed
1991,United States,6,4, Modena,Tyrrell Honda,69,,1:27.983,
1991,United States,7,19, Moreno,Benetton Ford,40,,1:28.044,
1991,United States,8,3, Nakajima,Tyrrell Honda,67,,1:28.227,
1991,United States,9,2, Berger,McLaren Honda,33,,1:28.286,
1991,United States,10,5, Mansell,Williams Renault,28,,1:28.502,
1991,United States,11,32, Gachot,Jordan Ford,73,,1:28.975,
1991,United States,12,30, Suzuki,Lola Ford,12,,1:28.993,
1991,United States,13,11, Hakkinen,Lotus Judd,43,,1:29.072,
1991,United States,14,16, Capelli,Leyton House Ilmor,30,,1:29.201,
1991,United States,15,25, Boutsen,Ligier Lamborghini,40,,1:29.310,
1991,United States,16,23, Martini,Minardi Ferrari,47,,1:29.356,
1991,United States,17,15, Gugelmin,Leyton House Ilmor,24,,1:29.505,
1991,United States,18,34, Larini,Lambo Lamborghini,46,,1:29.877,
1991,United States,19,21, Pirro,Dallara Judd,14,,1:29.910,
1991,United States,20,9, Alboreto,Footwork Porsche,27,,1:30.077,
1991,United States,21,17, Tarquini,AGS Ford,73,,1:30.242,
1991,United States,22,7, Brundle,Brabham Yamaha,29,,1:30.472,
1991,United States,23,8, Blundell,Brabham Yamaha,32,,1:31.092,
1991,United States,24,22, Jarvilehto,Dallara Judd,6,,1:31.435,
1991,United States,25,24, Morbidelli,Minardi Ferrari,13,,1:31.631,
1991,United States,26,29, Bernard,Lola Ford,4,,1:31.732,
1991,Brazil,1,5, Mansell,Williams Renault,35,,1:20.436,
1991,Brazil,2,27, Prost,Ferrari,64,,1:20.635,
1991,Brazil,3,1, Senna,McLaren Honda,36,,1:20.841,
1991,Brazil,4,28, Alesi,Ferrari,66,,1:20.991,
1991,Brazil,5,2, Berger,McLaren Honda,66,,1:21.125,
1991,Brazil,6,20, Piquet,Benetton Ford,66,,1:21.280,
1991,Brazil,7,6, Patrese,Williams Renault,45,,1:21.330,
1991,Brazil,8,19, Moreno,Benetton Ford,63,,1:22.473,
1991,Brazil,9,11, Hakkinen,Lotus Judd,33,,1:22.613,
1991,Brazil,10,23, Martini,Minardi Ferrari,37,,1:22.887,
1991,Brazil,11,32, Gachot,Jordan Ford,11,,1:23.051,
1991,Brazil,12,33, de Cesaris,Jordan Ford,17,,1:23.144,
1991,Brazil,13,24, Morbidelli,Minardi Ferrari,44,,1:23.161,
1991,Brazil,14,29, Bernard,Lola Ford,32,,1:23.270,
1991,Brazil,15,4, Modena,Tyrrell Honda,11,,1:23.424,
1991,Brazil,16,16, Capelli,Leyton House Ilmor,6,,1:23.580,
1991,Brazil,17,26, Comas,Ligier Lamborghini,33,,1:23.587,
1991,Brazil,18,15, Gugelmin,Leyton House Ilmor,4,,1:23.669,
1991,Brazil,19,21, Pirro,Dallara Judd,62,,1:23.808,
1991,Brazil,20,25, Boutsen,Ligier Lamborghini,32,,1:23.873,
1991,Brazil,21,22, Jarvilehto,Dallara Judd,14,,1:24.420,
1991,Brazil,22,3, Nakajima,Tyrrell Honda,6,,1:25.053,
1991,Brazil,23,7, Brundle,Brabham Yamaha,44,,1:25.319,
1991,Brazil,24,8, Blundell,Brabham Yamaha,7,,1:26.224,
1991,San Marino,1,2, Berger,McLaren Honda,55,,1:26.531,
1991,San Marino,2,1, Senna,McLaren Honda,47,,1:27.168,
1991,San Marino,3,19, Moreno,Benetton Ford,44,,1:28.423,
1991,San Marino,4,6, Patrese,Williams Renault,16,,1:28.776,
1991,San Marino,5,4, Modena,Tyrrell Honda,40,,1:28.906,
1991,San Marino,6,22, Jarvilehto,Dallara Judd,40,,1:29.091,
1991,San Marino,7,25, Boutsen,Ligier Lamborghini,48,,1:29.368,
1991,San Marino,8,12, Bailey,Lotus Judd,58,,1:29.968,
1991,San Marino,9,7, Brundle,Brabham Yamaha,50,,1:30.115,
1991,San Marino,10,15, Gugelmin,Leyton House Ilmor,46,,1:30.422,
1991,San Marino,11,33, de Cesaris,Jordan Ford,28,,1:30.471,
1991,San Marino,12,23, Martini,Minardi Ferrari,33,,1:30.476,
1991,San Marino,13,11, Hakkinen,Lotus Judd,56,,1:30.481,
1991,San Marino,14,35, van de Poele,Lambo Lamborghini,50,,1:30.528,
1991,San Marino,15,16, Capelli,Leyton House Ilmor,24,,1:31.257,
1991,San Marino,16,8, Blundell,Brabham Yamaha,53,,1:31.442,
1991,San Marino,17,26, Comas,Ligier Lamborghini,42,,1:31.860,
1991,San Marino,18,32, Gachot,Jordan Ford,28,,1:33.534,
1991,San Marino,19,29, Bernard,Lola Ford,17,,1:33.555,
1991,San Marino,20,3, Nakajima,Tyrrell Honda,15,,1:44.827,
1991,San Marino,21,24, Morbidelli,Minardi Ferrari,10,,1:50.522,
1991,San Marino,22,28, Alesi,Ferrari,2,,1:55.709,
1991,San Marino,23,30, Suzuki,Lola Ford,2,,2:01.658,
1991,San Marino,24,20, Piquet,Benetton Ford,1,,2:21.555,
1991,Monaco,1,27, Prost,Ferrari,77,,1:24.368,
1991,Monaco,2,5, Mansell,Williams Renault,53,,1:24.850,
1991,Monaco,3,6, Patrese,Williams Renault,34,,1:25.147,
1991,Monaco,4,2, Berger,McLaren Honda,6,,1:25.228,
1991,Monaco,5,1, Senna,McLaren Honda,32,,1:25.250,
1991,Monaco,6,4, Modena,Tyrrell Honda,34,,1:25.629,
1991,Monaco,7,19, Moreno,Benetton Ford,31,,1:25.823,
1991,Monaco,8,28, Alesi,Ferrari,51,,1:26.055,
1991,Monaco,9,33, de Cesaris,Jordan Ford,10,,1:26.257,
1991,Monaco,10,11, Hakkinen,Lotus Judd,64,,1:26.627,
1991,Monaco,11,21, Pirro,Dallara Judd,52,,1:26.924,
1991,Monaco,12,32, Gachot,Jordan Ford,64,,1:27.163,
1991,Monaco,13,26, Comas,Ligier Lamborghini,40,,1:27.304,
1991,Monaco,14,22, Jarvilehto,Dallara Judd,41,,1:27.541,
1991,Monaco,15,29, Bernard,Lola Ford,64,,1:27.624,
1991,Monaco,16,8, Blundell,Brabham Yamaha,33,,1:27.641,
1991,Monaco,17,3, Nakajima,Tyrrell Honda,11,,1:27.740,
1991,Monaco,18,23, Martini,Minardi Ferrari,49,,1:27.740,
1991,Monaco,19,25, Boutsen,Ligier Lamborghini,71,,1:27.787,
1991,Monaco,20,15, Gugelmin,Leyton House Ilmor,37,,1:28.012,
1991,Monaco,21,24, Morbidelli,Minardi Ferrari,41,,1:28.648,
1991,Monaco,22,30, Suzuki,Lola Ford,6,,1:28.661,
1991,Monaco,23,16, Capelli,Leyton House Ilmor,4,,1:28.803,
1991,Monaco,24,17, Tarquini,AGS Ford,7,,1:29.711,
1991,Monaco,25,9, Alboreto,Footwork Porsche,6,,1:30.366,
1991,Canada,1,5, Mansell,Williams Renault,65,,1:22.385,
1991,Canada,2,6, Patrese,Williams Renault,48,,1:22.672,
1991,Canada,3,4, Modena,Tyrrell Honda,52,,1:23.528,
1991,Canada,4,20, Piquet,Benetton Ford,34,,1:23.758,
1991,Canada,5,33, de Cesaris,Jordan Ford,54,,1:24.105,
1991,Canada,6,28, Alesi,Ferrari,32,,1:24.125,
1991,Canada,7,27, Prost,Ferrari,25,,1:24.186,
1991,Canada,8,32, Gachot,Jordan Ford,50,,1:24.479,
1991,Canada,9,16, Capelli,Leyton House Ilmor,40,,1:24.547,
1991,Canada,10,1, Senna,McLaren Honda,19,,1:24.647,
1991,Canada,11,22, Jarvilehto,Dallara Judd,48,,1:24.680,
1991,Canada,12,21, Pirro,Dallara Judd,45,,1:25.183,
1991,Canada,13,23, Martini,Minardi Ferrari,46,,1:25.237,
1991,Canada,14,3, Nakajima,Tyrrell Honda,65,,1:25.620,
1991,Canada,15,19, Moreno,Benetton Ford,9,,1:25.690,
1991,Canada,16,26, Comas,Ligier Lamborghini,36,,1:25.877,
1991,Canada,17,25, Boutsen,Ligier Lamborghini,27,,1:26.469,
1991,Canada,18,29, Bernard,Lola Ford,28,,1:26.510,
1991,Canada,19,24, Morbidelli,Minardi Ferrari,16,,1:26.576,
1991,Canada,20,11, Hakkinen,Lotus Judd,18,,1:26.626,
1991,Canada,21,7, Brundle,Brabham Yamaha,13,,1:27.549,
1991,Canada,22,15, Gugelmin,Leyton House Ilmor,48,,1:28.212,
1991,Canada,23,10, Johansson,Footwork Porsche,38,,1:28.420,
1991,Canada,24,30, Suzuki,Lola Ford,3,,1:29.644,
1991,Canada,25,2, Berger,McLaren Honda,3,,1:29.815,
1991,Canada,26,9, Alboreto,Footwork Porsche,2,,1:36.279,
1991,Mexico,1,5, Mansell,Williams Renault,61,,1:16.788,
1991,Mexico,2,6, Patrese,Williams Renault,67,,1:17.299,
1991,Mexico,3,1, Senna,McLaren Honda,52,,1:18.570,
1991,Mexico,4,33, de Cesaris,Jordan Ford,49,,1:19.109,
1991,Mexico,5,32, Gachot,Jordan Ford,47,,1:19.510,
1991,Mexico,6,29, Bernard,Lola Ford,56,,1:19.648,
1991,Mexico,7,19, Moreno,Benetton Ford,55,,1:19.718,
1991,Mexico,8,20, Piquet,Benetton Ford,42,,1:19.744,
1991,Mexico,9,4, Modena,Tyrrell Honda,50,,1:19.920,
1991,Mexico,10,25, Boutsen,Ligier Lamborghini,64,,1:19.953,
1991,Mexico,11,28, Alesi,Ferrari,37,,1:20.129,
1991,Mexico,12,24, Morbidelli,Minardi Ferrari,56,,1:20.411,
1991,Mexico,13,11, Hakkinen,Lotus Judd,63,,1:20.446,
1991,Mexico,14,12, Herbert,Lotus Judd,61,,1:20.472,
1991,Mexico,15,3, Nakajima,Tyrrell Honda,58,,1:20.613,
1991,Mexico,16,30, Suzuki,Lola Ford,46,,1:20.622,
1991,Mexico,17,22, Jarvilehto,Dallara Judd,29,,1:20.982,
1991,Mexico,18,8, Blundell,Brabham Yamaha,46,,1:21.105,
1991,Mexico,19,27, Prost,Ferrari,13,,1:21.266,
1991,Mexico,20,9, Alboreto,Footwork Porsche,21,,1:22.269,
1991,Mexico,21,16, Capelli,Leyton House Ilmor,16,,1:22.487,
1991,Mexico,22,14, Grouillard,Fondmetal Ford,10,,1:23.300,
1991,Mexico,23,7, Brundle,Brabham Yamaha,16,,1:23.323,
1991,Mexico,24,2, Berger,McLaren Honda,4,,1:23.948,
1991,Mexico,25,23, Martini,Minardi Ferrari,4,,1:24.014,
1991,Mexico,26,15, Gugelmin,Leyton House Ilmor,7,,1:24.895,
1991,France,1,5, Mansell,Williams Renault,49,,1:19.168,
1991,France,2,27, Prost,Ferrari,49,,1:19.944,
1991,France,3,6, Patrese,Williams Renault,65,,1:20.028,
1991,France,4,28, Alesi,Ferrari,56,,1:20.425,
1991,France,5,1, Senna,McLaren Honda,54,,1:20.570,
1991,France,6,33, de Cesaris,Jordan Ford,57,,1:21.051,
1991,France,7,25, Boutsen,Ligier Lamborghini,34,,1:21.641,
1991,France,8,23, Martini,Minardi Ferrari,50,,1:21.719,
1991,France,9,20, Piquet,Benetton Ford,64,,1:21.873,
1991,France,10,26, Comas,Ligier Lamborghini,26,,1:21.916,
1991,France,11,29, Bernard,Lola Ford,42,,1:22.133,
1991,France,12,15, Gugelmin,Leyton House Ilmor,53,,1:22.309,
1991,France,13,14, Grouillard,Fondmetal Ford,30,,1:22.837,
1991,France,14,12, Herbert,Lotus Judd,47,,1:23.201,
1991,France,15,8, Blundell,Brabham Yamaha,26,,1:23.282,
1991,France,16,2, Berger,McLaren Honda,6,,1:23.297,
1991,France,17,30, Suzuki,Lola Ford,24,,1:23.448,
1991,France,18,4, Modena,Tyrrell Honda,48,,1:23.480,
1991,France,19,16, Capelli,Leyton House Ilmor,7,,1:23.623,
1991,France,20,7, Brundle,Brabham Yamaha,16,,1:23.636,
1991,France,21,24, Morbidelli,Minardi Ferrari,5,,1:23.687,
1991,France,22,19, Moreno,Benetton Ford,36,,1:23.693,
1991,France,23,22, Jarvilehto,Dallara Judd,32,,1:23.748,
1991,France,24,9, Alboreto,Footwork Porsche,16,,1:24.369,
1991,France,25,3, Nakajima,Tyrrell Honda,12,,1:24.420,
1991,Great Britain,1,5, Mansell,Williams Renault,43,,1:26.379,
1991,Great Britain,2,27, Prost,Ferrari,48,,1:26.589,
1991,Great Britain,3,2, Berger,McLaren Honda,51,,1:26.633,
1991,Great Britain,4,1, Senna,McLaren Honda,43,,1:27.509,
1991,Great Britain,5,20, Piquet,Benetton Ford,53,,1:27.857,
1991,Great Britain,6,4, Modena,Tyrrell Honda,57,,1:27.936,
1991,Great Britain,7,28, Alesi,Ferrari,30,,1:27.998,
1991,Great Britain,8,22, Jarvilehto,Dallara Judd,55,,1:28.305,
1991,Great Britain,9,24, Morbidelli,Minardi Ferrari,56,,1:28.856,
1991,Great Britain,10,32, Gachot,Jordan Ford,23,,1:28.869,
1991,Great Britain,11,33, de Cesaris,Jordan Ford,40,,1:29.246,
1991,Great Britain,12,8, Blundell,Brabham Yamaha,41,,1:29.316,
1991,Great Britain,13,3, Nakajima,Tyrrell Honda,49,,1:29.379,
1991,Great Britain,14,11, Hakkinen,Lotus Judd,39,,1:29.411,
1991,Great Britain,15,21, Pirro,Dallara Judd,49,,1:29.485,
1991,Great Britain,16,12, Herbert,Lotus Judd,50,,1:29.877,
1991,Great Britain,17,19, Moreno,Benetton Ford,16,,1:30.204,
1991,Great Britain,18,23, Martini,Minardi Ferrari,41,,1:30.222,
1991,Great Britain,19,7, Brundle,Brabham Yamaha,23,,1:30.935,
1991,Great Britain,20,16, Capelli,Leyton House Ilmor,9,,1:31.078,
1991,Great Britain,21,30, Suzuki,Lola Ford,28,,1:31.133,
1991,Great Britain,22,25, Boutsen,Ligier Lamborghini,20,,1:31.192,
1991,Great Britain,23,15, Gugelmin,Leyton House Ilmor,5,,1:31.207,
1991,Great Britain,24,29, Bernard,Lola Ford,21,,1:31.493,
1991,Great Britain,25,9, Alboreto,Footwork Porsche,25,,1:31.804,
1991,Great Britain,26,6, Patrese,Williams Renault,1,,2:48.923,
1991,Germany,1,6, Patrese,Williams Renault,35,,1:43.569,
1991,Germany,2,5, Mansell,Williams Renault,34,,1:43.745,
1991,Germany,3,2, Berger,McLaren Honda,43,,1:43.970,
1991,Germany,4,27, Prost,Ferrari,35,,1:44.059,
1991,Germany,5,1, Senna,McLaren Honda,43,,1:44.213,
1991,Germany,6,28, Alesi,Ferrari,35,,1:44.395,
1991,Germany,7,32, Gachot,Jordan Ford,39,,1:44.991,
1991,Germany,8,33, de Cesaris,Jordan Ford,25,,1:45.403,
1991,Germany,9,16, Capelli,Leyton House Ilmor,31,,1:46.067,
1991,Germany,10,4, Modena,Tyrrell Honda,41,,1:46.264,
1991,Germany,11,19, Moreno,Benetton Ford,32,,1:46.387,
1991,Germany,12,7, Brundle,Brabham Yamaha,41,,1:46.549,
1991,Germany,13,20, Piquet,Benetton Ford,20,,1:46.680,
1991,Germany,14,8, Blundell,Brabham Yamaha,42,,1:46.964,
1991,Germany,15,21, Pirro,Dallara Judd,35,,1:47.032,
1991,Germany,16,22, Jarvilehto,Dallara Judd,34,,1:47.097,
1991,Germany,17,25, Boutsen,Ligier Lamborghini,23,,1:47.266,
1991,Germany,18,26, Comas,Ligier Lamborghini,20,,1:47.516,
1991,Germany,19,23, Martini,Minardi Ferrari,11,,1:48.431,
1991,Germany,20,3, Nakajima,Tyrrell Honda,19,,1:49.125,
1991,Germany,21,15, Gugelmin,Leyton House Ilmor,20,,1:49.307,
1991,Germany,22,24, Morbidelli,Minardi Ferrari,13,,1:49.359,
1991,Germany,23,30, Suzuki,Lola Ford,11,,1:49.723,
1991,Germany,24,11, Hakkinen,Lotus Judd,17,,1:49.790,
1991,Germany,25,29, Bernard,Lola Ford,4,,1:50.573,
1991,Hungary,1,32, Gachot,Jordan Ford,71,,1:21.547,
1991,Hungary,2,1, Senna,McLaren Honda,58,,1:22.392,
1991,Hungary,3,5, Mansell,Williams Renault,56,,1:22.574,
1991,Hungary,4,6, Patrese,Williams Renault,35,,1:22.878,
1991,Hungary,5,28, Alesi,Ferrari,39,,1:23.065,
1991,Hungary,6,25, Boutsen,Ligier Lamborghini,49,,1:23.066,
1991,Hungary,7,27, Prost,Ferrari,25,,1:23.305,
1991,Hungary,8,8, Blundell,Brabham Yamaha,43,,1:23.467,
1991,Hungary,9,23, Martini,Minardi Ferrari,41,,1:23.824,
1991,Hungary,10,19, Moreno,Benetton Ford,54,,1:23.943,
1991,Hungary,11,2, Berger,McLaren Honda,58,,1:23.954,
1991,Hungary,12,16, Capelli,Leyton House Ilmor,48,,1:23.962,
1991,Hungary,13,24, Morbidelli,Minardi Ferrari,52,,1:24.128,
1991,Hungary,14,33, de Cesaris,Jordan Ford,43,,1:24.146,
1991,Hungary,15,15, Gugelmin,Leyton House Ilmor,49,,1:24.230,
1991,Hungary,16,7, Brundle,Brabham Yamaha,19,,1:24.573,
1991,Hungary,17,4, Modena,Tyrrell Honda,66,,1:24.576,
1991,Hungary,18,11, Hakkinen,Lotus Judd,66,,1:24.594,
1991,Hungary,19,26, Comas,Ligier Lamborghini,27,,1:25.029,
1991,Hungary,20,34, Larini,Lambo Lamborghini,42,,1:25.322,
1991,Hungary,21,30, Suzuki,Lola Ford,32,,1:25.548,
1991,Hungary,22,22, Jarvilehto,Dallara Judd,43,,1:25.697,
1991,Hungary,23,29, Bernard,Lola Ford,34,,1:25.713,
1991,Hungary,24,20, Piquet,Benetton Ford,32,,1:25.889,
1991,Hungary,25,3, Nakajima,Tyrrell Honda,55,,1:26.078,
1991,Hungary,26,21, Pirro,Dallara Judd,17,,1:26.554,
1991,Belgium,1,19, Moreno,Benetton Ford,40,,1:55.161,
1991,Belgium,2,2, Berger,McLaren Honda,39,,1:55.601,
1991,Belgium,3,6, Patrese,Williams Renault,39,,1:55.993,
1991,Belgium,4,5, Mansell,Williams Renault,21,,1:56.459,
1991,Belgium,5,1, Senna,McLaren Honda,42,,1:56.471,
1991,Belgium,6,33, de Cesaris,Jordan Ford,25,,1:56.477,
1991,Belgium,7,20, Piquet,Benetton Ford,26,,1:57.084,
1991,Belgium,8,23, Martini,Minardi Ferrari,22,,1:57.303,
1991,Belgium,9,28, Alesi,Ferrari,29,,1:57.308,
1991,Belgium,10,4, Modena,Tyrrell Honda,21,,1:57.793,
1991,Belgium,11,21, Pirro,Dallara Judd,32,,1:58.017,
1991,Belgium,12,8, Blundell,Brabham Yamaha,24,,1:58.145,
1991,Belgium,13,22, Jarvilehto,Dallara Judd,23,,1:58.164,
1991,Belgium,14,26, Comas,Ligier Lamborghini,20,,1:58.348,
1991,Belgium,15,24, Morbidelli,Minardi Ferrari,29,,1:58.443,
1991,Belgium,16,7, Brundle,Brabham Yamaha,22,,1:58.540,
1991,Belgium,17,12, Herbert,Lotus Judd,29,,1:58.606,
1991,Belgium,18,25, Boutsen,Ligier Lamborghini,15,,1:58.921,
1991,Belgium,19,14, Grouillard,Fondmetal Ford,19,,1:59.340,
1991,Belgium,20,11, Hakkinen,Lotus Judd,25,,1:59.527,
1991,Belgium,21,16, Capelli,Leyton House Ilmor,11,,1:59.757,
1991,Belgium,22,29, Bernard,Lola Ford,18,,2:01.062,
1991,Belgium,23,27, Prost,Ferrari,2,,2:01.161,
1991,Belgium,24,3, Nakajima,Tyrrell Honda,6,,2:02.123,
1991,Belgium,25,15, Gugelmin,Leyton House Ilmor,1,,2:16.691,
1991,Italy,1,1, Senna,McLaren Honda,41,,1:26.061,
1991,Italy,2,20, Piquet,Benetton Ford,39,,1:26.437,
1991,Italy,3,7, Brundle,Brabham Yamaha,52,,1:26.590,
1991,Italy,4,5, Mansell,Williams Renault,47,,1:26.828,
1991,Italy,5,8, Blundell,Brabham Yamaha,51,,1:26.870,
1991,Italy,6,33, de Cesaris,Jordan Ford,51,,1:27.152,
1991,Italy,7,27, Prost,Ferrari,40,,1:27.247,
1991,Italy,8,28, Alesi,Ferrari,28,,1:27.300,
1991,Italy,9,2, Berger,McLaren Honda,43,,1:27.465,
1991,Italy,10,19, Schumacher,Benetton Ford,43,,1:27.472,
1991,Italy,11,6, Patrese,Williams Renault,25,,1:27.552,
1991,Italy,12,24, Morbidelli,Minardi Ferrari,37,,1:27.905,
1991,Italy,13,22, Jarvilehto,Dallara Judd,30,,1:28.264,
1991,Italy,14,34, Larini,Lambo Lamborghini,43,,1:28.413,
1991,Italy,15,16, Capelli,Leyton House Ilmor,27,,1:28.455,
1991,Italy,16,21, Pirro,Dallara Judd,45,,1:28.644,
1991,Italy,17,23, Martini,Minardi Ferrari,6,,1:28.893,
1991,Italy,18,15, Gugelmin,Leyton House Ilmor,36,,1:29.354,
1991,Italy,19,26, Comas,Ligier Lamborghini,28,,1:29.568,
1991,Italy,20,14, Grouillard,Fondmetal Ford,41,,1:29.726,
1991,Italy,21,4, Modena,Tyrrell Honda,12,,1:29.901,
1991,Italy,22,3, Nakajima,Tyrrell Honda,19,,1:30.140,
1991,Italy,23,29, Bernard,Lola Ford,17,,1:30.326,
1991,Italy,24,32, Moreno,Jordan Ford,2,,1:32.238,
1991,Italy,25,11, Hakkinen,Lotus Judd,5,,1:33.025,
1991,Italy,26,25, Boutsen,Ligier Lamborghini,1,,1:45.997,
1991,Portugal,1,5, Mansell,Williams Renault,36,,1:18.179,
1991,Portugal,2,6, Patrese,Williams Renault,38,,1:18.350,
1991,Portugal,3,2, Berger,McLaren Honda,36,,1:18.856,
1991,Portugal,4,1, Senna,McLaren Honda,50,,1:18.929,
1991,Portugal,5,20, Piquet,Benetton Ford,45,,1:19.073,
1991,Portugal,6,19, Schumacher,Benetton Ford,68,,1:19.206,
1991,Portugal,7,33, de Cesaris,Jordan Ford,48,,1:19.210,
1991,Portugal,8,28, Alesi,Ferrari,55,,1:19.418,
1991,Portugal,9,16, Capelli,Leyton House Ilmor,45,,1:19.519,
1991,Portugal,10,27, Prost,Ferrari,33,,1:19.531,
1991,Portugal,11,23, Martini,Minardi Ferrari,57,,1:19.581,
1991,Portugal,12,15, Gugelmin,Leyton House Ilmor,65,,1:19.757,
1991,Portugal,13,9, Alboreto,Footwork Porsche,60,,1:20.082,
1991,Portugal,14,32, Moreno,Jordan Ford,57,,1:20.096,
1991,Portugal,15,4, Modena,Tyrrell Honda,30,,1:20.342,
1991,Portugal,16,24, Morbidelli,Minardi Ferrari,56,,1:20.357,
1991,Portugal,17,11, Hakkinen,Lotus Judd,35,,1:20.445,
1991,Portugal,18,7, Brundle,Brabham Yamaha,27,,1:20.480,
1991,Portugal,19,25, Boutsen,Ligier Lamborghini,38,,1:20.700,
1991,Portugal,20,26, Comas,Ligier Lamborghini,43,,1:20.781,
1991,Portugal,21,30, Suzuki,Lola Ford,33,,1:21.586,
1991,Portugal,22,3, Nakajima,Tyrrell Honda,41,,1:21.966,
1991,Portugal,23,22, Jarvilehto,Dallara Judd,13,,1:22.165,
1991,Portugal,24,21, Pirro,Dallara Judd,11,,1:22.592,
1991,Portugal,25,8, Blundell,Brabham Yamaha,12,,1:22.801,
1991,Portugal,26,12, Herbert,Lotus Judd,1,,1:39.804,
1991,Spain,1,6, Patrese,Williams Renault,63,,1:22.837,
1991,Spain,2,28, Alesi,Ferrari,61,,1:22.978,
1991,Spain,3,5, Mansell,Williams Renault,62,,1:23.293,
1991,Spain,4,27, Prost,Ferrari,60,,1:23.729,
1991,Spain,5,15, Gugelmin,Leyton House Ilmor,61,,1:23.915,
1991,Spain,6,22, Jarvilehto,Dallara Judd,60,,1:24.310,
1991,Spain,7,1, Senna,McLaren Honda,58,,1:24.771,
1991,Spain,8,32, Zanardi,Jordan Ford,60,,1:24.997,
1991,Spain,9,23, Martini,Minardi Ferrari,62,,1:25.020,
1991,Spain,10,20, Piquet,Benetton Ford,62,,1:25.120,
1991,Spain,11,4, Modena,Tyrrell Honda,54,,1:25.224,
1991,Spain,12,21, Pirro,Dallara Judd,46,,1:25.308,
1991,Spain,13,8, Blundell,Brabham Yamaha,39,,1:25.373,
1991,Spain,14,7, Brundle,Brabham Yamaha,62,,1:25.396,
1991,Spain,15,19, Schumacher,Benetton Ford,61,,1:25.546,
1991,Spain,16,2, Berger,McLaren Honda,32,,1:26.078,
1991,Spain,17,24, Morbidelli,Minardi Ferrari,57,,1:26.606,
1991,Spain,18,3, Nakajima,Tyrrell Honda,60,,1:26.905,
1991,Spain,19,14, Tarquini,Fondmetal Ford,55,,1:27.108,
1991,Spain,20,26, Comas,Ligier Lamborghini,30,,1:29.807,
1991,Spain,21,33, de Cesaris,Jordan Ford,22,,1:31.399,
1991,Spain,22,9, Alboreto,Footwork Porsche,21,,1:33.079,
1991,Spain,23,11, Hakkinen,Lotus Judd,4,,1:43.739,
1991,Spain,24,16, Capelli,Leyton House Ilmor,1,,1:56.083,
1991,Japan,1,1, Senna,McLaren Honda,39,,1:41.532,
1991,Japan,2,2, Berger,McLaren Honda,40,,1:41.572,
1991,Japan,3,6, Patrese,Williams Renault,27,,1:41.804,
1991,Japan,4,19, Schumacher,Benetton Ford,29,,1:43.530,
1991,Japan,5,4, Modena,Tyrrell Honda,46,,1:43.596,
1991,Japan,6,27, Prost,Ferrari,36,,1:43.712,
1991,Japan,7,7, Brundle,Brabham Yamaha,32,,1:43.959,
1991,Japan,8,20, Piquet,Benetton Ford,39,,1:43.997,
1991,Japan,9,26, Comas,Ligier Lamborghini,34,,1:44.204,
1991,Japan,10,15, Gugelmin,Leyton House Ilmor,29,,1:44.344,
1991,Japan,11,23, Martini,Minardi Ferrari,30,,1:44.718,
1991,Japan,12,30, Suzuki,Lola Ford,21,,1:45.107,
1991,Japan,13,5, Mansell,Williams Renault,4,,1:45.642,
1991,Japan,14,25, Boutsen,Ligier Lamborghini,25,,1:45.723,
1991,Japan,15,12, Herbert,Lotus Judd,30,,1:45.853,
1991,Japan,16,10, Caffi,Footwork Porsche,28,,1:45.999,
1991,Japan,17,32, Zanardi,Jordan Ford,3,,1:46.184,
1991,Japan,18,14, Tarquini,Fondmetal Ford,50,,1:46.210,
1991,Japan,19,3, Nakajima,Tyrrell Honda,18,,1:46.351,
1991,Japan,20,24, Morbidelli,Minardi Ferrari,11,,1:47.108,
1991,Japan,21,11, Hakkinen,Lotus Judd,4,,1:48.864,
1991,Japan,22,33, de Cesaris,Jordan Ford,1,,1:57.393,
1991,Japan,23,22, Jarvilehto,Dallara Judd,1,,1:58.100,
1991,Japan,24,21, Pirro,Dallara Judd,1,,1:58.757,
1991,Japan,25,16, Wendlinger,Leyton House Ilmor,1,,2:02.942,
1991,Australia,1,2, Berger,McLaren Honda,14,,1:41.141,
1991,Australia,2,1, Senna,McLaren Honda,13,,1:42.545,
1991,Australia,3,20, Piquet,Benetton Ford,5,,1:42.616,
1991,Australia,4,5, Mansell,Williams Renault,13,,1:42.908,
1991,Australia,5,32, Zanardi,Jordan Ford,14,,1:43.519,
1991,Australia,6,19, Schumacher,Benetton Ford,4,,1:43.714,
1991,Australia,7,21, Pirro,Dallara Judd,13,,1:44.933,
1991,Australia,8,33, de Cesaris,Jordan Ford,14,,1:45.264,
1991,Australia,9,6, Patrese,Williams Renault,9,,1:45.297,
1991,Australia,10,27, Morbidelli,Ferrari,5,,1:45.599,
1991,Australia,11,28, Alesi,Ferrari,5,,1:45.738,
1991,Australia,12,4, Modena,Tyrrell Honda,12,,1:45.912,
1991,Australia,13,12, Herbert,Lotus Judd,12,,1:46.437,
1991,Australia,14,8, Blundell,Brabham Yamaha,13,,1:46.821,
1991,Australia,15,24, Moreno,Minardi Ferrari,13,,1:47.000,
1991,Australia,16,9, Alboreto,Footwork Porsche,12,,1:47.030,
1991,Australia,17,15, Gugelmin,Leyton House Ilmor,12,,1:47.395,
1991,Australia,18,10, Caffi,Footwork Porsche,13,,1:47.421,
1991,Australia,19,22, Jarvilehto,Dallara Judd,11,,1:48.018,
