year,race,position,number,driver,car,time,laps
1995,Argentina,2,5, Hill,Williams Renault,1:54.057,8
1995,Argentina,3,1, Schumacher,Benetton Renault,1:54.272,7
1995,Argentina,4,15, Irvine,Jordan Peugeot,1:54.381,7
1995,Argentina,5,8, Hakkinen,McLaren Mercedes,1:54.529,8
1995,Argentina,6,27, Alesi,Ferrari,1:54.637,10
1995,Argentina,7,4, Salo,Tyrrell Yamaha,1:54.757,11
1995,Argentina,8,28, Berger,Ferrari,1:55.276,6
1995,Argentina,9,14, Barrichello,Jordan Peugeot,1:56.114,8
1995,Argentina,10,30, Frentzen,Sauber Ford,1:56.168,7
1995,Argentina,11,9, Morbidelli,Footwork Hart,1:57.092,5
1995,Argentina,12,12, Verstappen,Simtek Ford,1:57.231,8
1995,Argentina,13,2, Herbert,Benetton Renault,1:57.341,7
1995,Argentina,14,3, Katayama,Tyrrell Yamaha,1:57.484,11
1995,Argentina,15,24, Badoer,Minardi Ford,1:57.657,5
1995,Argentina,16,7, Blundell,McLaren Mercedes,1:58.767,7
1995,Argentina,17,26, Panis,Ligier Mugen Honda,1:58.824,6
1995,Argentina,18,25, Suzuki,Ligier Mugen Honda,1:58.882,5
1995,Argentina,19,11, Schiattarella,Simtek Ford,1:59.539,10
1995,Argentina,20,29, Wendlinger,Sauber Ford,2:00.751,7
1995,Argentina,21,23, Martini,Minardi Ford,2:01.059,3
1995,Argentina,22,16, Gachot,Pacific Ilmor,2:09.359,7
1995,Argentina,23,22, Moreno,Forti Ford,2:15.398,4
1995,Argentina,24,17, Montermini,Pacific Ilmor,43:31.316,1
1995,San Marino,1,1, Schumacher,Benetton Renault,1:27.413,8
1995,San Marino,2,5, Hill,Williams Renault,1:27.512,12
1995,San Marino,3,6, Coulthard,Williams Renault,1:27.600,10
1995,San Marino,4,27, Alesi,Ferrari,1:28.431,11
1995,San Marino,5,2, Herbert,Benetton Renault,1:29.350,10
1995,San Marino,6,14, Barrichello,Jordan Peugeot,1:29.551,11
1995,San Marino,7,7, Mansell,McLaren Mercedes,1:29.966,10
1995,San Marino,8,26, Panis,Ligier Mugen Honda,1:30.760,12
1995,San Marino,9,4, Salo,Tyrrell Yamaha,1:31.035,12
1995,San Marino,10,9, Morbidelli,Footwork Hart,1:31.147,5
1995,San Marino,11,30, Frentzen,Sauber Ford,1:31.423,12
1995,San Marino,12,3, Katayama,Tyrrell Yamaha,1:31.736,12
1995,San Marino,13,25, Suzuki,Ligier Mugen Honda,1:31.913,12
1995,San Marino,14,12, Verstappen,Simtek Ford,1:32.425,11
1995,San Marino,15,10, Inoue,Footwork Hart,1:32.710,12
1995,San Marino,16,24, Badoer,Minardi Ford,1:33.430,12
1995,San Marino,17,29, Wendlinger,Sauber Ford,1:33.554,12
1995,San Marino,18,23, Martini,Minardi Ford,1:33.832,12
1995,San Marino,19,11, Schiattarella,Simtek Ford,1:34.064,11
1995,San Marino,20,16, Gachot,Pacific Ilmor,1:35.253,7
1995,San Marino,21,17, Montermini,Pacific Ilmor,1:35.282,9
1995,San Marino,22,22, Moreno,Forti Ford,1:36.065,12
1995,San Marino,23,21, Diniz,Forti Ford,1:36.624,12
1995,San Marino,24,28, Berger,Ferrari,1:38.801,3
1995,San Marino,25,15, Irvine,Jordan Peugeot,1:41.247,3
1995,Spain,1,1, Schumacher,Benetton Renault,1:21.452,11
1995,Spain,2,27, Alesi,Ferrari,1:22.052,9
1995,Spain,3,28, Berger,Ferrari,1:22.071,8
1995,Spain,4,6, Coulthard,Williams Renault,1:22.332,11
1995,Spain,5,5, Hill,Williams Renault,1:22.349,12
1995,Spain,6,15, Irvine,Jordan Peugeot,1:23.352,11
1995,Spain,7,2, Herbert,Benetton Renault,1:23.536,12
1995,Spain,8,14, Barrichello,Jordan Peugeot,1:23.705,12
1995,Spain,9,8, Hakkinen,McLaren Mercedes,1:23.833,10
1995,Spain,10,7, Mansell,McLaren Mercedes,1:23.927,12
1995,Spain,11,25, Brundle,Ligier Mugen Honda,1:24.727,11
1995,Spain,12,30, Frentzen,Sauber Ford,1:24.802,11
1995,Spain,13,4, Salo,Tyrrell Yamaha,1:24.971,12
1995,Spain,14,9, Morbidelli,Footwork Hart,1:25.053,12
1995,Spain,15,26, Panis,Ligier Mugen Honda,1:25.204,11
1995,Spain,16,12, Verstappen,Simtek Ford,1:25.827,11
1995,Spain,17,3, Katayama,Tyrrell Yamaha,1:25.946,9
1995,Spain,18,10, Inoue,Footwork Hart,1:26.059,12
1995,Spain,19,23, Martini,Minardi Ford,1:26.619,9
1995,Spain,20,29, Wendlinger,Sauber Ford,1:27.007,12
1995,Spain,21,24, Badoer,Minardi Ford,1:27.345,12
1995,Spain,22,11, Schiattarella,Simtek Ford,1:27.575,12
1995,Spain,23,17, Montermini,Pacific Ilmor,1:28.094,12
1995,Spain,24,16, Gachot,Pacific Ilmor,1:28.598,12
1995,Spain,25,22, Moreno,Forti Ford,1:28.963,12
1995,Spain,26,21, Diniz,Forti Ford,1:29.540,12
1995,Monaco,1,5, Hill,Williams Renault,1:21.952,11
1995,Monaco,2,1, Schumacher,Benetton Renault,1:22.742,12
1995,Monaco,3,6, Coulthard,Williams Renault,1:23.109,12
1995,Monaco,4,28, Berger,Ferrari,1:23.220,9
1995,Monaco,5,8, Hakkinen,McLaren Mercedes,1:23.857,11
1995,Monaco,6,2, Herbert,Benetton Renault,1:23.885,12
1995,Monaco,7,27, Alesi,Ferrari,1:24.023,4
1995,Monaco,8,25, Brundle,Ligier Mugen Honda,1:24.447,12
1995,Monaco,9,15, Irvine,Jordan Peugeot,1:24.857,10
1995,Monaco,10,7, Blundell,McLaren Mercedes,1:24.933,12
1995,Monaco,11,14, Barrichello,Jordan Peugeot,1:25.081,12
1995,Monaco,12,26, Panis,Ligier Mugen Honda,1:25.125,12
1995,Monaco,13,9, Morbidelli,Footwork Hart,1:25.447,12
1995,Monaco,14,3, Katayama,Tyrrell Yamaha,1:25.808,12
1995,Monaco,15,24, Badoer,Minardi Ford,1:25.969,12
1995,Monaco,16,4, Salo,Tyrrell Yamaha,1:26.473,12
1995,Monaco,17,23, Martini,Minardi Ford,1:26.913,12
1995,Monaco,18,29, Boullion,Sauber Ford,1:27.145,10
1995,Monaco,19,11, Schiattarella,Simtek Ford,1:28.337,12
1995,Monaco,20,16, Gachot,Pacific Ilmor,1:29.039,12
1995,Monaco,21,21, Diniz,Forti Ford,1:29.244,11
1995,Monaco,22,22, Moreno,Forti Ford,1:29.608,7
1995,Monaco,23,12, Verstappen,Simtek Ford,1:30.015,4
1995,Canada,1,1, Schumacher,Benetton Renault,1:27.708,10
1995,Canada,2,6, Coulthard,Williams Renault,1:28.091,12
1995,Canada,3,28, Berger,Ferrari,1:28.189,12
1995,Canada,4,27, Alesi,Ferrari,1:28.474,12
1995,Canada,5,2, Herbert,Benetton Renault,1:28.498,12
1995,Canada,6,5, Hill,Williams Renault,1:28.552,11
1995,Canada,7,8, Hakkinen,McLaren Mercedes,1:28.910,12
1995,Canada,8,14, Barrichello,Jordan Peugeot,1:29.171,12
1995,Canada,9,15, Irvine,Jordan Peugeot,1:29.259,9
1995,Canada,10,7, Blundell,McLaren Mercedes,1:29.641,12
1995,Canada,11,30, Frentzen,Sauber Ford,1:30.017,11
1995,Canada,12,9, Morbidelli,Footwork Hart,1:30.159,12
1995,Canada,13,25, Brundle,Ligier Mugen Honda,1:30.255,11
1995,Canada,14,26, Panis,Ligier Mugen Honda,1:30.345,11
1995,Canada,15,4, Salo,Tyrrell Yamaha,1:30.695,11
1995,Canada,16,3, Katayama,Tyrrell Yamaha,1:31.382,12
1995,Canada,17,23, Martini,Minardi Ford,1:31.445,11
1995,Canada,18,29, Boullion,Sauber Ford,1:31.838,12
1995,Canada,19,24, Badoer,Minardi Ford,1:31.853,11
1995,Canada,20,16, Gachot,Pacific Ilmor,1:32.841,12
1995,Canada,21,17, Montermini,Pacific Ilmor,1:32.894,12
1995,Canada,22,21, Diniz,Forti Ford,1:34.982,12
1995,Canada,23,22, Moreno,Forti Ford,1:35.559,3
1995,France,1,5, Hill,Williams Renault,1:17.225,11
1995,France,2,1, Schumacher,Benetton Renault,1:17.512,12
1995,France,3,6, Coulthard,Williams Renault,1:17.925,10
1995,France,4,27, Alesi,Ferrari,1:18.761,10
1995,France,5,14, Barrichello,Jordan Peugeot,1:18.810,10
1995,France,6,26, Panis,Ligier Mugen Honda,1:19.047,11
1995,France,7,8, Hakkinen,McLaren Mercedes,1:19.238,12
1995,France,8,28, Berger,Ferrari,1:19.295,11
1995,France,9,25, Brundle,Ligier Mugen Honda,1:19.524,6
1995,France,10,15, Irvine,Jordan Peugeot,1:19.845,11
1995,France,11,2, Herbert,Benetton Renault,1:20.000,12
1995,France,12,30, Frentzen,Sauber Ford,1:20.309,12
1995,France,13,7, Blundell,McLaren Mercedes,1:20.527,12
1995,France,14,4, Salo,Tyrrell Yamaha,1:20.796,10
1995,France,15,29, Boullion,Sauber Ford,1:20.943,12
1995,France,16,9, Morbidelli,Footwork Hart,1:21.076,12
1995,France,17,24, Badoer,Minardi Ford,1:21.323,12
1995,France,18,10, Inoue,Footwork Hart,1:21.894,12
1995,France,19,3, Katayama,Tyrrell Yamaha,1:21.930,12
1995,France,20,23, Martini,Minardi Ford,1:22.104,12
1995,France,21,17, Montermini,Pacific Ilmor,1:23.466,11
1995,France,22,16, Gachot,Pacific Ilmor,1:23.647,12
1995,France,23,21, Diniz,Forti Ford,1:24.184,10
1995,France,24,22, Moreno,Forti Ford,1:24.865,12
1995,Great Britain,1,6, Coulthard,Williams Renault,1:48.012,8
1995,Great Britain,2,1, Schumacher,Benetton Renault,1:48.204,8
1995,Great Britain,3,27, Alesi,Ferrari,1:48.205,9
1995,Great Britain,4,4, Salo,Tyrrell Yamaha,1:48.639,9
1995,Great Britain,5,5, Hill,Williams Renault,1:48.800,8
1995,Great Britain,6,14, Barrichello,Jordan Peugeot,1:49.152,6
1995,Great Britain,7,25, Brundle,Ligier Mugen Honda,1:49.414,6
1995,Great Britain,8,24, Badoer,Minardi Ford,1:50.959,7
1995,Great Britain,9,15, Irvine,Jordan Peugeot,1:51.045,4
1995,Great Britain,10,30, Frentzen,Sauber Ford,1:51.059,6
1995,Great Britain,11,29, Boullion,Sauber Ford,1:51.086,9
1995,Great Britain,12,26, Panis,Ligier Mugen Honda,1:51.657,4
1995,Great Britain,13,28, Berger,Ferrari,1:51.818,6
1995,Great Britain,14,3, Katayama,Tyrrell Yamaha,1:52.054,6
1995,Great Britain,15,17, Montermini,Pacific Ilmor,1:52.398,3
1995,Great Britain,16,9, Papis,Footwork Hart,1:53.097,7
1995,Great Britain,17,2, Herbert,Benetton Renault,1:55.011,4
1995,Great Britain,18,22, Moreno,Forti Ford,1:56.374,11
1995,Great Britain,19,23, Martini,Minardi Ford,2:13.471,2
1995,Great Britain,20,21, Diniz,Forti Ford,5:51.829,2
1995,Great Britain,21,7, Blundell,McLaren Mercedes,56:10.060,1
1995,Germany,1,5, Hill,Williams Renault,1:44.385,10
1995,Germany,2,1, Schumacher,Benetton Renault,1:44.465,11
1995,Germany,3,6, Coulthard,Williams Renault,1:44.540,11
1995,Germany,4,28, Berger,Ferrari,1:45.553,11
1995,Germany,5,14, Barrichello,Jordan Peugeot,1:45.765,12
1995,Germany,6,15, Irvine,Jordan Peugeot,1:45.846,12
1995,Germany,7,8, Hakkinen,McLaren Mercedes,1:45.849,12
1995,Germany,8,7, Blundell,McLaren Mercedes,1:46.221,11
1995,Germany,9,2, Herbert,Benetton Renault,1:46.315,9
1995,Germany,10,27, Alesi,Ferrari,1:46.475,11
1995,Germany,11,30, Frentzen,Sauber Ford,1:46.801,10
1995,Germany,12,4, Salo,Tyrrell Yamaha,1:47.507,12
1995,Germany,13,26, Panis,Ligier Mugen Honda,1:47.528,11
1995,Germany,14,29, Boullion,Sauber Ford,1:47.636,11
1995,Germany,15,9, Papis,Footwork Hart,1:48.093,12
1995,Germany,16,24, Badoer,Minardi Ford,1:49.302,11
1995,Germany,17,3, Katayama,Tyrrell Yamaha,1:49.402,12
1995,Germany,18,25, Suzuki,Ligier Mugen Honda,1:49.716,12
1995,Germany,19,10, Inoue,Footwork Hart,1:49.892,12
1995,Germany,20,23, Martini,Minardi Ford,1:49.990,12
1995,Germany,21,21, Diniz,Forti Ford,1:52.961,12
1995,Germany,22,22, Moreno,Forti Ford,1:53.405,12
1995,Germany,23,16, Lavaggi,Pacific Ilmor,1:56.335,7
1995,Hungary,1,5, Hill,Williams Renault,1:16.982,11
1995,Hungary,2,6, Coulthard,Williams Renault,1:17.366,10
1995,Hungary,3,1, Schumacher,Benetton Renault,1:17.558,12
1995,Hungary,4,28, Berger,Ferrari,1:18.059,8
1995,Hungary,5,8, Hakkinen,McLaren Mercedes,1:18.363,9
1995,Hungary,6,27, Alesi,Ferrari,1:18.968,5
1995,Hungary,7,25, Brundle,Ligier Mugen Honda,1:19.748,9
1995,Hungary,8,2, Herbert,Benetton Renault,1:20.072,12
1995,Hungary,9,26, Panis,Ligier Mugen Honda,1:20.160,10
1995,Hungary,10,30, Frentzen,Sauber Ford,1:20.413,5
1995,Hungary,11,24, Badoer,Minardi Ford,1:20.543,12
1995,Hungary,12,7, Blundell,McLaren Mercedes,1:20.640,2
1995,Hungary,13,14, Barrichello,Jordan Peugeot,1:20.902,3
1995,Hungary,14,23, Lamy,Minardi Ford,1:21.156,12
1995,Hungary,15,4, Salo,Tyrrell Yamaha,1:21.624,12
1995,Hungary,16,3, Katayama,Tyrrell Yamaha,1:21.702,10
1995,Hungary,17,10, Inoue,Footwork Hart,1:22.081,11
1995,Hungary,18,29, Boullion,Sauber Ford,1:22.161,2
1995,Hungary,19,22, Moreno,Forti Ford,1:24.351,12
1995,Hungary,20,17, Montermini,Pacific Ilmor,1:24.371,12
1995,Hungary,21,21, Diniz,Forti Ford,1:24.695,12
1995,Hungary,22,16, Lavaggi,Pacific Ilmor,1:26.570,11
1995,Belgium,1,28, Berger,Ferrari,1:54.392,4
1995,Belgium,2,27, Alesi,Ferrari,1:54.631,2
1995,Belgium,3,8, Hakkinen,McLaren Mercedes,1:55.435,7
1995,Belgium,4,2, Herbert,Benetton Renault,1:56.085,8
1995,Belgium,5,6, Coulthard,Williams Renault,1:56.254,9
1995,Belgium,6,7, Blundell,McLaren Mercedes,1:56.622,11
1995,Belgium,7,15, Irvine,Jordan Peugeot,1:57.001,6
1995,Belgium,8,5, Hill,Williams Renault,1:57.768,8
1995,Belgium,9,26, Panis,Ligier Mugen Honda,1:58.021,9
1995,Belgium,10,30, Frentzen,Sauber Ford,1:58.148,9
1995,Belgium,11,4, Salo,Tyrrell Yamaha,1:58.224,5
1995,Belgium,12,14, Barrichello,Jordan Peugeot,1:58.293,6
1995,Belgium,13,25, Brundle,Ligier Mugen Honda,1:58.314,8
1995,Belgium,14,29, Boullion,Sauber Ford,1:58.356,6
1995,Belgium,15,3, Katayama,Tyrrell Yamaha,1:58.551,7
1995,Belgium,16,1, Schumacher,Benetton Renault,1:59.079,6
1995,Belgium,17,23, Lamy,Minardi Ford,1:59.256,6
1995,Belgium,18,10, Inoue,Footwork Hart,2:00.990,6
1995,Belgium,19,24, Badoer,Minardi Ford,2:01.013,2
1995,Belgium,20,9, Papis,Footwork Hart,2:01.685,7
1995,Belgium,21,17, Montermini,Pacific Ilmor,2:02.405,7
1995,Belgium,22,22, Moreno,Forti Ford,2:03.817,10
1995,Belgium,23,16, Lavaggi,Pacific Ilmor,2:06.407,6
1995,Belgium,24,21, Diniz,Forti Ford,2:09.537,8
1995,Italy,1,6, Coulthard,Williams Renault,1:24.462,12
1995,Italy,2,1, Schumacher,Benetton Renault,1:25.026,11
1995,Italy,3,28, Berger,Ferrari,1:25.353,7
1995,Italy,4,5, Hill,Williams Renault,1:25.699,11
1995,Italy,5,27, Alesi,Ferrari,1:25.707,11
1995,Italy,6,14, Barrichello,Jordan Peugeot,1:25.919,12
1995,Italy,7,8, Hakkinen,McLaren Mercedes,1:25.920,12
1995,Italy,8,2, Herbert,Benetton Renault,1:26.433,12
1995,Italy,9,7, Blundell,McLaren Mercedes,1:26.472,12
1995,Italy,10,30, Frentzen,Sauber Ford,1:26.541,12
1995,Italy,11,25, Brundle,Ligier Mugen Honda,1:27.067,12
1995,Italy,12,15, Irvine,Jordan Peugeot,1:27.271,11
1995,Italy,13,26, Panis,Ligier Mugen Honda,1:27.384,8
1995,Italy,14,29, Boullion,Sauber Ford,1:28.741,12
1995,Italy,15,9, Papis,Footwork Hart,1:28.870,10
1995,Italy,16,4, Salo,Tyrrell Yamaha,1:29.028,12
1995,Italy,17,3, Katayama,Tyrrell Yamaha,1:29.287,11
1995,Italy,18,24, Badoer,Minardi Ford,1:29.559,8
1995,Italy,19,10, Inoue,Footwork Hart,1:30.515,9
1995,Italy,20,17, Montermini,Pacific Ilmor,1:30.721,12
1995,Italy,21,22, Moreno,Forti Ford,1:30.834,11
1995,Italy,22,23, Lamy,Minardi Ford,1:31.402,3
1995,Italy,23,21, Diniz,Forti Ford,1:32.102,12
1995,Italy,24,16, Lavaggi,Pacific Ilmor,1:32.470,12
1995,Portugal,1,6, Coulthard,Williams Renault,1:20.537,9
1995,Portugal,2,5, Hill,Williams Renault,1:20.905,11
1995,Portugal,3,1, Schumacher,Benetton Renault,1:21.301,11
1995,Portugal,4,28, Berger,Ferrari,1:21.970,8
1995,Portugal,5,30, Frentzen,Sauber Ford,1:22.226,9
1995,Portugal,6,2, Herbert,Benetton Renault,1:22.322,12
1995,Portugal,7,27, Alesi,Ferrari,1:22.391,9
1995,Portugal,8,14, Barrichello,Jordan Peugeot,1:22.538,9
1995,Portugal,9,25, Brundle,Ligier Mugen Honda,1:22.588,12
1995,Portugal,10,15, Irvine,Jordan Peugeot,1:22.831,12
1995,Portugal,11,26, Panis,Ligier Mugen Honda,1:22.904,11
1995,Portugal,12,7, Blundell,McLaren Mercedes,1:22.914,9
1995,Portugal,13,8, Hakkinen,McLaren Mercedes,1:23.114,9
1995,Portugal,14,29, Boullion,Sauber Ford,1:23.934,11
1995,Portugal,15,4, Salo,Tyrrell Yamaha,1:23.936,12
1995,Portugal,16,3, Katayama,Tyrrell Yamaha,1:24.287,10
1995,Portugal,17,23, Lamy,Minardi Ford,1:24.657,7
1995,Portugal,18,24, Badoer,Minardi Ford,1:24.778,9
1995,Portugal,19,10, Inoue,Footwork Hart,1:25.031,10
1995,Portugal,20,9, Papis,Footwork Hart,1:25.179,12
1995,Portugal,21,17, Montermini,Pacific Ilmor,1:26.172,11
1995,Portugal,22,21, Diniz,Forti Ford,1:27.292,12
1995,Portugal,23,22, Moreno,Forti Ford,1:27.523,9
1995,Portugal,24,16, Deletraz,Pacific Ilmor,1:32.769,5
1995,Europe,1,1, Schumacher,Benetton Renault,1:19.150,8
1995,Europe,2,5, Hill,Williams Renault,1:19.607,10
1995,Europe,3,6, Coulthard,Williams Renault,1:19.913,7
1995,Europe,4,27, Alesi,Ferrari,1:20.510,10
1995,Europe,5,30, Frentzen,Sauber Ford,1:20.749,10
1995,Europe,6,8, Hakkinen,McLaren Mercedes,1:20.968,11
1995,Europe,7,28, Berger,Ferrari,1:21.083,9
1995,Europe,8,14, Barrichello,Jordan Peugeot,1:21.211,11
1995,Europe,9,2, Herbert,Benetton Renault,1:21.236,8
1995,Europe,10,15, Irvine,Jordan Peugeot,1:21.426,10
1995,Europe,11,7, Blundell,McLaren Mercedes,1:21.583,10
1995,Europe,12,25, Brundle,Ligier Mugen Honda,1:22.062,8
1995,Europe,13,26, Panis,Ligier Mugen Honda,1:22.565,9
1995,Europe,14,4, Salo,Tyrrell Yamaha,1:23.079,8
1995,Europe,15,23, Lamy,Minardi Ford,1:24.087,6
1995,Europe,16,9, Papis,Footwork Hart,1:24.134,11
1995,Europe,17,3, Tarquini,Tyrrell Yamaha,1:24.352,11
1995,Europe,18,10, Inoue,Footwork Hart,1:24.900,9
1995,Europe,19,21, Diniz,Forti Ford,1:25.157,8
1995,Europe,20,22, Moreno,Forti Ford,1:26.098,8
1995,Europe,21,17, Montermini,Pacific Ilmor,1:26.102,4
1995,Europe,22,24, Badoer,Minardi Ford,1:26.406,3
1995,Europe,23,16, Deletraz,Pacific Ilmor,1:29.677,6
1995,Europe,24,29, Boullion,Sauber Ford,1:34.210,4
1995,Pacific,1,6, Coulthard,Williams Renault,1:14.013,6
1995,Pacific,2,5, Hill,Williams Renault,1:14.213,6
1995,Pacific,3,1, Schumacher,Benetton Renault,1:14.284,12
1995,Pacific,4,28, Berger,Ferrari,1:15.125,8
1995,Pacific,5,27, Alesi,Ferrari,1:15.131,6
1995,Pacific,6,15, Irvine,Jordan Peugeot,1:15.354,12
1995,Pacific,7,2, Herbert,Benetton Renault,1:15.556,12
1995,Pacific,8,30, Frentzen,Sauber Ford,1:15.561,6
1995,Pacific,9,26, Panis,Ligier Mugen Honda,1:15.621,12
1995,Pacific,10,14, Barrichello,Jordan Peugeot,1:15.774,12
1995,Pacific,11,7, Blundell,McLaren Mercedes,1:16.166,12
1995,Pacific,12,8, Magnussen,McLaren Mercedes,1:16.368,8
1995,Pacific,13,25, Suzuki,Ligier Mugen Honda,1:16.519,9
1995,Pacific,14,23, Lamy,Minardi Ford,1:16.596,10
1995,Pacific,15,24, Badoer,Minardi Ford,1:16.887,12
1995,Pacific,16,3, Katayama,Tyrrell Yamaha,1:17.014,12
1995,Pacific,17,4, Salo,Tyrrell Yamaha,1:17.235,12
1995,Pacific,18,9, Morbidelli,Footwork Hart,1:18.114,12
1995,Pacific,19,10, Inoue,Footwork Hart,1:18.212,12
1995,Pacific,20,21, Diniz,Forti Ford,1:19.579,12
1995,Pacific,21,22, Moreno,Forti Ford,1:19.779,12
1995,Pacific,22,17, Montermini,Pacific Ilmor,1:20.093,7
1995,Pacific,23,16, Gachot,Pacific Ilmor,1:21.405,10
1995,Pacific,24,29, Boullion,Sauber Ford,1:23.791,2
1995,Japan,1,1, Schumacher,Benetton Renault,1:38.023,8
1995,Japan,2,27, Alesi,Ferrari,1:38.888,5
1995,Japan,3,8, Hakkinen,McLaren Mercedes,1:38.954,7
1995,Japan,4,28, Berger,Ferrari,1:39.040,11
1995,Japan,5,5, Hill,Williams Renault,1:39.158,8
1995,Japan,6,6, Coulthard,Williams Renault,1:39.368,10
1995,Japan,7,15, Irvine,Jordan Peugeot,1:39.621,6
1995,Japan,8,30, Frentzen,Sauber Ford,1:40.380,7
1995,Japan,9,2, Herbert,Benetton Renault,1:40.391,9
1995,Japan,10,14, Barrichello,Jordan Peugeot,1:40.413,12
1995,Japan,11,26, Panis,Ligier Mugen Honda,1:41.081,9
1995,Japan,12,25, Suzuki,Ligier Mugen Honda,1:41.592,9
1995,Japan,13,4, Salo,Tyrrell Yamaha,1:41.637,10
1995,Japan,14,9, Morbidelli,Footwork Hart,1:42.059,9
1995,Japan,15,3, Katayama,Tyrrell Yamaha,1:42.273,10
1995,Japan,16,29, Wendlinger,Sauber Ford,1:42.912,9
1995,Japan,17,23, Lamy,Minardi Ford,1:43.102,10
1995,Japan,18,24, Badoer,Minardi Ford,1:43.542,9
1995,Japan,19,10, Inoue,Footwork Hart,1:44.074,10
1995,Japan,20,17, Montermini,Pacific Ilmor,1:46.097,7
1995,Japan,21,21, Diniz,Forti Ford,1:47.166,3
1995,Japan,22,22, Moreno,Forti Ford,1:48.267,5
1995,Japan,23,16, Gachot,Pacific Ilmor,1:48.289,7
1995,Australia,1,6, Coulthard,Williams Renault,1:15.792,11
1995,Australia,2,1, Schumacher,Benetton Renault,1:15.839,12
1995,Australia,3,5, Hill,Williams Renault,1:15.988,12
1995,Australia,4,27, Alesi,Ferrari,1:16.305,12
1995,Australia,5,30, Frentzen,Sauber Ford,1:16.647,9
1995,Australia,6,2, Herbert,Benetton Renault,1:16.950,12
1995,Australia,7,14, Barrichello,Jordan Peugeot,1:16.971,12
1995,Australia,8,28, Berger,Ferrari,1:16.994,5
1995,Australia,9,15, Irvine,Jordan Peugeot,1:17.116,12
1995,Australia,10,25, Brundle,Ligier Mugen Honda,1:17.624,11
1995,Australia,11,7, Blundell,McLaren Mercedes,1:17.721,11
1995,Australia,12,26, Panis,Ligier Mugen Honda,1:18.065,10
1995,Australia,13,9, Morbidelli,Footwork Hart,1:18.391,12
1995,Australia,14,24, Badoer,Minardi Ford,1:18.810,12
1995,Australia,15,4, Salo,Tyrrell Yamaha,1:19.083,12
1995,Australia,16,3, Katayama,Tyrrell Yamaha,1:19.114,11
1995,Australia,17,23, Lamy,Minardi Ford,1:19.484,12
1995,Australia,18,10, Inoue,Footwork Hart,1:19.677,7
1995,Australia,19,22, Moreno,Forti Ford,1:20.657,12
1995,Australia,20,21, Diniz,Forti Ford,1:20.878,11
1995,Australia,21,17, Montermini,Pacific Ilmor,1:21.870,6
1995,Australia,22,16, Gachot,Pacific Ilmor,1:21.998,6
1994,Pacific,1,0, Hill,Williams Renault,1:12.048,5
1994,Pacific,2,28, Berger,Ferrari,1:12.184,11
1994,Pacific,3,9, Fittipaldi,Footwork Ford,1:12.444,11
1994,Pacific,4,6, Verstappen,Benetton Ford,1:12.681,11
1994,Pacific,5,4, Blundell,Tyrrell Yamaha,1:12.751,10
1994,Pacific,6,30, Frentzen,Sauber Mercedes,1:12.797,12
1994,Pacific,7,24, Alboreto,Minardi Ford,1:13.016,9
1994,Pacific,8,10, Morbidelli,Footwork Ford,1:13.090,11
1994,Pacific,9,14, Barrichello,Jordan Hart,1:13.172,2
1994,Pacific,10,3, Katayama,Tyrrell Yamaha,1:13.411,11
1994,Pacific,11,20, Comas,Larrousse Ford,1:13.550,10
1994,Pacific,12,23, Martini,Minardi Ford,1:13.756,11
1994,Pacific,13,15, Suzuki,Jordan Hart,1:13.932,11
1994,Pacific,14,29, Wendlinger,Sauber Mercedes,1:14.163,10
1994,Pacific,15,25, Bernard,Ligier Renault,1:14.204,7
1994,Pacific,16,19, Beretta,Larrousse Ford,1:14.271,9
1994,Pacific,17,12, Herbert,Lotus Mugen Honda,1:14.424,9
1994,Pacific,18,26, Panis,Ligier Renault,1:14.667,7
1994,Pacific,19,31, Brabham,Simtek Ford,1:14.748,11
1994,Pacific,20,11, Lamy,Lotus Mugen Honda,1:15.146,9
1994,Pacific,21,32, Ratzenberger,Simtek Ford,1:16.356,7
1994,Pacific,22,33, Belmondo,Pacific Ilmor,1:17.450,7
1994,Pacific,23,34, Gachot,Pacific Ilmor,1:18.571,5
1994,Pacific,24,2, Senna,Williams Renault,1:19.304,4
1994,Pacific,25,27, Larini,Ferrari,5:32.428,2
1994,San Marino,1,5, Schumacher,Benetton Ford,1:21.885,3
1994,San Marino,2,0, Hill,Williams Renault,1:22.168,5
1994,San Marino,3,28, Berger,Ferrari,1:22.226,11
1994,San Marino,4,27, Larini,Ferrari,1:23.006,10
1994,San Marino,5,7, Hakkinen,McLaren Peugeot,1:23.140,11
1994,San Marino,6,3, Katayama,Tyrrell Yamaha,1:23.322,11
1994,San Marino,7,29, Wendlinger,Sauber Mercedes,1:23.347,3
1994,San Marino,8,4, Blundell,Tyrrell Yamaha,1:23.831,11
1994,San Marino,9,8, Brundle,McLaren Peugeot,1:23.858,11
1994,San Marino,10,6, Jarvilehto,Benetton Ford,1:24.029,3
1994,San Marino,11,23, Martini,Minardi Ford,1:24.423,11
1994,San Marino,12,9, Fittipaldi,Footwork Ford,1:24.472,11
1994,San Marino,13,10, Morbidelli,Footwork Ford,1:24.682,10
1994,San Marino,14,24, Alboreto,Minardi Ford,1:24.780,11
1994,San Marino,15,20, Comas,Larrousse Ford,1:24.852,11
1994,San Marino,16,12, Herbert,Lotus Mugen Honda,1:25.141,12
1994,San Marino,17,26, Panis,Ligier Renault,1:25.160,5
