year,race,stops,number,driver,car,lap,time_of_day,time,total
2023,Austria,3,11, Perez,Red Bull Racing Honda RBPT,,,21.267,1:00.350
2023,Austria,4,18, Stroll,Aston Martin Aramco Mercedes,,,21.837,1:24.865
2023,Austria,4,1, Verstappen,Red Bull Racing Honda RBPT,,,21.328,1:20.703
2023,Great Britain,1,27, Hulkenberg,Haas Ferrari,,,41.972,41.972
2023,Great Britain,1,22, Tsunoda,AlphaTauri Honda RBPT,,,28.353,28.353
2023,Great Britain,1,16, Leclerc,Ferrari,,,28.244,28.244
2023,Great Britain,1,24,Zhou ,Alfa Romeo Ferrari,,,29.177,29.177
2023,Great Britain,1,55, Sainz,Ferrari,,,28.869,28.869
2023,Great Britain,1,21, De Vries,AlphaTauri Honda RBPT,,,28.242,28.242
2023,Great Britain,1,63, Russell,Mercedes,,,29.455,29.455
2023,Great Britain,1,11, Perez,Red Bull Racing Honda RBPT,,,28.060,28.060
2023,Great Britain,1,81, Piastri,McLaren Mercedes,,,28.655,28.655
2023,Great Britain,1,2, Sargeant,Williams Mercedes,,,28.847,28.847
2023,Great Britain,1,10, Gasly,Alpine Renault,,,28.458,28.458
2023,Great Britain,1,18, Stroll,Aston Martin Aramco Mercedes,,,28.561,28.561
2023,Great Britain,1,23, Albon,Williams Mercedes,,,29.634,29.634
2023,Great Britain,2,16, Leclerc,Ferrari,,,28.805,57.049
2023,Great Britain,1,77, Bottas,Alfa Romeo Ferrari,,,29.662,29.662
2023,Great Britain,2,22, Tsunoda,AlphaTauri Honda RBPT,,,28.603,56.956
2023,Great Britain,2,21, De Vries,AlphaTauri Honda RBPT,,,28.413,56.655
2023,Great Britain,2,27, Hulkenberg,Haas Ferrari,,,30.003,1:11.975
2023,Great Britain,1,1, Verstappen,Red Bull Racing Honda RBPT,,,29.056,29.056
2023,Great Britain,1,4, Norris,McLaren Mercedes,,,28.438,28.438
2023,Great Britain,1,44, Hamilton,Mercedes,,,29.169,29.169
2023,Great Britain,1,14, Alonso,Aston Martin Aramco Mercedes,,,28.679,28.679
2023,Great Britain,2,24,Zhou ,Alfa Romeo Ferrari,,,28.709,57.886
2023,Great Britain,3,24,Zhou ,Alfa Romeo Ferrari,,,34.374,1:32.260
2023,Hungary,1,23, Albon,Williams Mercedes,,,22.076,22.076
2023,Hungary,1,22, Tsunoda,AlphaTauri Honda RBPT,,,26.170,26.170
2023,Hungary,1,18, Stroll,Aston Martin Aramco Mercedes,,,21.910,21.910
2023,Hungary,1,77, Bottas,Alfa Romeo Ferrari,,,22.114,22.114
2023,Hungary,1,24,Zhou ,Alfa Romeo Ferrari,,,29.211,29.211
2023,Hungary,1,2, Sargeant,Williams Mercedes,,,24.001,24.001
2023,Hungary,1,20, Magnussen,Haas Ferrari,,,22.753,22.753
2023,Hungary,1,55, Sainz,Ferrari,,,21.402,21.402
2023,Hungary,1,44, Hamilton,Mercedes,,,21.974,21.974
2023,Hungary,1,27, Hulkenberg,Haas Ferrari,,,22.922,22.922
2023,Hungary,1,4, Norris,McLaren Mercedes,,,21.541,21.541
2023,Hungary,1,16, Leclerc,Ferrari,,,28.404,28.404
2023,Hungary,1,81, Piastri,McLaren Mercedes,,,21.171,21.171
2023,Hungary,1,3, Ricciardo,AlphaTauri Honda RBPT,,,21.958,21.958
2023,Hungary,1,14, Alonso,Aston Martin Aramco Mercedes,,,22.916,22.916
2023,Hungary,1,1, Verstappen,Red Bull Racing Honda RBPT,,,21.407,21.407
2023,Hungary,1,11, Perez,Red Bull Racing Honda RBPT,,,21.862,21.862
2023,Hungary,1,63, Russell,Mercedes,,,21.886,21.886
2023,Hungary,2,3, Ricciardo,AlphaTauri Honda RBPT,,,22.203,44.161
2023,Hungary,2,23, Albon,Williams Mercedes,,,21.762,43.838
2023,Hungary,2,18, Stroll,Aston Martin Aramco Mercedes,,,22.403,44.313
2023,Hungary,2,2, Sargeant,Williams Mercedes,,,22.197,46.198
2023,Hungary,2,27, Hulkenberg,Haas Ferrari,,,21.955,44.877
2023,Hungary,2,24,Zhou ,Alfa Romeo Ferrari,,,22.853,52.064
2023,Hungary,2,77, Bottas,Alfa Romeo Ferrari,,,23.242,45.356
2023,Hungary,2,20, Magnussen,Haas Ferrari,,,22.152,44.905
2023,Hungary,2,81, Piastri,McLaren Mercedes,,,22.030,43.201
2023,Hungary,2,11, Perez,Red Bull Racing Honda RBPT,,,20.880,42.742
2023,Hungary,2,16, Leclerc,Ferrari,,,21.452,49.856
2023,Hungary,2,14, Alonso,Aston Martin Aramco Mercedes,,,24.152,47.068
2023,Hungary,2,4, Norris,McLaren Mercedes,,,21.430,42.971
2023,Hungary,2,55, Sainz,Ferrari,,,22.051,43.453
2023,Hungary,2,22, Tsunoda,AlphaTauri Honda RBPT,,,21.181,47.351
2023,Hungary,2,63, Russell,Mercedes,,,21.675,43.561
2023,Hungary,2,44, Hamilton,Mercedes,,,21.728,43.702
2023,Hungary,2,1, Verstappen,Red Bull Racing Honda RBPT,,,21.680,43.087
2023,Belgium,1,4, Norris,McLaren Mercedes,,,25.012,25.012
2023,Belgium,1,20, Magnussen,Haas Ferrari,,,23.638,23.638
2023,Belgium,1,3, Ricciardo,AlphaTauri Honda RBPT,,,22.843,22.843
2023,Belgium,1,31, Ocon,Alpine Renault,,,23.085,23.085
2023,Belgium,1,77, Bottas,Alfa Romeo Ferrari,,,23.362,23.362
2023,Belgium,1,23, Albon,Williams Mercedes,,,25.015,25.015
2023,Belgium,1,55, Sainz,Ferrari,,,23.303,23.303
2023,Belgium,1,24,Zhou ,Alfa Romeo Ferrari,,,24.449,24.449
2023,Belgium,1,2, Sargeant,Williams Mercedes,,,23.570,23.570
2023,Belgium,1,22, Tsunoda,AlphaTauri Honda RBPT,,,22.610,22.610
2023,Belgium,1,14, Alonso,Aston Martin Aramco Mercedes,,,23.085,23.085
2023,Belgium,1,44, Hamilton,Mercedes,,,23.090,23.090
2023,Belgium,1,27, Hulkenberg,Haas Ferrari,,,24.571,24.571
2023,Belgium,1,11, Perez,Red Bull Racing Honda RBPT,,,23.684,23.684
2023,Belgium,1,16, Leclerc,Ferrari,,,23.224,23.224
2023,Belgium,1,1, Verstappen,Red Bull Racing Honda RBPT,,,22.887,22.887
2023,Belgium,2,4, Norris,McLaren Mercedes,,,23.744,48.756
2023,Belgium,1,18, Stroll,Aston Martin Aramco Mercedes,,,25.397,25.397
2023,Belgium,1,63, Russell,Mercedes,,,23.837,23.837
2023,Belgium,2,3, Ricciardo,AlphaTauri Honda RBPT,,,23.290,46.133
2023,Belgium,1,10, Gasly,Alpine Renault,,,25.664,25.664
2023,Belgium,2,23, Albon,Williams Mercedes,,,23.596,48.611
2023,Belgium,2,22, Tsunoda,AlphaTauri Honda RBPT,,,22.737,45.347
2023,Belgium,2,77, Bottas,Alfa Romeo Ferrari,,,23.786,47.148
2023,Belgium,2,27, Hulkenberg,Haas Ferrari,,,25.238,49.809
2023,Belgium,2,2, Sargeant,Williams Mercedes,,,23.938,47.508
2023,Belgium,2,31, Ocon,Alpine Renault,,,23.339,46.424
2023,Belgium,2,20, Magnussen,Haas Ferrari,,,23.572,47.210
2023,Belgium,2,24,Zhou ,Alfa Romeo Ferrari,,,24.045,48.494
2023,Belgium,2,44, Hamilton,Mercedes,,,23.023,46.113
2023,Belgium,2,16, Leclerc,Ferrari,,,23.148,46.372
2023,Belgium,2,11, Perez,Red Bull Racing Honda RBPT,,,22.710,46.394
2023,Belgium,2,14, Alonso,Aston Martin Aramco Mercedes,,,23.798,46.883
2023,Belgium,2,1, Verstappen,Red Bull Racing Honda RBPT,,,23.012,45.899
2023,Belgium,3,23, Albon,Williams Mercedes,,,23.529,1:12.140
2023,Belgium,3,2, Sargeant,Williams Mercedes,,,23.109,1:10.617
2023,Belgium,3,44, Hamilton,Mercedes,,,23.156,1:09.269
2023,Netherlands,1,11, Perez,Red Bull Racing Honda RBPT,,,22.666,22.666
2023,Netherlands,1,16, Leclerc,Ferrari,,,32.686,32.686
2023,Netherlands,1,10, Gasly,Alpine Renault,,,28.469,28.469
2023,Netherlands,1,24,Zhou ,Alfa Romeo Ferrari,,,23.088,23.088
2023,Netherlands,1,22, Tsunoda,AlphaTauri Honda RBPT,,,32.321,32.321
2023,Netherlands,1,40, Lawson,AlphaTauri Honda RBPT,,,42.641,42.641
2023,Netherlands,1,20, Magnussen,Haas Ferrari,,,31.341,31.341
2023,Netherlands,1,1, Verstappen,Red Bull Racing Honda RBPT,,,20.379,20.379
2023,Netherlands,1,14, Alonso,Aston Martin Aramco Mercedes,,,20.647,20.647
2023,Netherlands,1,55, Sainz,Ferrari,,,20.973,20.973
2023,Netherlands,1,31, Ocon,Alpine Renault,,,22.534,22.534
2023,Netherlands,1,4, Norris,McLaren Mercedes,,,20.170,20.170
2023,Netherlands,1,44, Hamilton,Mercedes,,,20.266,20.266
2023,Netherlands,1,63, Russell,Mercedes,,,21.201,21.201
2023,Netherlands,1,18, Stroll,Aston Martin Aramco Mercedes,,,20.036,20.036
2023,Netherlands,2,20, Magnussen,Haas Ferrari,,,20.137,51.478
2023,Netherlands,2,44, Hamilton,Mercedes,,,19.970,40.236
2023,Netherlands,2,18, Stroll,Aston Martin Aramco Mercedes,,,20.208,40.244
2023,Netherlands,2,24,Zhou ,Alfa Romeo Ferrari,,,20.231,43.319
2023,Netherlands,2,14, Alonso,Aston Martin Aramco Mercedes,,,20.109,40.756
2023,Netherlands,2,55, Sainz,Ferrari,,,19.511,40.484
2023,Netherlands,2,22, Tsunoda,AlphaTauri Honda RBPT,,,18.904,51.225
2023,Netherlands,2,31, Ocon,Alpine Renault,,,19.795,42.329
2023,Netherlands,2,4, Norris,McLaren Mercedes,,,20.395,40.565
2023,Netherlands,2,40, Lawson,AlphaTauri Honda RBPT,,,30.836,1:13.477
2023,Netherlands,2,63, Russell,Mercedes,,,20.148,41.349
2023,Netherlands,2,1, Verstappen,Red Bull Racing Honda RBPT,,,19.289,39.668
2023,Netherlands,2,10, Gasly,Alpine Renault,,,19.518,47.987
2023,Netherlands,2,16, Leclerc,Ferrari,,,27.202,59.888
2023,Netherlands,2,11, Perez,Red Bull Racing Honda RBPT,,,19.460,42.126
2023,Netherlands,1,81, Piastri,McLaren Mercedes,,,18.979,18.979
2023,Netherlands,1,77, Bottas,Alfa Romeo Ferrari,,,20.187,20.187
2023,Netherlands,1,27, Hulkenberg,Haas Ferrari,,,20.438,20.438
2023,Netherlands,3,63, Russell,Mercedes,,,19.607,1:00.956
2023,Netherlands,3,18, Stroll,Aston Martin Aramco Mercedes,,,19.653,59.897
2023,Netherlands,3,40, Lawson,AlphaTauri Honda RBPT,,,19.600,1:33.077
2023,Netherlands,4,18, Stroll,Aston Martin Aramco Mercedes,,,19.923,1:19.820
2023,Netherlands,3,20, Magnussen,Haas Ferrari,,,20.510,1:11.988
2023,Netherlands,3,24,Zhou ,Alfa Romeo Ferrari,,,20.469,1:03.788
2023,Netherlands,3,55, Sainz,Ferrari,,,19.398,59.882
2023,Netherlands,3,4, Norris,McLaren Mercedes,,,18.878,59.443
2023,Netherlands,3,31, Ocon,Alpine Renault,,,19.024,1:01.353
2023,Netherlands,1,23, Albon,Williams Mercedes,,,19.667,19.667
2023,Netherlands,3,11, Perez,Red Bull Racing Honda RBPT,,,18.789,1:00.915
2023,Netherlands,3,44, Hamilton,Mercedes,,,19.327,59.563
2023,Netherlands,3,10, Gasly,Alpine Renault,,,25.404,1:13.391
2023,Netherlands,2,81, Piastri,McLaren Mercedes,,,19.120,38.099
2023,Netherlands,4,40, Lawson,AlphaTauri Honda RBPT,,,19.192,1:52.269
2023,Netherlands,2,77, Bottas,Alfa Romeo Ferrari,,,20.213,40.400
2023,Netherlands,3,14, Alonso,Aston Martin Aramco Mercedes,,,25.147,1:05.903
2023,Netherlands,2,27, Hulkenberg,Haas Ferrari,,,19.713,40.151
2023,Netherlands,3,1, Verstappen,Red Bull Racing Honda RBPT,,,18.706,58.374
2023,Netherlands,3,77, Bottas,Alfa Romeo Ferrari,,,19.735,1:00.135
2023,Netherlands,5,40, Lawson,AlphaTauri Honda RBPT,,,19.307,2:11.576
2023,Netherlands,4,11, Perez,Red Bull Racing Honda RBPT,,,27.596,1:28.511
2023,Netherlands,4,10, Gasly,Alpine Renault,,,20.417,1:33.808
2023,Netherlands,4,55, Sainz,Ferrari,,,19.838,1:19.720
2023,Netherlands,4,44, Hamilton,Mercedes,,,20.779,1:20.342
2023,Netherlands,4,63, Russell,Mercedes,,,24.019,1:24.975
2023,Netherlands,4,4, Norris,McLaren Mercedes,,,19.871,1:19.314
2023,Netherlands,3,81, Piastri,McLaren Mercedes,,,22.376,1:00.475
2023,Netherlands,3,22, Tsunoda,AlphaTauri Honda RBPT,,,20.602,1:11.827
2023,Netherlands,4,24,Zhou ,Alfa Romeo Ferrari,,,21.439,1:25.227
2023,Netherlands,3,27, Hulkenberg,Haas Ferrari,,,23.582,1:03.733
2023,Netherlands,5,18, Stroll,Aston Martin Aramco Mercedes,,,21.532,1:41.352
2023,Netherlands,4,20, Magnussen,Haas Ferrari,,,23.584,1:35.572
2023,Netherlands,4,1, Verstappen,Red Bull Racing Honda RBPT,,,19.429,1:17.803
2023,Netherlands,4,14, Alonso,Aston Martin Aramco Mercedes,,,20.655,1:26.558
2023,Netherlands,2,23, Albon,Williams Mercedes,,,21.300,40.967
2023,Netherlands,4,31, Ocon,Alpine Renault,,,22.096,1:23.449
2023,Netherlands,5,1, Verstappen,Red Bull Racing Honda RBPT,,,20.402,1:38.205
2023,Netherlands,5,11, Perez,Red Bull Racing Honda RBPT,,,41:01.612,42:30.123
2023,Netherlands,5,4, Norris,McLaren Mercedes,,,40:43.212,42:02.526
2023,Netherlands,5,63, Russell,Mercedes,,,40:46.251,42:11.226
2023,Netherlands,3,23, Albon,Williams Mercedes,,,40:43.475,41:24.442
2023,Netherlands,4,81, Piastri,McLaren Mercedes,,,40:34.653,41:35.128
2023,Netherlands,5,31, Ocon,Alpine Renault,,,40:32.201,41:55.650
2023,Netherlands,4,22, Tsunoda,AlphaTauri Honda RBPT,,,40:14.895,41:26.722
2023,Netherlands,6,18, Stroll,Aston Martin Aramco Mercedes,,,40:10.734,41:52.086
2023,Netherlands,4,27, Hulkenberg,Haas Ferrari,,,40:10.704,41:14.437
2023,Netherlands,4,77, Bottas,Alfa Romeo Ferrari,,,40:05.113,41:05.248
2023,Netherlands,6,40, Lawson,AlphaTauri Honda RBPT,,,39:56.340,42:07.916
2023,Netherlands,5,20, Magnussen,Haas Ferrari,,,39:54.733,41:30.305
2023,Netherlands,6,1, Verstappen,Red Bull Racing Honda RBPT,,,41:23.382,43:01.587
2023,Netherlands,5,14, Alonso,Aston Martin Aramco Mercedes,,,40:55.302,42:21.860
2023,Netherlands,5,10, Gasly,Alpine Renault,,,40:43.169,42:16.977
2023,Netherlands,5,55, Sainz,Ferrari,,,40:43.147,42:02.867
2023,Netherlands,5,44, Hamilton,Mercedes,,,40:31.108,41:51.450
2023,Netherlands,6,11, Perez,Red Bull Racing Honda RBPT,,,35.592,43:05.715
2023,Netherlands,6,4, Norris,McLaren Mercedes,,,44.272,42:46.798
2023,Netherlands,6,63, Russell,Mercedes,,,39.845,42:51.071
2023,Netherlands,4,23, Albon,Williams Mercedes,,,39.234,42:03.676
2023,Netherlands,5,81, Piastri,McLaren Mercedes,,,38.453,42:13.581
2023,Netherlands,6,31, Ocon,Alpine Renault,,,37.037,42:32.687
2023,Netherlands,5,22, Tsunoda,AlphaTauri Honda RBPT,,,34.901,42:01.623
2023,Netherlands,7,18, Stroll,Aston Martin Aramco Mercedes,,,33.553,42:25.639
2023,Netherlands,5,27, Hulkenberg,Haas Ferrari,,,32.884,41:47.321
2023,Netherlands,5,77, Bottas,Alfa Romeo Ferrari,,,32.518,41:37.766
2023,Netherlands,7,40, Lawson,AlphaTauri Honda RBPT,,,31.306,42:39.222
2023,Netherlands,6,20, Magnussen,Haas Ferrari,,,30.628,42:00.933
2023,Italy,1,10, Gasly,Alpine Renault,,,27.376,27.376
2023,Italy,1,24,Zhou ,Alfa Romeo Ferrari,,,24.396,24.396
2023,Italy,1,20, Magnussen,Haas Ferrari,,,24.660,24.660
2023,Italy,1,40, Lawson,AlphaTauri Honda RBPT,,,24.212,24.212
2023,Italy,1,27, Hulkenberg,Haas Ferrari,,,26.095,26.095
2023,Italy,1,2, Sargeant,Williams Mercedes,,,24.779,24.779
2023,Italy,1,23, Albon,Williams Mercedes,,,24.538,24.538
2023,Italy,1,55, Sainz,Ferrari,,,25.183,25.183
2023,Italy,1,63, Russell,Mercedes,,,24.215,24.215
2023,Italy,1,1, Verstappen,Red Bull Racing Honda RBPT,,,24.228,24.228
2023,Italy,1,16, Leclerc,Ferrari,,,23.931,23.931
2023,Italy,1,18, Stroll,Aston Martin Aramco Mercedes,,,25.667,25.667
2023,Italy,1,11, Perez,Red Bull Racing Honda RBPT,,,23.819,23.819
2023,Italy,1,14, Alonso,Aston Martin Aramco Mercedes,,,24.798,24.798
2023,Italy,1,4, Norris,McLaren Mercedes,,,23.727,23.727
2023,Italy,1,81, Piastri,McLaren Mercedes,,,24.133,24.133
2023,Italy,1,31, Ocon,Alpine Renault,,,24.249,24.249
2023,Italy,1,77, Bottas,Alfa Romeo Ferrari,,,24.658,24.658
2023,Italy,1,44, Hamilton,Mercedes,,,24.255,24.255
2023,Italy,2,10, Gasly,Alpine Renault,,,24.686,52.062
2023,Italy,2,40, Lawson,AlphaTauri Honda RBPT,,,24.281,48.493
2023,Italy,2,24,Zhou ,Alfa Romeo Ferrari,,,25.959,50.355
2023,Italy,2,20, Magnussen,Haas Ferrari,,,24.765,49.425
2023,Italy,2,27, Hulkenberg,Haas Ferrari,,,24.328,50.423
2023,Italy,2,81, Piastri,McLaren Mercedes,,,31.799,55.932
2023,Singapore,1,24,Zhou ,Alfa Romeo Ferrari,,,30.032,30.032
2023,Singapore,1,2, Sargeant,Williams Mercedes,,,1:03.543,1:03.543
2023,Singapore,1,55, Sainz,Ferrari,,,29.499,29.499
2023,Singapore,1,16, Leclerc,Ferrari,,,32.888,32.888
2023,Singapore,1,63, Russell,Mercedes,,,29.976,29.976
2023,Singapore,1,4, Norris,McLaren Mercedes,,,29.485,29.485
2023,Singapore,1,44, Hamilton,Mercedes,,,32.631,32.631
2023,Singapore,1,14, Alonso,Aston Martin Aramco Mercedes,,,30.670,30.670
2023,Singapore,1,31, Ocon,Alpine Renault,,,29.755,29.755
2023,Singapore,1,20, Magnussen,Haas Ferrari,,,31.475,31.475
2023,Singapore,1,27, Hulkenberg,Haas Ferrari,,,35.497,35.497
2023,Singapore,1,10, Gasly,Alpine Renault,,,31.802,31.802
2023,Singapore,1,40, Lawson,AlphaTauri Honda RBPT,,,32.348,32.348
2023,Singapore,1,81, Piastri,McLaren Mercedes,,,29.369,29.369
2023,Singapore,1,23, Albon,Williams Mercedes,,,30.138,30.138
2023,Singapore,2,24,Zhou ,Alfa Romeo Ferrari,,,30.637,1:00.669
2023,Singapore,1,11, Perez,Red Bull Racing Honda RBPT,,,28.977,28.977
2023,Singapore,1,1, Verstappen,Red Bull Racing Honda RBPT,,,29.698,29.698
2023,Singapore,1,77, Bottas,Alfa Romeo Ferrari,,,30.487,30.487
2023,Singapore,2,23, Albon,Williams Mercedes,,,29.787,59.925
2023,Singapore,2,20, Magnussen,Haas Ferrari,,,33.078,1:04.553
2023,Singapore,2,2, Sargeant,Williams Mercedes,,,31.018,1:34.561
2023,Singapore,2,63, Russell,Mercedes,,,30.039,1:00.015
2023,Singapore,2,44, Hamilton,Mercedes,,,33.581,1:06.212
2023,Singapore,2,14, Alonso,Aston Martin Aramco Mercedes,,,52.708,1:23.378
2023,Japan,1,23, Albon,Williams Mercedes,,,50.143,50.143
2023,Japan,1,24,Zhou ,Alfa Romeo Ferrari,,,41.041,41.041
2023,Japan,1,31, Ocon,Alpine Renault,,,27.056,27.056
2023,Japan,1,77, Bottas,Alfa Romeo Ferrari,,,55.802,55.802
2023,Japan,1,11, Perez,Red Bull Racing Honda RBPT,,,32.450,32.450
2023,Japan,1,2, Sargeant,Williams Mercedes,,,32.715,32.715
2023,Japan,2,2, Sargeant,Williams Mercedes,,,43.868,1:16.583
2023,Japan,2,77, Bottas,Alfa Romeo Ferrari,,,53.512,1:49.314
2023,Japan,1,27, Hulkenberg,Haas Ferrari,,,23.520,23.520
2023,Japan,1,22, Tsunoda,AlphaTauri Honda RBPT,,,22.944,22.944
2023,Japan,1,40, Lawson,AlphaTauri Honda RBPT,,,23.136,23.136
2023,Japan,2,24,Zhou ,Alfa Romeo Ferrari,,,24.091,1:05.132
2023,Japan,1,14, Alonso,Aston Martin Aramco Mercedes,,,24.086,24.086
2023,Japan,2,11, Perez,Red Bull Racing Honda RBPT,,,41.499,1:13.949
2023,Japan,1,20, Magnussen,Haas Ferrari,,,23.816,23.816
2023,Japan,1,81, Piastri,McLaren Mercedes,,,24.455,24.455
2023,Japan,2,23, Albon,Williams Mercedes,,,52.165,1:42.308
2023,Japan,1,18, Stroll,Aston Martin Aramco Mercedes,,,23.441,23.441
2023,Japan,3,11, Perez,Red Bull Racing Honda RBPT,,,41:25.913,42:39.862
2023,Japan,1,1, Verstappen,Red Bull Racing Honda RBPT,,,24.382,24.382
2023,Japan,1,44, Hamilton,Mercedes,,,24.841,24.841
2023,Japan,1,4, Norris,McLaren Mercedes,,,23.523,23.523
2023,Japan,1,16, Leclerc,Ferrari,,,23.197,23.197
2023,Japan,1,55, Sainz,Ferrari,,,23.075,23.075
2023,Japan,1,10, Gasly,Alpine Renault,,,24.488,24.488
2023,Japan,2,27, Hulkenberg,Haas Ferrari,,,23.660,47.180
2023,Japan,3,2, Sargeant,Williams Mercedes,,,35.182,1:51.765
2023,Japan,1,63, Russell,Mercedes,,,24.034,24.034
2023,Japan,2,14, Alonso,Aston Martin Aramco Mercedes,,,24.294,48.380
2023,Japan,2,40, Lawson,AlphaTauri Honda RBPT,,,23.671,46.807
2023,Japan,2,31, Ocon,Alpine Renault,,,23.789,50.845
2023,Japan,3,24,Zhou ,Alfa Romeo Ferrari,,,24.116,1:29.248
2023,Japan,2,22, Tsunoda,AlphaTauri Honda RBPT,,,23.327,46.271
2023,Japan,2,20, Magnussen,Haas Ferrari,,,23.858,47.674
2023,Japan,2,16, Leclerc,Ferrari,,,22.926,46.123
2023,Japan,2,44, Hamilton,Mercedes,,,23.631,48.472
2023,Japan,2,10, Gasly,Alpine Renault,,,24.651,49.139
2023,Japan,2,81, Piastri,McLaren Mercedes,,,23.198,47.653
2023,Japan,2,4, Norris,McLaren Mercedes,,,23.182,46.705
2023,Japan,2,1, Verstappen,Red Bull Racing Honda RBPT,,,23.696,48.078
2023,Japan,3,27, Hulkenberg,Haas Ferrari,,,23.338,1:10.518
2023,Japan,2,55, Sainz,Ferrari,,,23.374,46.449
2023,Japan,4,11, Perez,Red Bull Racing Honda RBPT,,,30.651,43:10.513
2023,Qatar,1,63, Russell,Mercedes,,,39.686,39.686
2023,Qatar,1,77, Bottas,Alfa Romeo Ferrari,,,29.977,29.977
2023,Qatar,1,20, Magnussen,Haas Ferrari,,,28.743,28.743
2023,Qatar,1,18, Stroll,Aston Martin Aramco Mercedes,,,28.886,28.886
2023,Qatar,1,40, Lawson,AlphaTauri Honda RBPT,,,29.330,29.330
2023,Qatar,1,22, Tsunoda,AlphaTauri Honda RBPT,,,27.781,27.781
2023,Qatar,1,31, Ocon,Alpine Renault,,,28.961,28.961
2023,Qatar,1,14, Alonso,Aston Martin Aramco Mercedes,,,28.373,28.373
2023,Qatar,1,10, Gasly,Alpine Renault,,,28.429,28.429
2023,Qatar,1,81, Piastri,McLaren Mercedes,,,28.875,28.875
2023,Qatar,1,16, Leclerc,Ferrari,,,28.228,28.228
2023,Qatar,1,4, Norris,McLaren Mercedes,,,28.134,28.134
2023,Qatar,1,27, Hulkenberg,Haas Ferrari,,,39.879,39.879
2023,Qatar,1,2, Sargeant,Williams Mercedes,,,29.436,29.436
2023,Qatar,2,63, Russell,Mercedes,,,28.542,1:08.228
2023,Qatar,1,1, Verstappen,Red Bull Racing Honda RBPT,,,28.233,28.233
2023,Qatar,1,11, Perez,Red Bull Racing Honda RBPT,,,27.808,27.808
2023,Qatar,1,23, Albon,Williams Mercedes,,,29.253,29.253
2023,Qatar,1,24,Zhou ,Alfa Romeo Ferrari,,,28.984,28.984
2023,Qatar,2,77, Bottas,Alfa Romeo Ferrari,,,29.387,59.364
2023,Qatar,2,18, Stroll,Aston Martin Aramco Mercedes,,,28.156,57.042
2023,Qatar,2,20, Magnussen,Haas Ferrari,,,28.948,57.691
2023,Qatar,2,40, Lawson,AlphaTauri Honda RBPT,,,28.665,57.995
2023,Qatar,2,22, Tsunoda,AlphaTauri Honda RBPT,,,27.596,55.377
2023,Qatar,2,81, Piastri,McLaren Mercedes,,,27.868,56.743
2023,Qatar,2,16, Leclerc,Ferrari,,,27.873,56.101
2023,Qatar,2,31, Ocon,Alpine Renault,,,28.969,57.930
2023,Qatar,2,14, Alonso,Aston Martin Aramco Mercedes,,,28.432,56.805
2023,Qatar,2,10, Gasly,Alpine Renault,,,30.192,58.621
2023,Qatar,2,2, Sargeant,Williams Mercedes,,,29.373,58.809
2023,Qatar,2,4, Norris,McLaren Mercedes,,,27.611,55.745
2023,Qatar,2,27, Hulkenberg,Haas Ferrari,,,28.274,1:08.153
2023,Qatar,2,11, Perez,Red Bull Racing Honda RBPT,,,33.246,1:01.054
2023,Qatar,2,23, Albon,Williams Mercedes,,,28.747,58.000
2023,Qatar,3,63, Russell,Mercedes,,,28.314,1:36.542
2023,Qatar,2,1, Verstappen,Red Bull Racing Honda RBPT,,,28.103,56.336
2023,Qatar,2,24,Zhou ,Alfa Romeo Ferrari,,,28.854,57.838
2023,Qatar,3,77, Bottas,Alfa Romeo Ferrari,,,28.946,1:28.310
2023,Qatar,3,18, Stroll,Aston Martin Aramco Mercedes,,,29.399,1:26.441
2023,Qatar,3,20, Magnussen,Haas Ferrari,,,30.331,1:28.022
2023,Qatar,3,40, Lawson,AlphaTauri Honda RBPT,,,28.171,1:26.166
2023,Qatar,3,27, Hulkenberg,Haas Ferrari,,,28.591,1:36.744
2023,Qatar,3,22, Tsunoda,AlphaTauri Honda RBPT,,,27.809,1:23.186
2023,Qatar,3,81, Piastri,McLaren Mercedes,,,27.489,1:24.232
2023,Qatar,3,16, Leclerc,Ferrari,,,27.513,1:23.614
2023,Qatar,3,31, Ocon,Alpine Renault,,,29.169,1:27.099
2023,Qatar,3,11, Perez,Red Bull Racing Honda RBPT,,,33.165,1:34.219
2023,Qatar,3,4, Norris,McLaren Mercedes,,,27.677,1:23.422
2023,Qatar,3,14, Alonso,Aston Martin Aramco Mercedes,,,28.393,1:25.198
2023,Qatar,3,10, Gasly,Alpine Renault,,,34.856,1:33.477
2023,Qatar,3,23, Albon,Williams Mercedes,,,28.981,1:26.981
2023,Qatar,4,63, Russell,Mercedes,,,28.191,2:04.733
2023,Qatar,3,1, Verstappen,Red Bull Racing Honda RBPT,,,29.726,1:26.062
2023,Qatar,3,24,Zhou ,Alfa Romeo Ferrari,,,28.815,1:26.653
2023,United States,1,24,Zhou ,Alfa Romeo Ferrari,,,25.636,25.636
2023,United States,1,23, Albon,Williams Mercedes,,,24.563,24.563
2023,United States,1,77, Bottas,Alfa Romeo Ferrari,,,24.783,24.783
2023,United States,1,20, Magnussen,Haas Ferrari,,,25.067,25.067
2023,United States,1,2, Sargeant,Williams Mercedes,,,24.990,24.990
2023,United States,1,1, Verstappen,Red Bull Racing Honda RBPT,,,23.756,23.756
2023,United States,1,4, Norris,McLaren Mercedes,,,24.155,24.155
2023,United States,1,55, Sainz,Ferrari,,,23.668,23.668
