year,race,position,number,driver,car,time,laps
1995,San Marino,17,25, Suzuki,Ligier Mugen Honda,1:32.297,11
1995,San Marino,18,23, Martini,Minardi Ford,1:32.445,8
1995,San Marino,19,10, Inoue,Footwork Hart,1:32.988,12
1995,San Marino,20,24, Badoer,Minardi Ford,1:33.071,12
1995,San Marino,21,29, Wendlinger,Sauber Ford,1:33.494,11
1995,San Marino,22,16, Gachot,Pacific Ilmor,1:33.892,12
1995,San Marino,23,11, Schiattarella,Simtek Ford,1:33.965,9
1995,San Marino,24,17, Montermini,Pacific Ilmor,1:35.169,11
1995,San Marino,25,21, Diniz,Forti Ford,1:36.686,12
1995,San Marino,26,22, Moreno,Forti Ford,1:37.612,5
1995,Spain,1,27, Alesi,Ferrari,1:23.104,9
1995,Spain,2,28, Berger,Ferrari,1:23.458,11
1995,Spain,3,6, Coulthard,Williams Renault,1:23.496,10
1995,Spain,4,1, Schumacher,Benetton Renault,1:23.535,8
1995,Spain,5,5, Hill,Williams Renault,1:24.356,9
1995,Spain,6,8, Hakkinen,McLaren Mercedes,1:24.427,12
1995,Spain,7,2, Herbert,Benetton Renault,1:24.461,10
1995,Spain,8,15, Irvine,Jordan Peugeot,1:24.891,12
1995,Spain,9,30, Frentzen,Sauber Ford,1:25.655,12
1995,Spain,10,26, Panis,Ligier Mugen Honda,1:25.902,12
1995,Spain,11,3, Katayama,Tyrrell Yamaha,1:26.033,12
1995,Spain,12,7, Mansell,McLaren Mercedes,1:26.246,11
1995,Spain,13,14, Barrichello,Jordan Peugeot,1:26.413,3
1995,Spain,14,4, Salo,Tyrrell Yamaha,1:26.462,10
1995,Spain,15,25, Brundle,Ligier Mugen Honda,1:26.747,12
1995,Spain,16,10, Inoue,Footwork Hart,1:26.846,12
1995,Spain,17,9, Morbidelli,Footwork Hart,1:27.280,11
1995,Spain,18,12, Verstappen,Simtek Ford,1:27.666,6
1995,Spain,19,23, Martini,Minardi Ford,1:28.008,12
1995,Spain,20,29, Wendlinger,Sauber Ford,1:28.305,12
1995,Spain,21,11, Schiattarella,Simtek Ford,1:28.312,11
1995,Spain,22,24, Badoer,Minardi Ford,1:28.563,12
1995,Spain,23,17, Montermini,Pacific Ilmor,1:29.942,10
1995,Spain,24,16, Gachot,Pacific Ilmor,1:30.429,12
1995,Spain,25,21, Diniz,Forti Ford,1:30.578,12
1995,Spain,26,22, Moreno,Forti Ford,1:31.063,11
1995,Monaco,1,27, Alesi,Ferrari,1:23.754,8
1995,Monaco,2,1, Schumacher,Benetton Renault,1:24.146,9
1995,Monaco,3,28, Berger,Ferrari,1:24.509,8
1995,Monaco,4,5, Hill,Williams Renault,1:24.659,12
1995,Monaco,5,8, Hakkinen,McLaren Mercedes,1:24.831,11
1995,Monaco,6,2, Herbert,Benetton Renault,1:25.623,10
1995,Monaco,7,30, Frentzen,Sauber Ford,1:25.661,11
1995,Monaco,8,7, Blundell,McLaren Mercedes,1:26.017,7
1995,Monaco,9,15, Irvine,Jordan Peugeot,1:26.447,12
1995,Monaco,10,25, Brundle,Ligier Mugen Honda,1:26.457,6
1995,Monaco,11,6, Coulthard,Williams Renault,1:26.556,11
1995,Monaco,12,26, Panis,Ligier Mugen Honda,1:26.579,12
1995,Monaco,13,14, Barrichello,Jordan Peugeot,1:26.787,12
1995,Monaco,14,9, Morbidelli,Footwork Hart,1:26.828,11
1995,Monaco,15,24, Badoer,Minardi Ford,1:27.615,12
1995,Monaco,16,23, Martini,Minardi Ford,1:27.714,10
1995,Monaco,17,4, Salo,Tyrrell Yamaha,1:28.123,12
1995,Monaco,18,3, Katayama,Tyrrell Yamaha,1:28.439,11
1995,Monaco,19,12, Verstappen,Simtek Ford,1:29.391,4
1995,Monaco,20,11, Schiattarella,Simtek Ford,1:29.439,5
1995,Monaco,21,29, Boullion,Sauber Ford,1:30.014,11
1995,Monaco,22,17, Montermini,Pacific Ilmor,1:30.149,12
1995,Monaco,23,22, Moreno,Forti Ford,1:30.461,6
1995,Monaco,24,10, Inoue,Footwork Hart,1:31.542,8
1995,Monaco,25,21, Diniz,Forti Ford,1:34.963,5
1995,Monaco,26,16, Gachot,Pacific Ilmor,13:33.570,1
1995,Canada,1,1, Schumacher,Benetton Renault,1:27.661,11
1995,Canada,2,5, Hill,Williams Renault,1:28.039,12
1995,Canada,3,28, Berger,Ferrari,1:28.247,9
1995,Canada,4,27, Alesi,Ferrari,1:28.525,8
1995,Canada,5,6, Coulthard,Williams Renault,1:28.590,12
1995,Canada,6,15, Irvine,Jordan Peugeot,1:29.021,12
1995,Canada,7,2, Herbert,Benetton Renault,1:29.295,9
1995,Canada,8,14, Barrichello,Jordan Peugeot,1:29.393,10
1995,Canada,9,8, Hakkinen,McLaren Mercedes,1:29.406,9
1995,Canada,10,26, Panis,Ligier Mugen Honda,1:29.809,10
1995,Canada,11,7, Blundell,McLaren Mercedes,1:30.279,12
1995,Canada,12,30, Frentzen,Sauber Ford,1:30.285,12
1995,Canada,13,4, Salo,Tyrrell Yamaha,1:30.657,12
1995,Canada,14,9, Morbidelli,Footwork Hart,1:30.854,11
1995,Canada,15,25, Brundle,Ligier Mugen Honda,1:30.880,5
1995,Canada,16,23, Martini,Minardi Ford,1:31.859,12
1995,Canada,17,29, Boullion,Sauber Ford,1:31.925,12
1995,Canada,18,3, Katayama,Tyrrell Yamaha,1:31.958,6
1995,Canada,19,24, Badoer,Minardi Ford,1:32.453,12
1995,Canada,20,10, Inoue,Footwork Hart,1:32.995,12
1995,Canada,21,16, Gachot,Pacific Ilmor,1:33.866,12
1995,Canada,22,17, Montermini,Pacific Ilmor,1:33.910,9
1995,Canada,23,22, Moreno,Forti Ford,1:34.000,12
1995,Canada,24,21, Diniz,Forti Ford,1:36.187,7
1995,France,1,5, Hill,Williams Renault,1:18.556,12
1995,France,2,6, Coulthard,Williams Renault,1:18.585,11
1995,France,3,1, Schumacher,Benetton Renault,1:18.893,12
1995,France,4,28, Berger,Ferrari,1:19.051,9
1995,France,5,27, Alesi,Ferrari,1:19.254,10
1995,France,6,25, Brundle,Ligier Mugen Honda,1:19.384,9
1995,France,7,26, Panis,Ligier Mugen Honda,1:19.466,11
1995,France,8,2, Herbert,Benetton Renault,1:19.555,9
1995,France,9,14, Barrichello,Jordan Peugeot,1:19.763,12
1995,France,10,8, Hakkinen,McLaren Mercedes,1:20.218,10
1995,France,11,15, Irvine,Jordan Peugeot,1:20.713,8
1995,France,12,7, Blundell,McLaren Mercedes,1:20.804,12
1995,France,13,30, Frentzen,Sauber Ford,1:21.111,8
1995,France,14,9, Morbidelli,Footwork Hart,1:21.756,12
1995,France,15,4, Salo,Tyrrell Yamaha,1:21.921,12
1995,France,16,29, Boullion,Sauber Ford,1:22.372,11
1995,France,17,3, Katayama,Tyrrell Yamaha,1:22.959,4
1995,France,18,10, Inoue,Footwork Hart,1:23.355,12
1995,France,19,17, Montermini,Pacific Ilmor,1:24.172,11
1995,France,20,16, Gachot,Pacific Ilmor,1:24.509,9
1995,France,21,21, Diniz,Forti Ford,1:25.787,9
1995,France,22,22, Moreno,Forti Ford,1:26.445,9
1995,Great Britain,1,5, Hill,Williams Renault,1:28.124,11
1995,Great Britain,2,1, Schumacher,Benetton Renault,1:28.397,11
1995,Great Britain,3,6, Coulthard,Williams Renault,1:28.947,12
1995,Great Britain,4,28, Berger,Ferrari,1:29.657,8
1995,Great Britain,5,2, Herbert,Benetton Renault,1:29.867,11
1995,Great Britain,6,27, Alesi,Ferrari,1:29.874,12
1995,Great Britain,7,15, Irvine,Jordan Peugeot,1:30.083,9
1995,Great Britain,8,8, Hakkinen,McLaren Mercedes,1:30.140,12
1995,Great Britain,9,14, Barrichello,Jordan Peugeot,1:30.354,12
1995,Great Britain,10,7, Blundell,McLaren Mercedes,1:30.453,11
1995,Great Britain,11,25, Brundle,Ligier Mugen Honda,1:30.946,11
1995,Great Britain,12,30, Frentzen,Sauber Ford,1:31.602,11
1995,Great Britain,13,26, Panis,Ligier Mugen Honda,1:31.842,11
1995,Great Britain,14,3, Katayama,Tyrrell Yamaha,1:32.087,12
1995,Great Britain,15,23, Martini,Minardi Ford,1:32.259,12
1995,Great Britain,16,29, Boullion,Sauber Ford,1:33.166,12
1995,Great Britain,17,9, Papis,Footwork Hart,1:34.154,10
1995,Great Britain,18,24, Badoer,Minardi Ford,1:34.556,8
1995,Great Britain,19,10, Inoue,Footwork Hart,1:35.323,12
1995,Great Britain,20,21, Diniz,Forti Ford,1:36.023,12
1995,Great Britain,21,16, Gachot,Pacific Ilmor,1:36.076,7
1995,Great Britain,22,22, Moreno,Forti Ford,1:36.651,12
1995,Germany,1,5, Hill,Williams Renault,1:44.932,12
1995,Germany,2,6, Coulthard,Williams Renault,1:45.306,12
1995,Germany,3,1, Schumacher,Benetton Renault,1:45.505,12
1995,Germany,4,8, Hakkinen,McLaren Mercedes,1:46.291,7
1995,Germany,5,27, Alesi,Ferrari,1:46.356,12
1995,Germany,6,2, Herbert,Benetton Renault,1:46.381,12
1995,Germany,7,28, Berger,Ferrari,1:46.482,12
1995,Germany,8,15, Irvine,Jordan Peugeot,1:46.916,11
1995,Germany,9,26, Panis,Ligier Mugen Honda,1:47.372,12
1995,Germany,10,30, Frentzen,Sauber Ford,1:47.769,11
1995,Germany,11,7, Blundell,McLaren Mercedes,1:47.854,8
1995,Germany,12,14, Barrichello,Jordan Peugeot,1:48.203,9
1995,Germany,13,29, Boullion,Sauber Ford,1:48.526,11
1995,Germany,14,4, Salo,Tyrrell Yamaha,1:49.505,12
1995,Germany,15,9, Papis,Footwork Hart,1:49.621,12
1995,Germany,16,24, Badoer,Minardi Ford,1:50.409,12
1995,Germany,17,10, Inoue,Footwork Hart,1:50.451,12
1995,Germany,18,23, Martini,Minardi Ford,1:51.368,12
1995,Germany,19,22, Moreno,Forti Ford,1:53.456,12
1995,Germany,20,17, Montermini,Pacific Ilmor,1:53.492,5
1995,Germany,21,21, Diniz,Forti Ford,1:54.303,12
1995,Germany,22,16, Lavaggi,Pacific Ilmor,1:54.625,11
1995,Germany,23,3, Katayama,Tyrrell Yamaha,1:56.518,5
1995,Germany,24,25, Suzuki,Ligier Mugen Honda,2:04.193,3
1995,Hungary,1,5, Hill,Williams Renault,1:18.374,10
1995,Hungary,2,6, Coulthard,Williams Renault,1:19.000,12
1995,Hungary,3,28, Berger,Ferrari,1:19.033,9
1995,Hungary,4,1, Schumacher,Benetton Renault,1:19.490,11
1995,Hungary,5,27, Alesi,Ferrari,1:20.134,4
1995,Hungary,6,8, Hakkinen,McLaren Mercedes,1:20.577,10
1995,Hungary,7,26, Panis,Ligier Mugen Honda,1:20.952,6
1995,Hungary,8,30, Frentzen,Sauber Ford,1:21.234,6
1995,Hungary,9,15, Irvine,Jordan Peugeot,1:21.246,9
1995,Hungary,10,7, Blundell,McLaren Mercedes,1:21.663,12
1995,Hungary,11,25, Brundle,Ligier Mugen Honda,1:21.818,12
1995,Hungary,12,14, Barrichello,Jordan Peugeot,1:21.874,11
1995,Hungary,13,2, Herbert,Benetton Renault,1:21.878,12
1995,Hungary,14,24, Badoer,Minardi Ford,1:22.345,12
1995,Hungary,15,23, Lamy,Minardi Ford,1:22.600,12
1995,Hungary,16,29, Boullion,Sauber Ford,1:22.766,7
1995,Hungary,17,3, Katayama,Tyrrell Yamaha,1:22.866,11
1995,Hungary,18,9, Papis,Footwork Hart,1:23.275,10
1995,Hungary,19,4, Salo,Tyrrell Yamaha,1:24.440,2
1995,Hungary,20,10, Inoue,Footwork Hart,1:24.656,12
1995,Hungary,21,17, Montermini,Pacific Ilmor,1:25.465,7
1995,Hungary,22,21, Diniz,Forti Ford,1:25.934,11
1995,Hungary,23,22, Moreno,Forti Ford,1:26.059,12
1995,Hungary,24,16, Lavaggi,Pacific Ilmor,1:27.342,12
1995,Belgium,1,28, Berger,Ferrari,2:14.744,8
1995,Belgium,2,1, Schumacher,Benetton Renault,2:14.962,7
1995,Belgium,3,27, Alesi,Ferrari,2:15.077,10
1995,Belgium,4,5, Hill,Williams Renault,2:15.143,11
1995,Belgium,5,6, Coulthard,Williams Renault,2:15.232,9
1995,Belgium,6,30, Frentzen,Sauber Ford,2:15.533,12
1995,Belgium,7,8, Hakkinen,McLaren Mercedes,2:15.848,11
1995,Belgium,8,15, Irvine,Jordan Peugeot,2:16.540,11
1995,Belgium,9,14, Barrichello,Jordan Peugeot,2:17.144,9
1995,Belgium,10,25, Brundle,Ligier Mugen Honda,2:17.207,11
1995,Belgium,11,24, Badoer,Minardi Ford,2:17.335,11
1995,Belgium,12,29, Boullion,Sauber Ford,2:17.406,12
1995,Belgium,13,26, Panis,Ligier Mugen Honda,2:17.579,11
1995,Belgium,14,4, Salo,Tyrrell Yamaha,2:18.104,10
1995,Belgium,15,7, Blundell,McLaren Mercedes,2:18.136,9
1995,Belgium,16,3, Katayama,Tyrrell Yamaha,2:18.194,11
1995,Belgium,17,23, Lamy,Minardi Ford,2:18.547,12
1995,Belgium,18,9, Papis,Footwork Hart,2:19.300,12
1995,Belgium,19,10, Inoue,Footwork Hart,2:23.311,10
1995,Belgium,20,22, Moreno,Forti Ford,2:23.417,9
1995,Belgium,21,17, Montermini,Pacific Ilmor,2:25.291,5
1995,Belgium,22,21, Diniz,Forti Ford,2:25.699,7
1995,Belgium,23,16, Lavaggi,Pacific Ilmor,2:26.311,8
1995,Italy,1,6, Coulthard,Williams Renault,1:25.516,12
1995,Italy,2,28, Berger,Ferrari,1:25.904,8
1995,Italy,3,5, Hill,Williams Renault,1:25.912,12
1995,Italy,4,1, Schumacher,Benetton Renault,1:26.098,11
1995,Italy,5,27, Alesi,Ferrari,1:26.323,11
1995,Italy,6,2, Herbert,Benetton Renault,1:26.631,12
1995,Italy,7,14, Barrichello,Jordan Peugeot,1:26.981,12
1995,Italy,8,30, Frentzen,Sauber Ford,1:27.245,12
1995,Italy,9,7, Blundell,McLaren Mercedes,1:27.308,12
1995,Italy,10,15, Irvine,Jordan Peugeot,1:27.573,12
1995,Italy,11,26, Panis,Ligier Mugen Honda,1:28.418,8
1995,Italy,12,8, Hakkinen,McLaren Mercedes,1:28.895,6
1995,Italy,13,25, Brundle,Ligier Mugen Honda,1:29.200,12
1995,Italy,14,4, Salo,Tyrrell Yamaha,1:29.535,12
1995,Italy,15,23, Lamy,Minardi Ford,1:29.936,12
1995,Italy,16,10, Inoue,Footwork Hart,1:30.632,12
1995,Italy,17,24, Badoer,Minardi Ford,1:30.731,12
1995,Italy,18,29, Boullion,Sauber Ford,1:30.997,8
1995,Italy,19,3, Katayama,Tyrrell Yamaha,1:31.399,8
1995,Italy,20,17, Montermini,Pacific Ilmor,1:32.121,12
1995,Italy,21,22, Moreno,Forti Ford,1:32.491,12
1995,Italy,22,21, Diniz,Forti Ford,1:32.540,10
1995,Italy,23,16, Lavaggi,Pacific Ilmor,1:32.935,11
1995,Italy,24,9, Papis,Footwork Hart,43:10.257,1
1995,Portugal,1,5, Hill,Williams Renault,1:21.322,11
1995,Portugal,2,6, Coulthard,Williams Renault,1:21.423,10
1995,Portugal,3,1, Schumacher,Benetton Renault,1:21.885,9
1995,Portugal,4,28, Berger,Ferrari,1:22.281,9
1995,Portugal,5,27, Alesi,Ferrari,1:22.656,9
1995,Portugal,6,15, Irvine,Jordan Peugeot,1:22.957,6
1995,Portugal,7,8, Hakkinen,McLaren Mercedes,1:23.064,10
1995,Portugal,8,14, Barrichello,Jordan Peugeot,1:23.142,10
1995,Portugal,9,25, Brundle,Ligier Mugen Honda,1:23.244,11
1995,Portugal,10,26, Panis,Ligier Mugen Honda,1:23.284,11
1995,Portugal,11,30, Frentzen,Sauber Ford,1:23.485,10
1995,Portugal,12,2, Herbert,Benetton Renault,1:23.786,11
1995,Portugal,13,7, Blundell,McLaren Mercedes,1:24.583,10
1995,Portugal,14,3, Katayama,Tyrrell Yamaha,1:24.631,9
1995,Portugal,15,10, Inoue,Footwork Hart,1:24.883,12
1995,Portugal,16,4, Salo,Tyrrell Yamaha,1:24.942,11
1995,Portugal,17,9, Papis,Footwork Hart,1:25.696,12
1995,Portugal,18,24, Badoer,Minardi Ford,1:25.746,11
1995,Portugal,19,23, Lamy,Minardi Ford,1:26.210,11
1995,Portugal,20,17, Montermini,Pacific Ilmor,1:27.659,4
1995,Portugal,21,22, Moreno,Forti Ford,1:28.672,12
1995,Portugal,22,21, Diniz,Forti Ford,1:29.137,4
1995,Portugal,23,29, Boullion,Sauber Ford,14:20.150,1
1995,Europe,1,6, Coulthard,Williams Renault,1:18.738,10
1995,Europe,2,5, Hill,Williams Renault,1:18.972,11
1995,Europe,3,1, Schumacher,Benetton Renault,1:19.470,11
1995,Europe,4,28, Berger,Ferrari,1:19.821,9
1995,Europe,5,15, Irvine,Jordan Peugeot,1:20.488,9
1995,Europe,6,27, Alesi,Ferrari,1:20.521,5
1995,Europe,7,2, Herbert,Benetton Renault,1:20.653,12
1995,Europe,8,30, Frentzen,Sauber Ford,1:20.762,12
1995,Europe,9,8, Hakkinen,McLaren Mercedes,1:20.866,11
1995,Europe,10,7, Blundell,McLaren Mercedes,1:20.909,11
1995,Europe,11,14, Barrichello,Jordan Peugeot,1:21.350,12
1995,Europe,12,25, Brundle,Ligier Mugen Honda,1:21.541,11
1995,Europe,13,29, Boullion,Sauber Ford,1:22.059,9
1995,Europe,14,26, Panis,Ligier Mugen Honda,1:22.062,2
1995,Europe,15,4, Salo,Tyrrell Yamaha,1:23.058,11
1995,Europe,16,23, Lamy,Minardi Ford,1:23.328,9
1995,Europe,17,9, Papis,Footwork Hart,1:23.689,5
1995,Europe,18,24, Badoer,Minardi Ford,1:23.760,12
1995,Europe,19,3, Tarquini,Tyrrell Yamaha,1:24.286,6
1995,Europe,20,17, Montermini,Pacific Ilmor,1:24.696,12
1995,Europe,21,21, Diniz,Forti Ford,1:25.647,11
1995,Europe,22,10, Inoue,Footwork Hart,1:26.667,4
1995,Europe,23,22, Moreno,Forti Ford,1:26.784,12
1995,Europe,24,16, Deletraz,Pacific Ilmor,1:27.853,12
1995,Pacific,1,6, Coulthard,Williams Renault,1:14.182,10
1995,Pacific,2,5, Hill,Williams Renault,1:14.289,11
1995,Pacific,3,1, Schumacher,Benetton Renault,1:14.524,12
1995,Pacific,4,27, Alesi,Ferrari,1:14.919,9
1995,Pacific,5,28, Berger,Ferrari,1:14.974,8
1995,Pacific,6,2, Herbert,Benetton Renault,1:15.561,12
1995,Pacific,7,7, Blundell,McLaren Mercedes,1:15.652,10
1995,Pacific,8,15, Irvine,Jordan Peugeot,1:15.696,12
1995,Pacific,9,30, Frentzen,Sauber Ford,1:15.942,8
1995,Pacific,10,14, Barrichello,Jordan Peugeot,1:16.263,11
1995,Pacific,11,8, Magnussen,McLaren Mercedes,1:16.339,11
1995,Pacific,12,29, Boullion,Sauber Ford,1:16.646,10
1995,Pacific,13,25, Suzuki,Ligier Mugen Honda,1:17.019,11
1995,Pacific,14,26, Panis,Ligier Mugen Honda,1:17.071,8
1995,Pacific,15,4, Salo,Tyrrell Yamaha,1:17.213,12
1995,Pacific,16,23, Lamy,Minardi Ford,1:17.224,12
1995,Pacific,17,3, Katayama,Tyrrell Yamaha,1:17.265,12
1995,Pacific,18,24, Badoer,Minardi Ford,1:17.612,12
1995,Pacific,19,9, Morbidelli,Footwork Hart,1:18.288,12
1995,Pacific,20,10, Inoue,Footwork Hart,1:19.471,12
1995,Pacific,21,22, Moreno,Forti Ford,1:19.745,11
1995,Pacific,22,21, Diniz,Forti Ford,1:20.555,10
1995,Pacific,23,17, Montermini,Pacific Ilmor,1:22.096,4
1995,Pacific,24,16, Gachot,Pacific Ilmor,1:22.710,7
1995,Japan,1,1, Schumacher,Benetton Renault,1:38.428,9
1995,Japan,2,5, Hill,Williams Renault,1:39.032,11
1995,Japan,3,8, Hakkinen,McLaren Mercedes,1:39.127,9
1995,Japan,4,27, Alesi,Ferrari,1:39.142,11
1995,Japan,5,6, Coulthard,Williams Renault,1:39.155,11
1995,Japan,6,30, Frentzen,Sauber Ford,1:40.010,10
1995,Japan,7,15, Irvine,Jordan Peugeot,1:40.153,9
1995,Japan,8,28, Berger,Ferrari,1:40.305,4
1995,Japan,9,2, Herbert,Benetton Renault,1:40.349,6
1995,Japan,10,14, Barrichello,Jordan Peugeot,1:40.381,11
1995,Japan,11,26, Panis,Ligier Mugen Honda,1:40.838,10
1995,Japan,12,4, Salo,Tyrrell Yamaha,1:41.355,11
1995,Japan,13,3, Katayama,Tyrrell Yamaha,1:41.977,9
1995,Japan,14,25, Suzuki,Ligier Mugen Honda,1:42.561,11
1995,Japan,15,9, Morbidelli,Footwork Hart,1:42.623,7
1995,Japan,16,23, Lamy,Minardi Ford,1:43.387,12
1995,Japan,17,29, Wendlinger,Sauber Ford,1:43.634,12
1995,Japan,18,24, Badoer,Minardi Ford,1:43.940,11
1995,Japan,19,10, Inoue,Footwork Hart,1:44.386,11
1995,Japan,20,21, Diniz,Forti Ford,1:46.654,12
1995,Japan,21,17, Montermini,Pacific Ilmor,1:46.869,9
1995,Japan,22,16, Gachot,Pacific Ilmor,1:48.824,8
1995,Japan,23,22, Moreno,Forti Ford,1:50.097,5
1995,Japan,24,7, Blundell,McLaren Mercedes,16:42.640,1
1995,Australia,1,5, Hill,Williams Renault,1:15.505,12
1995,Australia,2,6, Coulthard,Williams Renault,1:15.628,12
1995,Australia,3,28, Berger,Ferrari,1:15.932,12
1995,Australia,4,1, Schumacher,Benetton Renault,1:16.039,9
1995,Australia,5,14, Barrichello,Jordan Peugeot,1:16.725,11
1995,Australia,6,30, Frentzen,Sauber Ford,1:16.837,11
1995,Australia,7,15, Irvine,Jordan Peugeot,1:17.197,11
1995,Australia,8,2, Herbert,Benetton Renault,1:17.289,5
1995,Australia,9,7, Blundell,McLaren Mercedes,1:17.348,8
1995,Australia,10,25, Brundle,Ligier Mugen Honda,1:17.788,12
1995,Australia,11,26, Panis,Ligier Mugen Honda,1:18.033,11
1995,Australia,12,4, Salo,Tyrrell Yamaha,1:18.604,11
1995,Australia,13,9, Morbidelli,Footwork Hart,1:18.814,12
1995,Australia,14,3, Katayama,Tyrrell Yamaha,1:18.828,12
1995,Australia,15,23, Lamy,Minardi Ford,1:18.875,12
1995,Australia,16,24, Badoer,Minardi Ford,1:19.285,12
1995,Australia,17,29, Wendlinger,Sauber Ford,1:19.561,12
1995,Australia,18,10, Inoue,Footwork Hart,1:19.764,10
1995,Australia,19,22, Moreno,Forti Ford,1:21.419,12
1995,Australia,20,17, Montermini,Pacific Ilmor,1:21.659,5
1995,Australia,21,21, Diniz,Forti Ford,1:22.154,12
1995,Australia,22,16, Gachot,Pacific Ilmor,1:22.881,6
1995,Australia,23,8, Hakkinen,McLaren Mercedes,1:37.998,2
1995,Australia,24,27, Alesi,Ferrari,32:21.400,2
1994,Brazil,1,2, Senna,Williams Renault,1:16.386,11
1994,Brazil,2,5, Schumacher,Benetton Ford,1:16.575,11
1994,Brazil,3,27, Alesi,Ferrari,1:17.772,11
1994,Brazil,4,29, Wendlinger,Sauber Mercedes,1:17.982,12
1994,Brazil,5,7, Hakkinen,McLaren Peugeot,1:18.122,12
1994,Brazil,6,30, Frentzen,Sauber Mercedes,1:18.144,12
1994,Brazil,7,0, Hill,Williams Renault,1:18.270,12
1994,Brazil,8,23, Martini,Minardi Ford,1:18.659,11
1994,Brazil,9,9, Fittipaldi,Footwork Ford,1:18.730,12
1994,Brazil,10,14, Barrichello,Jordan Hart,1:18.759,12
1994,Brazil,11,6, Verstappen,Benetton Ford,1:18.787,12
1994,Brazil,12,8, Brundle,McLaren Peugeot,1:18.864,12
1994,Brazil,13,28, Berger,Ferrari,1:18.931,2
1994,Brazil,14,10, Morbidelli,Footwork Ford,1:18.970,11
1994,Brazil,15,20, Comas,Larrousse Ford,1:18.990,10
1994,Brazil,16,4, Blundell,Tyrrell Yamaha,1:19.045,8
1994,Brazil,17,15, Irvine,Jordan Hart,1:19.269,12
1994,Brazil,18,26, Panis,Ligier Renault,1:19.304,12
1994,Brazil,19,25, Bernard,Ligier Renault,1:19.396,10
1994,Brazil,20,24, Alboreto,Minardi Ford,1:19.517,12
1994,Brazil,21,3, Katayama,Tyrrell Yamaha,1:19.519,12
1994,Brazil,22,12, Herbert,Lotus Mugen Honda,1:19.798,12
1994,Brazil,23,19, Beretta,Larrousse Ford,1:19.922,8
1994,Brazil,24,11, Lamy,Lotus Mugen Honda,1:21.029,11
1994,Brazil,25,31, Brabham,Simtek Ford,1:22.266,7
1994,Brazil,26,34, Gachot,Pacific Ilmor,1:22.495,8
1994,Brazil,27,32, Ratzenberger,Simtek Ford,1:22.707,9
1994,Pacific,1,2, Senna,Williams Renault,1:10.218,11
1994,Pacific,2,5, Schumacher,Benetton Ford,1:10.440,9
1994,Pacific,3,0, Hill,Williams Renault,1:10.771,10
1994,Pacific,4,7, Hakkinen,McLaren Peugeot,1:11.683,9
1994,Pacific,5,28, Berger,Ferrari,1:11.744,8
1994,Pacific,6,8, Brundle,McLaren Peugeot,1:12.351,11
1994,Pacific,7,27, Larini,Ferrari,1:12.372,10
1994,Pacific,8,14, Barrichello,Jordan Hart,1:12.409,10
1994,Pacific,9,6, Verstappen,Benetton Ford,1:12.554,11
1994,Pacific,10,30, Frentzen,Sauber Mercedes,1:12.686,4
1994,Pacific,11,10, Morbidelli,Footwork Ford,1:12.866,10
1994,Pacific,12,4, Blundell,Tyrrell Yamaha,1:13.013,11
1994,Pacific,13,3, Katayama,Tyrrell Yamaha,1:13.013,11
1994,Pacific,14,20, Comas,Larrousse Ford,1:13.111,10
1994,Pacific,15,9, Fittipaldi,Footwork Ford,1:13.169,11
1994,Pacific,16,24, Alboreto,Minardi Ford,1:13.342,11
1994,Pacific,17,23, Martini,Minardi Ford,1:13.529,7
1994,Pacific,18,25, Bernard,Ligier Renault,1:13.613,8
1994,Pacific,19,29, Wendlinger,Sauber Mercedes,1:13.855,11
1994,Pacific,20,15, Suzuki,Jordan Hart,1:14.036,10
1994,Pacific,21,19, Beretta,Larrousse Ford,1:14.101,11
1994,Pacific,22,26, Panis,Ligier Renault,1:14.106,9
1994,Pacific,23,12, Herbert,Lotus Mugen Honda,1:14.538,11
1994,Pacific,24,11, Lamy,Lotus Mugen Honda,1:14.657,11
1994,Pacific,25,31, Brabham,Simtek Ford,1:14.946,11
1994,Pacific,26,34, Gachot,Pacific Ilmor,1:16.927,10
1994,Pacific,27,33, Belmondo,Pacific Ilmor,1:18.671,11
1994,San Marino,1,2, Senna,Williams Renault,1:21.548,10
1994,San Marino,2,5, Schumacher,Benetton Ford,1:22.015,7
1994,San Marino,3,28, Berger,Ferrari,1:22.110,35
1994,San Marino,4,6, Jarvilehto,Benetton Ford,1:22.717,10
1994,San Marino,5,27, Larini,Ferrari,1:22.841,6
1994,San Marino,6,30, Frentzen,Sauber Mercedes,1:23.119,10
1994,San Marino,7,0, Hill,Williams Renault,1:23.199,9
1994,San Marino,8,7, Hakkinen,McLaren Peugeot,1:23.611,11
1994,San Marino,9,10, Morbidelli,Footwork Ford,1:23.663,10
1994,San Marino,10,4, Blundell,Tyrrell Yamaha,1:23.703,10
1994,San Marino,11,29, Wendlinger,Sauber Mercedes,1:23.788,11
1994,San Marino,12,3, Katayama,Tyrrell Yamaha,1:24.000,11
1994,San Marino,13,23, Martini,Minardi Ford,1:24.078,11
1994,San Marino,14,24, Alboreto,Minardi Ford,1:24.276,12
1994,San Marino,15,8, Brundle,McLaren Peugeot,1:24.443,4
1994,San Marino,16,9, Fittipaldi,Footwork Ford,1:24.655,11
1994,San Marino,17,25, Bernard,Ligier Renault,1:24.678,11
1994,San Marino,18,26, Panis,Ligier Renault,1:24.996,11
1994,San Marino,19,12, Herbert,Lotus Mugen Honda,1:25.114,11
