year,race,position,number,driver,car,q1,q2,q3,time,laps
1998,Great Britain,17,21, Takagi,Tyrrell Ford,,,,1:27.061,12
1998,Great Britain,18,23, Tuero,Minardi Ford,,,,1:28.051,11
1998,Great Britain,19,22, Nakano,Minardi Ford,,,,1:28.123,12
1998,Great Britain,20,20, Rosset,Tyrrell Ford,,,,1:28.608,12
1998,Great Britain,21,10, Schumacher,Jordan Mugen Honda,,,,,12
1998,Great Britain,22,11, Panis,Prost Peugeot,,,,,12
1998,Austria,1,5, Fisichella,Benetton Playlife,,,,1:29.598,12
1998,Austria,2,14, Alesi,Sauber Petronas,,,,1:30.317,12
1998,Austria,3,8, Hakkinen,McLaren Mercedes,,,,1:30.517,12
1998,Austria,4,3, Schumacher,Ferrari,,,,1:30.551,10
1998,Austria,5,18, Barrichello,Stewart Ford,,,,1:31.005,12
1998,Austria,6,17, Salo,Arrows,,,,1:31.028,11
1998,Austria,7,2, Frentzen,Williams Mecachrome,,,,1:31.515,11
1998,Austria,8,4, Irvine,Ferrari,,,,1:31.651,9
1998,Austria,9,10, Schumacher,Jordan Mugen Honda,,,,1:31.917,12
1998,Austria,10,11, Panis,Prost Peugeot,,,,1:32.081,12
1998,Austria,11,1, Villeneuve,Williams Mecachrome,,,,1:32.083,11
1998,Austria,12,19, Verstappen,Stewart Ford,,,,1:32.099,12
1998,Austria,13,16, Diniz,Arrows,,,,1:32.206,12
1998,Austria,14,7, Coulthard,McLaren Mercedes,,,,1:32.399,12
1998,Austria,15,9, Hill,Jordan Mugen Honda,,,,1:32.718,11
1998,Austria,16,12, Trulli,Prost Peugeot,,,,1:32.906,12
1998,Austria,17,6, Wurz,Benetton Playlife,,,,1:33.185,10
1998,Austria,18,15, Herbert,Sauber Petronas,,,,1:33.205,10
1998,Austria,19,23, Tuero,Minardi Ford,,,,1:33.399,12
1998,Austria,20,21, Takagi,Tyrrell Ford,,,,1:34.090,12
1998,Austria,21,22, Nakano,Minardi Ford,,,,1:34.536,9
1998,Austria,22,20, Rosset,Tyrrell Ford,,,,1:34.910,11
1998,Germany,1,8, Hakkinen,McLaren Mercedes,,,,1:41.838,12
1998,Germany,2,7, Coulthard,McLaren Mercedes,,,,1:42.347,9
1998,Germany,3,1, Villeneuve,Williams Mecachrome,,,,1:42.365,12
1998,Germany,4,10, Schumacher,Jordan Mugen Honda,,,,1:42.994,12
1998,Germany,5,9, Hill,Jordan Mugen Honda,,,,1:43.183,12
1998,Germany,6,4, Irvine,Ferrari,,,,1:43.270,11
1998,Germany,7,6, Wurz,Benetton Playlife,,,,1:43.341,11
1998,Germany,8,5, Fisichella,Benetton Playlife,,,,1:43.369,12
1998,Germany,9,3, Schumacher,Ferrari,,,,1:43.459,12
1998,Germany,10,2, Frentzen,Williams Mecachrome,,,,1:43.467,11
1998,Germany,11,14, Alesi,Sauber Petronas,,,,1:43.663,12
1998,Germany,12,15, Herbert,Sauber Petronas,,,,1:44.599,11
1998,Germany,13,18, Barrichello,Stewart Ford,,,,1:44.776,12
1998,Germany,14,12, Trulli,Prost Peugeot,,,,1:44.844,12
1998,Germany,15,21, Takagi,Tyrrell Ford,,,,1:44.961,11
1998,Germany,16,11, Panis,Prost Peugeot,,,,1:45.197,12
1998,Germany,17,17, Salo,Arrows,,,,1:45.276,12
1998,Germany,18,16, Diniz,Arrows,,,,1:45.588,12
1998,Germany,19,19, Verstappen,Stewart Ford,,,,1:45.623,11
1998,Germany,20,22, Nakano,Minardi Ford,,,,1:46.713,12
1998,Germany,21,23, Tuero,Minardi Ford,,,,1:47.265,12
1998,Hungary,1,8, Hakkinen,McLaren Mercedes,,,,1:16.973,11
1998,Hungary,2,7, Coulthard,McLaren Mercedes,,,,1:17.131,11
1998,Hungary,3,3, Schumacher,Ferrari,,,,1:17.366,10
1998,Hungary,4,9, Hill,Jordan Mugen Honda,,,,1:18.214,12
1998,Hungary,5,4, Irvine,Ferrari,,,,1:18.325,12
1998,Hungary,6,1, Villeneuve,Williams Mecachrome,,,,1:18.337,12
1998,Hungary,7,2, Frentzen,Williams Mecachrome,,,,1:19.029,12
1998,Hungary,8,5, Fisichella,Benetton Playlife,,,,1:19.050,12
1998,Hungary,9,6, Wurz,Benetton Playlife,,,,1:19.063,12
1998,Hungary,10,10, Schumacher,Jordan Mugen Honda,,,,1:19.171,12
1998,Hungary,11,14, Alesi,Sauber Petronas,,,,1:19.210,12
1998,Hungary,12,16, Diniz,Arrows,,,,1:19.706,12
1998,Hungary,13,17, Salo,Arrows,,,,1:19.712,12
1998,Hungary,14,18, Barrichello,Stewart Ford,,,,1:19.876,11
1998,Hungary,15,15, Herbert,Sauber Petronas,,,,1:19.878,11
1998,Hungary,16,12, Trulli,Prost Peugeot,,,,1:20.042,12
1998,Hungary,17,19, Verstappen,Stewart Ford,,,,1:20.198,12
1998,Hungary,18,21, Takagi,Tyrrell Ford,,,,1:20.354,12
1998,Hungary,19,22, Nakano,Minardi Ford,,,,1:20.635,12
1998,Hungary,20,11, Panis,Prost Peugeot,,,,1:20.663,12
1998,Hungary,21,23, Tuero,Minardi Ford,,,,1:21.725,12
1998,Hungary,NC,20, Rosset,Tyrrell Ford,,,,1:23.140,11
1998,Belgium,1,8, Hakkinen,McLaren Mercedes,,,,1:48.682,11
1998,Belgium,2,7, Coulthard,McLaren Mercedes,,,,1:48.845,12
1998,Belgium,3,9, Hill,Jordan Mugen Honda,,,,1:49.728,11
1998,Belgium,4,3, Schumacher,Ferrari,,,,1:50.027,12
1998,Belgium,5,4, Irvine,Ferrari,,,,1:50.189,12
1998,Belgium,6,1, Villeneuve,Williams Mecachrome,,,,1:50.204,12
1998,Belgium,7,5, Fisichella,Benetton Playlife,,,,1:50.462,12
1998,Belgium,8,10, Schumacher,Jordan Mugen Honda,,,,1:50.501,12
1998,Belgium,9,2, Frentzen,Williams Mecachrome,,,,1:50.686,11
1998,Belgium,10,14, Alesi,Sauber Petronas,,,,1:51.189,11
1998,Belgium,11,6, Wurz,Benetton Playlife,,,,1:51.648,12
1998,Belgium,12,15, Herbert,Sauber Petronas,,,,1:51.851,11
1998,Belgium,13,12, Trulli,Prost Peugeot,,,,1:52.572,10
1998,Belgium,14,18, Barrichello,Stewart Ford,,,,1:52.670,12
1998,Belgium,15,11, Panis,Prost Peugeot,,,,1:52.784,12
1998,Belgium,16,16, Diniz,Arrows,,,,1:53.037,12
1998,Belgium,17,19, Verstappen,Stewart Ford,,,,1:53.149,12
1998,Belgium,18,17, Salo,Arrows,,,,1:53.207,8
1998,Belgium,19,21, Takagi,Tyrrell Ford,,,,1:53.237,12
1998,Belgium,20,20, Rosset,Tyrrell Ford,,,,1:54.850,11
1998,Belgium,21,22, Nakano,Minardi Ford,,,,1:55.084,12
1998,Belgium,22,23, Tuero,Minardi Ford,,,,1:55.520,12
1998,Italy,1,3, Schumacher,Ferrari,,,,1:25.289,9
1998,Italy,2,1, Villeneuve,Williams Mecachrome,,,,1:25.561,12
1998,Italy,3,8, Hakkinen,McLaren Mercedes,,,,1:25.679,10
1998,Italy,4,7, Coulthard,McLaren Mercedes,,,,1:25.987,11
1998,Italy,5,4, Irvine,Ferrari,,,,1:26.159,11
1998,Italy,6,10, Schumacher,Jordan Mugen Honda,,,,1:26.309,11
1998,Italy,7,6, Wurz,Benetton Playlife,,,,1:26.567,10
1998,Italy,8,14, Alesi,Sauber Petronas,,,,1:26.637,12
1998,Italy,9,11, Panis,Prost Peugeot,,,,1:26.681,11
1998,Italy,10,12, Trulli,Prost Peugeot,,,,1:26.794,12
1998,Italy,11,5, Fisichella,Benetton Playlife,,,,1:26.817,10
1998,Italy,12,2, Frentzen,Williams Mecachrome,,,,1:26.836,10
1998,Italy,13,18, Barrichello,Stewart Ford,,,,1:27.247,10
1998,Italy,14,9, Hill,Jordan Mugen Honda,,,,1:27.362,12
1998,Italy,15,15, Herbert,Sauber Petronas,,,,1:27.510,9
1998,Italy,16,17, Salo,Arrows,,,,1:27.744,9
1998,Italy,17,19, Verstappen,Stewart Ford,,,,1:28.212,11
1998,Italy,18,20, Rosset,Tyrrell Ford,,,,1:28.286,12
1998,Italy,19,21, Takagi,Tyrrell Ford,,,,1:28.346,8
1998,Italy,20,16, Diniz,Arrows,,,,1:28.387,9
1998,Italy,21,22, Nakano,Minardi Ford,,,,1:29.101,9
1998,Italy,22,23, Tuero,Minardi Ford,,,,1:29.417,12
1998,Luxembourg,1,3, Schumacher,Ferrari,,,,1:18.561,11
1998,Luxembourg,2,4, Irvine,Ferrari,,,,1:18.907,12
1998,Luxembourg,3,8, Hakkinen,McLaren Mercedes,,,,1:18.940,12
1998,Luxembourg,4,5, Fisichella,Benetton Playlife,,,,1:19.048,12
1998,Luxembourg,5,7, Coulthard,McLaren Mercedes,,,,1:19.169,12
1998,Luxembourg,6,10, Schumacher,Jordan Mugen Honda,,,,1:19.455,11
1998,Luxembourg,7,2, Frentzen,Williams Mecachrome,,,,1:19.522,12
1998,Luxembourg,8,6, Wurz,Benetton Playlife,,,,1:19.569,12
1998,Luxembourg,9,1, Villeneuve,Williams Mecachrome,,,,1:19.631,12
1998,Luxembourg,10,9, Hill,Jordan Mugen Honda,,,,1:19.807,12
1998,Luxembourg,11,14, Alesi,Sauber Petronas,,,,1:20.493,11
1998,Luxembourg,12,18, Barrichello,Stewart Ford,,,,1:20.530,12
1998,Luxembourg,13,15, Herbert,Sauber Petronas,,,,1:20.650,12
1998,Luxembourg,14,12, Trulli,Prost Peugeot,,,,1:20.709,12
1998,Luxembourg,15,11, Panis,Prost Peugeot,,,,1:21.048,12
1998,Luxembourg,16,17, Salo,Arrows,,,,1:21.120,12
1998,Luxembourg,17,16, Diniz,Arrows,,,,1:21.258,12
1998,Luxembourg,18,19, Verstappen,Stewart Ford,,,,1:21.501,12
1998,Luxembourg,19,21, Takagi,Tyrrell Ford,,,,1:21.525,12
1998,Luxembourg,20,22, Nakano,Minardi Ford,,,,1:22.078,12
1998,Luxembourg,21,23, Tuero,Minardi Ford,,,,1:22.146,12
1998,Luxembourg,22,20, Rosset,Tyrrell Ford,,,,1:22.822,12
1998,Japan,1,3, Schumacher,Ferrari,,,,1:36.293,8
1998,Japan,2,8, Hakkinen,McLaren Mercedes,,,,1:36.471,11
1998,Japan,3,7, Coulthard,McLaren Mercedes,,,,1:37.496,10
1998,Japan,4,4, Irvine,Ferrari,,,,1:38.197,8
1998,Japan,5,2, Frentzen,Williams Mecachrome,,,,1:38.272,11
1998,Japan,6,1, Villeneuve,Williams Mecachrome,,,,1:38.448,12
1998,Japan,7,10, Schumacher,Jordan Mugen Honda,,,,1:38.461,12
1998,Japan,8,9, Hill,Jordan Mugen Honda,,,,1:38.603,12
1998,Japan,9,6, Wurz,Benetton Playlife,,,,1:38.959,12
1998,Japan,10,5, Fisichella,Benetton Playlife,,,,1:39.080,11
1998,Japan,11,15, Herbert,Sauber Petronas,,,,1:39.234,12
1998,Japan,12,14, Alesi,Sauber Petronas,,,,1:39.448,12
1998,Japan,13,11, Panis,Prost Peugeot,,,,1:40.037,12
1998,Japan,14,12, Trulli,Prost Peugeot,,,,1:40.111,12
1998,Japan,15,17, Salo,Arrows,,,,1:40.387,12
1998,Japan,16,18, Barrichello,Stewart Ford,,,,1:40.502,12
1998,Japan,17,21, Takagi,Tyrrell Ford,,,,1:40.619,11
1998,Japan,18,16, Diniz,Arrows,,,,1:40.687,12
1998,Japan,19,19, Verstappen,Stewart Ford,,,,1:40.943,11
1998,Japan,20,22, Nakano,Minardi Ford,,,,1:41.315,12
1998,Japan,21,23, Tuero,Minardi Ford,,,,1:42.358,12
1998,Japan,NC,20, Rosset,Tyrrell Ford,,,,1:43.259,9
1997,Australia,1,3, Villeneuve,Williams Renault,,,,1:29.369,12
1997,Australia,2,4, Frentzen,Williams Renault,,,,1:31.123,12
1997,Australia,3,5, Schumacher,Ferrari,,,,1:31.472,10
1997,Australia,4,10, Coulthard,McLaren Mercedes,,,,1:31.531,12
1997,Australia,5,6, Irvine,Ferrari,,,,1:31.881,12
1997,Australia,6,9, Hakkinen,McLaren Mercedes,,,,1:31.971,12
1997,Australia,7,16, Herbert,Sauber Petronas,,,,1:32.287,12
1997,Australia,8,7, Alesi,Benetton Renault,,,,1:32.593,9
1997,Australia,9,14, Panis,Prost Mugen Honda,,,,1:32.842,11
1997,Australia,10,8, Berger,Benetton Renault,,,,1:32.870,8
1997,Australia,11,22, Barrichello,Stewart Ford,,,,1:33.075,9
1997,Australia,12,11, Schumacher,Jordan Peugeot,,,,1:33.130,11
1997,Australia,13,17, Larini,Sauber Petronas,,,,1:33.327,11
1997,Australia,14,12, Fisichella,Jordan Peugeot,,,,1:33.552,11
1997,Australia,15,20, Katayama,Minardi Hart,,,,1:33.798,12
1997,Australia,16,15, Nakano,Prost Mugen Honda,,,,1:33.989,11
1997,Australia,17,21, Trulli,Minardi Hart,,,,1:34.120,12
1997,Australia,18,19, Salo,Tyrrell Ford,,,,1:34.229,11
1997,Australia,19,23, Magnussen,Stewart Ford,,,,1:34.623,9
1997,Australia,20,1, Hill,Arrows Yamaha,,,,1:34.806,12
1997,Australia,21,18, Verstappen,Tyrrell Ford,,,,1:34.943,11
1997,Australia,22,2, Diniz,Arrows Yamaha,,,,1:35.972,8
1997,Australia,23,24, Sospiri,Lola Ford,,,,1:40.972,11
1997,Australia,24,25, Rosset,Lola Ford,,,,1:42.086,9
1997,Brazil,1,3, Villeneuve,Williams Renault,,,,1:16.004,9
1997,Brazil,2,5, Schumacher,Ferrari,,,,1:16.594,11
1997,Brazil,3,8, Berger,Benetton Renault,,,,1:16.644,10
1997,Brazil,4,9, Hakkinen,McLaren Mercedes,,,,1:16.692,10
1997,Brazil,5,14, Panis,Prost Mugen Honda,,,,1:16.756,12
1997,Brazil,6,7, Alesi,Benetton Renault,,,,1:16.757,10
1997,Brazil,7,12, Fisichella,Jordan Peugeot,,,,1:16.912,10
1997,Brazil,8,4, Frentzen,Williams Renault,,,,1:16.924,10
1997,Brazil,9,1, Hill,Arrows Yamaha,,,,1:17.090,12
1997,Brazil,10,11, Schumacher,Jordan Peugeot,,,,1:17.175,11
1997,Brazil,11,22, Barrichello,Stewart Ford,,,,1:17.259,12
1997,Brazil,12,10, Coulthard,McLaren Mercedes,,,,1:17.262,11
1997,Brazil,13,16, Herbert,Sauber Petronas,,,,1:17.409,12
1997,Brazil,14,6, Irvine,Ferrari,,,,1:17.527,11
1997,Brazil,15,15, Nakano,Prost Mugen Honda,,,,1:17.999,10
1997,Brazil,16,2, Diniz,Arrows Yamaha,,,,1:18.095,12
1997,Brazil,17,21, Trulli,Minardi Hart,,,,1:18.336,12
1997,Brazil,18,20, Katayama,Minardi Hart,,,,1:18.557,11
1997,Brazil,19,17, Larini,Sauber Petronas,,,,1:18.644,11
1997,Brazil,20,23, Magnussen,Stewart Ford,,,,1:18.773,12
1997,Brazil,21,18, Verstappen,Tyrrell Ford,,,,1:18.885,11
1997,Brazil,22,19, Salo,Tyrrell Ford,,,,1:19.274,9
1997,Argentina,1,3, Villeneuve,Williams Renault,,,,1:24.473,12
1997,Argentina,2,4, Frentzen,Williams Renault,,,,1:25.271,12
1997,Argentina,3,14, Panis,Prost Mugen Honda,,,,1:25.491,11
1997,Argentina,4,5, Schumacher,Ferrari,,,,1:25.773,10
1997,Argentina,5,22, Barrichello,Stewart Ford,,,,1:25.942,12
1997,Argentina,6,11, Schumacher,Jordan Peugeot,,,,1:26.218,11
1997,Argentina,7,6, Irvine,Ferrari,,,,1:26.327,11
1997,Argentina,8,16, Herbert,Sauber Petronas,,,,1:26.564,12
1997,Argentina,9,12, Fisichella,Jordan Peugeot,,,,1:26.619,11
1997,Argentina,10,10, Coulthard,McLaren Mercedes,,,,1:26.799,11
1997,Argentina,11,7, Alesi,Benetton Renault,,,,1:27.076,12
1997,Argentina,12,8, Berger,Benetton Renault,,,,1:27.259,10
1997,Argentina,13,1, Hill,Arrows Yamaha,,,,1:27.281,12
1997,Argentina,14,17, Larini,Sauber Petronas,,,,1:27.690,11
1997,Argentina,15,23, Magnussen,Stewart Ford,,,,1:28.035,12
1997,Argentina,16,18, Verstappen,Tyrrell Ford,,,,1:28.094,11
1997,Argentina,17,9, Hakkinen,McLaren Mercedes,,,,1:28.135,9
1997,Argentina,18,21, Trulli,Minardi Hart,,,,1:28.160,12
1997,Argentina,19,19, Salo,Tyrrell Ford,,,,1:28.224,11
1997,Argentina,20,15, Nakano,Prost Mugen Honda,,,,1:28.366,12
1997,Argentina,21,20, Katayama,Minardi Hart,,,,1:28.413,12
1997,Argentina,22,2, Diniz,Arrows Yamaha,,,,1:28.969,12
1997,San Marino,1,3, Villeneuve,Williams Renault,,,,1:23.303,11
1997,San Marino,2,4, Frentzen,Williams Renault,,,,1:23.646,12
1997,San Marino,3,5, Schumacher,Ferrari,,,,1:23.955,11
1997,San Marino,4,14, Panis,Prost Mugen Honda,,,,1:24.075,12
1997,San Marino,5,11, Schumacher,Jordan Peugeot,,,,1:24.081,11
1997,San Marino,6,12, Fisichella,Jordan Peugeot,,,,1:24.596,11
1997,San Marino,7,16, Herbert,Sauber Petronas,,,,1:24.723,12
1997,San Marino,8,9, Hakkinen,McLaren Mercedes,,,,1:24.812,12
1997,San Marino,9,6, Irvine,Ferrari,,,,1:24.861,12
1997,San Marino,10,10, Coulthard,McLaren Mercedes,,,,1:25.077,12
1997,San Marino,11,8, Berger,Benetton Renault,,,,1:25.371,11
1997,San Marino,12,17, Larini,Sauber Petronas,,,,1:25.544,11
1997,San Marino,13,22, Barrichello,Stewart Ford,,,,1:25.579,12
1997,San Marino,14,7, Alesi,Benetton Renault,,,,1:25.729,10
1997,San Marino,15,1, Hill,Arrows Yamaha,,,,1:25.743,11
1997,San Marino,16,23, Magnussen,Stewart Ford,,,,1:26.192,8
1997,San Marino,17,2, Diniz,Arrows Yamaha,,,,1:26.253,11
1997,San Marino,18,15, Nakano,Prost Mugen Honda,,,,1:26.712,12
1997,San Marino,19,19, Salo,Tyrrell Ford,,,,1:26.852,12
1997,San Marino,20,21, Trulli,Minardi Hart,,,,1:26.960,12
1997,San Marino,21,18, Verstappen,Tyrrell Ford,,,,1:27.428,10
1997,San Marino,22,20, Katayama,Minardi Hart,,,,1:28.727,11
1997,Monaco,1,4, Frentzen,Williams Renault,,,,1:18.216,12
1997,Monaco,2,5, Schumacher,Ferrari,,,,1:18.235,11
1997,Monaco,3,3, Villeneuve,Williams Renault,,,,1:18.583,11
1997,Monaco,4,12, Fisichella,Jordan Peugeot,,,,1:18.665,12
1997,Monaco,5,10, Coulthard,McLaren Mercedes,,,,1:18.779,12
1997,Monaco,6,11, Schumacher,Jordan Peugeot,,,,1:18.943,11
1997,Monaco,7,16, Herbert,Sauber Petronas,,,,1:19.105,12
1997,Monaco,8,9, Hakkinen,McLaren Mercedes,,,,1:19.119,12
1997,Monaco,9,7, Alesi,Benetton Renault,,,,1:19.263,9
1997,Monaco,10,22, Barrichello,Stewart Ford,,,,1:19.295,12
1997,Monaco,11,17, Larini,Sauber Petronas,,,,1:19.468,12
1997,Monaco,12,14, Panis,Prost Mugen Honda,,,,1:19.626,12
1997,Monaco,13,1, Hill,Arrows Yamaha,,,,1:19.674,12
1997,Monaco,14,19, Salo,Tyrrell Ford,,,,1:19.694,12
1997,Monaco,15,6, Irvine,Ferrari,,,,1:19.723,12
1997,Monaco,16,2, Diniz,Arrows Yamaha,,,,1:19.860,12
1997,Monaco,17,8, Berger,Benetton Renault,,,,1:20.199,11
1997,Monaco,18,21, Trulli,Minardi Hart,,,,1:20.349,12
1997,Monaco,19,23, Magnussen,Stewart Ford,,,,1:20.516,11
1997,Monaco,20,20, Katayama,Minardi Hart,,,,1:20.606,12
1997,Monaco,21,15, Nakano,Prost Mugen Honda,,,,1:20.961,12
1997,Monaco,22,18, Verstappen,Tyrrell Ford,,,,1:21.290,11
1997,Spain,1,3, Villeneuve,Williams Renault,,,,1:16.525,12
1997,Spain,2,4, Frentzen,Williams Renault,,,,1:16.791,11
1997,Spain,3,10, Coulthard,McLaren Mercedes,,,,1:17.521,12
1997,Spain,4,7, Alesi,Benetton Renault,,,,1:17.717,11
1997,Spain,5,9, Hakkinen,McLaren Mercedes,,,,1:17.737,11
1997,Spain,6,8, Berger,Benetton Renault,,,,1:18.041,11
1997,Spain,7,5, Schumacher,Ferrari,,,,1:18.313,11
1997,Spain,8,12, Fisichella,Jordan Peugeot,,,,1:18.385,10
1997,Spain,9,11, Schumacher,Jordan Peugeot,,,,1:18.423,11
1997,Spain,10,16, Herbert,Sauber Petronas,,,,1:18.494,12
1997,Spain,11,6, Irvine,Ferrari,,,,1:18.873,12
1997,Spain,12,14, Panis,Prost Mugen Honda,,,,1:19.157,12
1997,Spain,13,17, Morbidelli,Sauber Petronas,,,,1:19.323,12
1997,Spain,14,19, Salo,Tyrrell Ford,,,,1:20.079,10
1997,Spain,15,1, Hill,Arrows Yamaha,,,,1:20.089,11
1997,Spain,16,15, Nakano,Prost Mugen Honda,,,,1:20.103,12
1997,Spain,17,22, Barrichello,Stewart Ford,,,,1:20.255,12
1997,Spain,18,21, Trulli,Minardi Hart,,,,1:20.452,11
1997,Spain,19,18, Verstappen,Tyrrell Ford,,,,1:20.582,12
1997,Spain,20,20, Katayama,Minardi Hart,,,,1:20.672,12
1997,Spain,21,2, Diniz,Arrows Yamaha,,,,1:21.029,12
1997,Spain,22,23, Magnussen,Stewart Ford,,,,1:21.060,12
1997,Canada,1,5, Schumacher,Ferrari,,,,1:18.095,11
1997,Canada,2,3, Villeneuve,Williams Renault,,,,1:18.108,12
1997,Canada,3,22, Barrichello,Stewart Ford,,,,1:18.388,12
1997,Canada,4,4, Frentzen,Williams Renault,,,,1:18.464,11
1997,Canada,5,10, Coulthard,McLaren Mercedes,,,,1:18.466,8
1997,Canada,6,12, Fisichella,Jordan Peugeot,,,,1:18.750,12
1997,Canada,7,11, Schumacher,Jordan Peugeot,,,,1:18.869,11
1997,Canada,8,7, Alesi,Benetton Renault,,,,1:18.899,10
1997,Canada,9,9, Hakkinen,McLaren Mercedes,,,,1:18.916,9
1997,Canada,10,14, Panis,Prost Mugen Honda,,,,1:19.034,11
1997,Canada,11,8, Wurz,Benetton Renault,,,,1:19.286,10
1997,Canada,12,6, Irvine,Ferrari,,,,1:19.503,12
1997,Canada,13,16, Herbert,Sauber Petronas,,,,1:19.622,11
1997,Canada,14,18, Verstappen,Tyrrell Ford,,,,1:20.102,10
1997,Canada,15,1, Hill,Arrows Yamaha,,,,1:20.129,12
1997,Canada,16,2, Diniz,Arrows Yamaha,,,,1:20.175,12
1997,Canada,17,19, Salo,Tyrrell Ford,,,,1:20.336,10
1997,Canada,18,17, Morbidelli,Sauber Petronas,,,,1:20.357,12
1997,Canada,19,15, Nakano,Prost Mugen Honda,,,,1:20.370,12
1997,Canada,20,21, Trulli,Minardi Hart,,,,1:20.370,10
1997,Canada,21,23, Magnussen,Stewart Ford,,,,1:20.491,9
1997,Canada,22,20, Katayama,Minardi Hart,,,,1:21.034,11
1997,France,1,5, Schumacher,Ferrari,,,,1:14.548,9
1997,France,2,4, Frentzen,Williams Renault,,,,1:14.749,11
1997,France,3,11, Schumacher,Jordan Peugeot,,,,1:14.755,11
1997,France,4,3, Villeneuve,Williams Renault,,,,1:14.800,12
1997,France,5,6, Irvine,Ferrari,,,,1:14.860,11
1997,France,6,14, Trulli,Prost Mugen Honda,,,,1:14.957,12
1997,France,7,8, Wurz,Benetton Renault,,,,1:14.986,12
1997,France,8,7, Alesi,Benetton Renault,,,,1:15.228,12
1997,France,9,10, Coulthard,McLaren Mercedes,,,,1:15.270,11
1997,France,10,9, Hakkinen,McLaren Mercedes,,,,1:15.339,9
1997,France,11,12, Fisichella,Jordan Peugeot,,,,1:15.453,12
1997,France,12,15, Nakano,Prost Mugen Honda,,,,1:15.857,12
1997,France,13,22, Barrichello,Stewart Ford,,,,1:15.876,12
1997,France,14,16, Herbert,Sauber Petronas,,,,1:16.018,12
1997,France,15,23, Magnussen,Stewart Ford,,,,1:16.149,12
1997,France,16,2, Diniz,Arrows Yamaha,,,,1:16.536,12
1997,France,17,1, Hill,Arrows Yamaha,,,,1:16.729,11
1997,France,18,18, Verstappen,Tyrrell Ford,,,,1:16.941,11
1997,France,19,19, Salo,Tyrrell Ford,,,,1:17.256,12
1997,France,20,17, Fontana,Sauber Petronas,,,,1:17.538,12
1997,France,21,20, Katayama,Minardi Hart,,,,1:17.563,12
1997,France,22,21, Marques,Minardi Hart,,,,1:18.280,12
1997,Great Britain,1,3, Villeneuve,Williams Renault,,,,1:21.598,12
1997,Great Britain,2,4, Frentzen,Williams Renault,,,,1:21.732,11
1997,Great Britain,3,9, Hakkinen,McLaren Mercedes,,,,1:21.797,8
1997,Great Britain,4,5, Schumacher,Ferrari,,,,1:21.977,12
1997,Great Britain,5,11, Schumacher,Jordan Peugeot,,,,1:22.277,12
1997,Great Britain,6,10, Coulthard,McLaren Mercedes,,,,1:22.279,11
1997,Great Britain,7,6, Irvine,Ferrari,,,,1:22.342,12
1997,Great Britain,8,8, Wurz,Benetton Renault,,,,1:22.344,12
1997,Great Britain,9,16, Herbert,Sauber Petronas,,,,1:22.368,12
1997,Great Britain,10,12, Fisichella,Jordan Peugeot,,,,1:22.371,11
1997,Great Britain,11,7, Alesi,Benetton Renault,,,,1:22.392,11
1997,Great Britain,12,1, Hill,Arrows Yamaha,,,,1:23.271,11
1997,Great Britain,13,14, Trulli,Prost Mugen Honda,,,,1:23.366,12
1997,Great Britain,14,17, Fontana,Sauber Petronas,,,,1:23.790,12
1997,Great Britain,15,15, Nakano,Prost Mugen Honda,,,,1:23.887,11
1997,Great Britain,16,23, Magnussen,Stewart Ford,,,,1:24.067,10
1997,Great Britain,17,2, Diniz,Arrows Yamaha,,,,1:24.239,12
1997,Great Britain,18,19, Salo,Tyrrell Ford,,,,1:24.478,12
1997,Great Britain,19,20, Katayama,Minardi Hart,,,,1:24.553,12
1997,Great Britain,20,18, Verstappen,Tyrrell Ford,,,,1:25.010,12
1997,Great Britain,21,21, Marques,Minardi Hart,,,,1:25.154,12
1997,Great Britain,22,22, Barrichello,Stewart Ford,,,,1:25.525,4
1997,Germany,1,8, Berger,Benetton Renault,,,,1:41.873,10
1997,Germany,2,12, Fisichella,Jordan Peugeot,,,,1:41.896,12
1997,Germany,3,9, Hakkinen,McLaren Mercedes,,,,1:42.034,10
1997,Germany,4,5, Schumacher,Ferrari,,,,1:42.181,11
1997,Germany,5,4, Frentzen,Williams Renault,,,,1:42.421,12
1997,Germany,6,7, Alesi,Benetton Renault,,,,1:42.493,10
1997,Germany,7,11, Schumacher,Jordan Peugeot,,,,1:42.498,12
1997,Germany,8,10, Coulthard,McLaren Mercedes,,,,1:42.687,10
1997,Germany,9,3, Villeneuve,Williams Renault,,,,1:42.967,12
1997,Germany,10,6, Irvine,Ferrari,,,,1:43.209,12
1997,Germany,11,14, Trulli,Prost Mugen Honda,,,,1:43.226,12
1997,Germany,12,22, Barrichello,Stewart Ford,,,,1:43.272,10
1997,Germany,13,1, Hill,Arrows Yamaha,,,,1:43.361,12
1997,Germany,14,16, Herbert,Sauber Petronas,,,,1:43.660,12
1997,Germany,15,23, Magnussen,Stewart Ford,,,,1:43.927,10
1997,Germany,16,2, Diniz,Arrows Yamaha,,,,1:44.069,10
1997,Germany,17,15, Nakano,Prost Mugen Honda,,,,1:44.112,12
1997,Germany,18,17, Fontana,Sauber Petronas,,,,1:44.552,12
1997,Germany,19,19, Salo,Tyrrell Ford,,,,1:45.372,12
1997,Germany,20,18, Verstappen,Tyrrell Ford,,,,1:45.811,12
1997,Germany,21,21, Marques,Minardi Hart,,,,1:45.942,12
1997,Germany,22,20, Katayama,Minardi Hart,,,,1:46.499,12
