year,race,position,number,driver,car,laps,time,points
1968,Great Britain,NC,11, Attwood,BRM,10,DNF,0
1968,Great Britain,NC,24, Gurney,Eagle Weslake,8,DNF,0
1968,Great Britain,NC,23, Bonnier,Mclaren BRM,6,DNF,0
1968,Great Britain,NC,3, Brabham,Brabham Repco,0,DNF,0
1968,Germany,1,6, Stewart,Matra Ford,14,2:19:03.200,9
1968,Germany,2,3, Hill,Lotus Ford,14,+243.200s,6
1968,Germany,3,5, Rindt,Brabham Repco,14,+249.400s,4
1968,Germany,4,9, Ickx,Ferrari,14,+355.200s,3
1968,Germany,5,4, Brabham,Brabham Repco,14,+381.100s,2
1968,Germany,6,10, Rodriguez,BRM,14,+385.000s,1
1968,Germany,7,1, Hulme,McLaren Ford,14,+391.000s,0
1968,Germany,8,22, Courage,BRM,14,+476.400s,0
1968,Germany,9,14, Gurney,Eagle Weslake,14,+493.700s,0
1968,Germany,10,18, Hahne,Lola BMW,14,+611.400s,0
1968,Germany,11,21, Oliver,Lotus Ford,13,+1 lap,0
1968,Germany,12,17, Ahrens,Brabham Repco,13,+1 lap,0
1968,Germany,13,2, McLaren,McLaren Ford,13,+1 lap,0
1968,Germany,14,11, Attwood,BRM,13,+1 lap,0
1968,Germany,NC,8, Amon,Ferrari,11,DNF,0
1968,Germany,NC,12, Beltoise,Matra,8,DNF,0
1968,Germany,NC,19, Bianchi,Cooper BRM,6,DNF,0
1968,Germany,NC,16, Siffert,Lotus Ford,6,DNF,0
1968,Germany,NC,7, Surtees,Honda,3,DNF,0
1968,Germany,NC,20, Elford,Cooper BRM,0,DNF,0
1968,Italy,1,1, Hulme,McLaren Ford,68,1:40:14.800,9
1968,Italy,2,5, Servoz-Gavin,Matra Ford,68,+88.400s,6
1968,Italy,3,8, Ickx,Ferrari,68,+88.600s,4
1968,Italy,4,27, Courage,BRM,67,+1 lap,3
1968,Italy,5,6, Beltoise,Matra,66,+2 laps,2
1968,Italy,6,3, Bonnier,Mclaren BRM,64,+4 laps,1
1968,Italy,NC,20, Siffert,Lotus Ford,58,DNF,0
1968,Italy,NC,10, Brabham,Brabham Repco,56,DNF,0
1968,Italy,NC,15, Hobbs,Honda,42,DNF,0
1968,Italy,NC,4, Stewart,Matra Ford,42,DNF,0
1968,Italy,NC,19, Oliver,Lotus Ford,38,DNF,0
1968,Italy,NC,2, McLaren,McLaren Ford,34,DNF,0
1968,Italy,NC,11, Rindt,Brabham Repco,33,DNF,0
1968,Italy,NC,26, Rodriguez,BRM,22,DNF,0
1968,Italy,NC,21, Gurney,Eagle Weslake,19,DNF,0
1968,Italy,NC,16, Hill,Lotus Ford,10,DNF,0
1968,Italy,NC,14, Surtees,Honda,8,DNF,0
1968,Italy,NC,9, Amon,Ferrari,8,DNF,0
1968,Italy,NC,7, Bell,Ferrari,4,DNF,0
1968,Italy,NC,23, Elford,Cooper BRM,2,DNF,0
1968,Canada,1,1, Hulme,McLaren Ford,90,2:27:11.200,9
1968,Canada,2,2, McLaren,McLaren Ford,89,+1 lap,6
1968,Canada,3,16, Rodriguez,BRM,88,+2 laps,4
1968,Canada,4,3, Hill,Lotus Ford,86,+4 laps,3
1968,Canada,5,21, Elford,Cooper BRM,86,+4 laps,2
1968,Canada,6,14, Stewart,Matra Ford,83,+7 laps,1
1968,Canada,NC,18, Beltoise,Matra,77,DNF,0
1968,Canada,NC,9, Amon,Ferrari,72,DNF,0
1968,Canada,NC,15, Servoz-Gavin,Matra Ford,71,DNF,0
1968,Canada,NC,20, Bianchi,Cooper BRM,56,+34 laps,0
1968,Canada,NC,19, Pescarolo,Matra,54,DNF,0
1968,Canada,NC,6, Rindt,Brabham Repco,39,DNF,0
1968,Canada,NC,4, Oliver,Lotus Ford,32,DNF,0
1968,Canada,NC,5, Brabham,Brabham Repco,31,DNF,0
1968,Canada,NC,12, Siffert,Lotus Ford,29,DNF,0
1968,Canada,NC,11, Gurney,McLaren Ford,29,DNF,0
1968,Canada,NC,24, Courage,BRM,22,DNF,0
1968,Canada,NC,27, Brack,Lotus Ford,18,DNF,0
1968,Canada,NC,8, Surtees,Honda,10,DNF,0
1968,Canada,NC,22, Bonnier,Mclaren BRM,0,DNF,0
1968,United States,1,15, Stewart,Matra Ford,108,1:59:20.290,9
1968,United States,2,10, Hill,Lotus Ford,108,+24.680s,6
1968,United States,3,5, Surtees,Honda,107,+1 lap,4
1968,United States,4,14, Gurney,McLaren Ford,107,+1 lap,3
1968,United States,5,16, Siffert,Lotus Ford,105,+3 laps,2
1968,United States,6,2, McLaren,McLaren Ford,103,+5 laps,1
1968,United States,NC,22, Courage,BRM,93,DNF,0
1968,United States,NC,1, Hulme,McLaren Ford,92,DNF,0
1968,United States,NC,19, Bianchi,Cooper BRM,88,DNF,0
1968,United States,NC,3, Brabham,Brabham Repco,77,DNF,0
1968,United States,NC,4, Rindt,Brabham Repco,73,DNF,0
1968,United States,NC,18, Elford,Cooper BRM,71,DNF,0
1968,United States,NC,8, Rodriguez,BRM,66,DNF,0
1968,United States,NC,17, Bonnier,Mclaren BRM,62,DNF,0
1968,United States,NC,6, Amon,Ferrari,59,DNF,0
1968,United States,NC,21, Beltoise,Matra,44,DNF,0
1968,United States,NC,9, Unser,BRM,35,DNF,0
1968,United States,NC,12, Andretti,Lotus Ford,32,DNF,0
1968,United States,NC,7, Bell,Ferrari,14,DNF,0
1968,Mexico,1,10, Hill,Lotus Ford,65,1:56:43.950,9
1968,Mexico,2,2, McLaren,McLaren Ford,65,+79.320s,6
1968,Mexico,3,11, Oliver,Lotus Ford,65,+100.650s,4
1968,Mexico,4,8, Rodriguez,BRM,65,+101.090s,3
1968,Mexico,5,17, Bonnier,Honda,64,+1 lap,2
1968,Mexico,6,16, Siffert,Lotus Ford,64,+1 lap,1
1968,Mexico,7,15, Stewart,Matra Ford,64,+1 lap,0
1968,Mexico,8,18, Elford,Cooper BRM,63,+2 laps,0
1968,Mexico,9,9, Pescarolo,Matra,62,+3 laps,0
1968,Mexico,10,3, Brabham,Brabham Repco,59,DNF,0
1968,Mexico,NC,23, Servoz-Gavin,Matra Ford,57,DNF,0
1968,Mexico,NC,14, Gurney,McLaren Ford,28,DNF,0
1968,Mexico,NC,22, Courage,BRM,25,DNF,0
1968,Mexico,NC,19, Bianchi,Cooper BRM,21,DNF,0
1968,Mexico,NC,5, Surtees,Honda,17,DNF,0
1968,Mexico,NC,6, Amon,Ferrari,16,DNF,0
1968,Mexico,NC,12, Solana,Lotus Ford,14,DNF,0
1968,Mexico,NC,21, Beltoise,Matra,10,DNF,0
1968,Mexico,NC,1, Hulme,McLaren Ford,10,DNF,0
1968,Mexico,NC,7, Ickx,Ferrari,3,DNF,0
1968,Mexico,NC,4, Rindt,Brabham Repco,2,DNF,0
1967,South Africa,1,4, Rodriguez,Cooper Maserati,80,2:05:45.900,9
1967,South Africa,2,17, Love,Cooper Climax,80,+26.400s,6
1967,South Africa,3,11, Surtees,Honda,79,+1 lap,4
1967,South Africa,4,2, Hulme,Brabham Repco,78,+2 laps,3
1967,South Africa,5,14, Anderson,Brabham Climax,78,+2 laps,2
1967,South Africa,6,1, Brabham,Brabham Repco,76,+4 laps,1
1967,South Africa,NC,19, Charlton,Brabham Climax,63,+17 laps,0
1967,South Africa,NC,20, Botha,Brabham Climax,60,+20 laps,0
1967,South Africa,NC,18, Tingle,LDS Climax,56,DNF,0
1967,South Africa,NC,16, Courage,Lotus BRM,51,DNF,0
1967,South Africa,NC,9, Gurney,Eagle Climax,44,DNF,0
1967,South Africa,NC,12, Siffert,Cooper Maserati,41,DNF,0
1967,South Africa,NC,3, Rindt,Cooper Maserati,38,DNF,0
1967,South Africa,NC,6, Spence,BRM,31,DNF,0
1967,South Africa,NC,15, Bonnier,Cooper Maserati,30,DNF,0
1967,South Africa,NC,7, Clark,Lotus BRM,22,DNF,0
1967,South Africa,NC,8, Hill,Lotus BRM,6,DNF,0
1967,South Africa,NC,5, Stewart,BRM,2,DNF,0
1967,Monaco,1,9, Hulme,Brabham Repco,100,2:34:34.300,9
1967,Monaco,2,14, Hill,Lotus BRM,99,+1 lap,6
1967,Monaco,3,20, Amon,Ferrari,98,+2 laps,4
1967,Monaco,4,16, McLaren,McLaren BRM,97,+3 laps,3
1967,Monaco,5,11, Rodriguez,Cooper Maserati,96,+4 laps,2
1967,Monaco,6,5, Spence,BRM,96,+4 laps,1
1967,Monaco,NC,18, Bandini,Ferrari,81,DNF,0
1967,Monaco,NC,6, Courage,BRM,64,DNF,0
1967,Monaco,NC,12, Clark,Lotus Climax,42,DNF,0
1967,Monaco,NC,7, Surtees,Honda,32,DNF,0
1967,Monaco,NC,17, Siffert,Cooper Maserati,31,DNF,0
1967,Monaco,NC,10, Rindt,Cooper Maserati,14,DNF,0
1967,Monaco,NC,4, Stewart,BRM,14,DNF,0
